,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,pca0,pca1
7270,548,1,29,4,0.0,2,0,1,48673.18,0,-80247.96122342873,45321.85078686297
7271,591,1,31,7,0.0,2,0,1,48778.46,0,-80239.78472240528,45216.88888608918
7272,683,1,29,9,0.0,2,1,1,48849.89,0,-80234.23657679823,45145.67490485002
7273,562,0,35,7,0.0,1,0,0,48869.67,0,-80232.70157421738,45125.95426617219
7274,590,0,36,1,0.0,2,1,0,48876.84,0,-80232.14447787091,45118.806014449394
7275,628,1,38,3,0.0,2,1,1,48924.73,0,-80228.42495287622,45071.06077296969
7276,596,0,39,9,0.0,1,1,0,48963.59,0,-80225.40737096104,45032.318031860064
7277,521,1,77,6,0.0,2,1,1,49054.1,0,-80218.37886904088,44942.08121008273
7278,511,0,27,8,0.0,2,1,1,49089.36,0,-80215.640893104,44906.92757955522
7279,669,1,35,7,0.0,1,1,1,49108.23,1,-80214.17389674408,44888.11509135091
7280,407,0,37,1,0.0,1,1,1,49161.12,1,-80210.06892074525,44835.38399094135
7281,512,1,31,7,0.0,2,0,0,49326.07,0,-80197.25787746199,44670.932484297824
7282,775,0,30,4,0.0,2,1,0,49337.84,0,-80196.3413146505,44659.1988753088
7283,626,0,29,7,0.0,2,1,0,49361.84,0,-80194.47889018076,44635.270876914525
7284,597,0,33,9,0.0,2,1,0,49374.82,0,-80193.47111703626,44622.329991159764
7285,797,1,55,10,0.0,4,1,1,49418.87,1,-80190.04817719641,44578.41370704967
7286,492,1,31,7,0.0,2,1,1,49463.44,0,-80186.58986260342,44533.97729514011
7287,604,1,71,2,0.0,2,1,1,49506.82,0,-80183.21970078118,44490.728739907165
7288,584,1,66,5,0.0,1,1,0,49553.38,1,-80179.60404539767,44444.30928306294
7289,691,0,30,9,0.0,1,1,0,49594.02,0,-80176.44707973753,44403.7923000332
7290,490,1,40,1,0.0,1,1,1,49594.19,1,-80176.43573918848,44403.62218912884
7291,673,1,57,4,0.0,2,1,1,49684.09,0,-80169.45225594706,44313.994314081036
7292,653,1,46,5,0.0,2,1,0,49707.85,0,-80167.60728748472,44290.30598835361
7293,601,1,43,2,0.0,1,1,0,49713.87,1,-80167.14027574065,44284.30399904807
7294,535,1,27,6,0.0,2,0,1,49775.58,0,-80162.34856249036,44222.78012913455
7295,440,0,42,2,0.0,2,1,0,49826.68,0,-80158.38094964494,44171.834180655045
7296,689,1,58,5,0.0,2,0,1,49848.86,0,-80156.65599979123,44149.72199306798
7297,615,0,49,3,0.0,2,1,1,49872.33,0,-80154.83405600133,44126.32262319176
7298,745,0,34,9,0.0,2,1,0,50046.25,0,-80141.32619953384,43952.928272175974
7299,700,1,26,2,0.0,2,0,0,50051.42,0,-80140.92515714456,43947.77373074043
7300,591,0,49,3,0.0,2,1,0,50123.44,0,-80135.33298811708,43875.97093022412
7301,698,1,47,6,0.0,1,1,0,50213.81,1,-80128.31380921078,43785.874198153724
7302,687,1,72,4,0.0,2,1,1,50267.69,0,-80124.12945928928,43732.15693154018
7303,763,1,31,4,0.0,2,0,0,50404.72,0,-80113.48712557837,43595.54095184371
7304,606,1,39,3,0.0,2,1,0,50560.45,1,-80101.39453164535,43440.28078667992
7305,551,0,37,3,0.0,2,1,1,50578.4,0,-80100.00106152015,43422.38481807677
7306,703,0,29,9,0.0,2,1,0,50679.48,0,-80092.14974464371,43321.61056384061
7307,653,0,47,6,0.0,1,1,0,50695.93,1,-80090.87261846515,43305.21011755278
7308,747,1,34,10,0.0,2,1,1,50759.8,0,-80085.91162214923,43241.533290035244
7309,770,0,30,8,0.0,2,0,1,50839.85,0,-80079.6947077092,43161.72511898384
7310,622,1,35,5,0.0,2,1,0,51112.8,0,-80058.49869285469,42889.59899753374
7311,551,1,45,6,0.0,2,1,1,51143.43,0,-80056.120585522,42859.06129319328
7312,771,1,67,8,0.0,2,1,1,51219.8,0,-80050.18746756691,42782.92268417551
7313,662,1,37,6,0.0,2,1,0,51229.17,0,-80049.46096577063,42773.58058122582
7314,583,0,27,7,0.0,2,1,0,51285.49,0,-80045.0879324819,42717.430403337275
7315,647,1,42,9,0.0,2,1,1,51362.82,0,-80039.08177815081,42640.334180581194
7316,679,0,60,8,0.0,2,1,1,51380.9,0,-80037.67728964586,42622.308919173774
7317,521,0,38,6,0.0,2,1,0,51454.06,0,-80031.99726183132,42549.36932679796
7318,674,1,28,3,0.0,1,1,0,51536.99,0,-80025.55547301414,42466.69026136844
7319,800,0,38,1,0.0,2,1,0,51553.43,0,-80024.27749231056,42450.30033481763
7320,601,0,74,2,0.0,2,0,1,51554.58,0,-80024.18991000907,42449.15323149893
7321,655,0,27,10,0.0,2,1,0,51620.94,0,-80019.03607671209,42382.99373488942
7322,739,0,60,4,0.0,1,1,1,51637.67,0,-80017.73585963754,42366.31459208088
7323,736,0,29,4,0.0,2,0,0,51705.01,0,-80012.50638553427,42299.17790313201
7324,527,0,53,8,0.0,1,1,1,51711.57,0,-80011.99881066248,42292.637084855305
7325,590,0,29,10,0.0,1,1,1,51907.72,1,-79996.76524085787,42097.079642294346
7326,850,1,34,2,0.0,2,0,0,51919.04,0,-79995.88362660391,42085.794676531084
7327,654,1,32,2,0.0,1,1,1,51972.92,1,-79991.70115719712,42032.07676877521
7328,545,1,32,6,0.0,2,1,1,52067.37,0,-79984.36717820122,41937.911667690794
7329,658,0,50,2,0.0,2,1,0,52137.73,0,-79978.901832724,41867.76455983439
7330,718,1,39,2,0.0,1,1,1,52138.49,0,-79978.84228829519,41867.0070289744
7331,600,1,28,6,0.0,2,0,1,52193.23,0,-79974.59233866972,41812.43195044745
7332,609,0,53,7,0.0,2,0,1,52332.85,0,-79963.74919587326,41673.23369281181
7333,537,1,38,10,0.0,1,0,0,52337.97,1,-79963.35232790597,41668.12889740012
7334,699,1,25,8,0.0,2,1,1,52404.47,0,-79958.18643435632,41601.83023394055
7335,724,0,36,1,0.0,2,1,0,52462.25,0,-79953.69892491834,41544.22483945626
7336,512,0,43,1,0.0,2,1,1,52471.36,0,-79952.99342428985,41535.1416844878
7337,562,0,37,2,0.0,1,0,1,52525.15,1,-79948.81562168545,41481.514287067155
7338,632,1,36,7,0.0,2,1,1,52526.65,0,-79948.69847599437,41480.019037640726
7339,569,0,43,7,0.0,2,1,0,52534.81,0,-79948.06533424799,41471.88349182335
7340,529,0,28,9,0.0,2,1,1,52545.24,0,-79947.2557882446,41461.484836343036
7341,754,0,28,8,0.0,2,1,1,52615.62,0,-79941.78790907428,41391.31811572892
7342,535,1,29,5,0.0,2,0,1,52709.55,0,-79934.49534843367,41297.6710961
7343,782,0,52,4,0.0,1,1,1,52759.82,1,-79930.58889938686,41247.553752054206
7344,646,0,18,10,0.0,2,0,1,52795.15,0,-79927.84661778821,41212.32995403365
7345,850,0,34,6,0.0,1,0,1,52796.31,0,-79927.75451063021,41211.1741424511
7346,815,0,45,7,0.0,1,0,1,52885.23,1,-79920.84923200107,41122.522598554446
7347,513,0,88,10,0.0,2,1,1,52952.24,0,-79915.64789014526,41055.71408112772
7348,657,0,40,10,0.0,2,1,1,52990.7,0,-79912.6599249236,41017.37061373572
7349,850,0,61,1,0.0,1,1,0,53067.83,1,-79906.66803711948,40940.47421674895
7350,688,1,39,0,0.0,2,1,0,53222.15,1,-79894.68513504813,40786.61972423345
7351,611,0,64,9,0.0,2,1,1,53277.15,0,-79890.41443674102,40731.78562387673
7352,711,0,38,10,0.0,2,0,0,53311.78,0,-79887.72422752454,40697.260485942905
7353,665,0,51,2,0.0,1,0,0,53353.36,0,-79884.4954794349,40655.80594179492
7354,653,0,33,1,0.0,2,0,0,53379.52,0,-79882.46408432399,40629.72487840913
7355,619,1,28,3,0.0,2,1,0,53394.12,0,-79881.33059104631,40615.16885348248
7356,551,0,32,4,0.0,2,1,0,53420.53,0,-79879.28020967112,40588.83840334694
7357,834,0,34,5,0.0,2,0,0,53437.1,0,-79877.99067477268,40572.31935843223
7358,776,0,36,1,0.0,2,1,0,53477.76,0,-79874.833544713,40531.781975928
7359,593,0,43,10,0.0,2,0,0,53478.02,0,-79874.81506701687,40531.522181795044
7360,564,0,31,4,0.0,2,1,0,53520.03,0,-79871.55288348648,40489.63894600934
7361,721,0,38,7,0.0,1,0,1,53534.8,0,-79870.40431163604,40474.91406867205
7362,748,1,34,8,0.0,2,1,0,53584.03,0,-79866.58085657263,40425.832828295046
7363,586,0,64,1,0.0,2,1,1,53710.23,0,-79856.78151608988,40300.01350390472
7364,639,1,54,2,0.0,2,1,1,53843.71,0,-79846.41495221494,40166.93678268098
7365,617,0,74,10,0.0,2,1,1,53949.98,0,-79838.16210496075,40060.98769244114
7366,461,1,35,5,0.0,1,1,1,54209.02,0,-79818.046622841,39802.729459817376
7367,670,0,37,2,0.0,2,1,1,54229.74,0,-79816.43550241632,39782.07271236356
7368,724,0,30,10,0.0,2,1,1,54265.55,0,-79813.6540073719,39746.371020731065
7369,601,1,41,3,0.0,2,1,0,54342.83,0,-79807.65352953419,39669.32404340629
7370,555,0,32,4,0.0,2,1,1,54405.79,0,-79802.76451270426,39606.55402695026
7371,707,1,55,1,0.0,2,0,1,54409.48,0,-79802.47639051077,39602.875700569355
7372,428,1,31,2,0.0,2,1,0,54487.43,0,-79796.42553224695,39525.160181371735
7373,652,1,32,2,0.0,2,1,0,54628.11,0,-79785.49813426865,39384.905773802944
7374,616,0,31,1,0.0,2,1,1,54706.75,0,-79779.39126930796,39306.50315990373
7375,726,1,24,6,0.0,2,1,1,54724.03,0,-79778.04828642728,39289.27568635309
7376,648,1,34,3,0.0,1,1,0,54726.43,0,-79777.86259289946,39286.88270333376
7377,579,0,33,1,0.0,2,1,1,54816.57,0,-79770.86295002507,39197.01471498966
7378,542,1,26,2,0.0,2,1,1,54869.54,0,-79766.74966544696,39144.204559599355
7379,796,0,67,5,0.0,2,0,1,54871.02,0,-79766.63212113077,39142.72991514808
7380,566,0,30,5,0.0,1,1,0,54926.51,1,-79762.32510481575,39087.40669934026
7381,417,0,34,7,0.0,2,1,0,55003.79,0,-79756.32491545763,39010.35962211587
7382,696,1,51,5,0.0,2,1,0,55022.43,0,-79754.87459045272,38991.77684353183
7383,715,0,45,4,0.0,2,1,1,55043.93,0,-79753.2047389632,38970.34182740741
7384,681,1,63,7,0.0,2,1,1,55054.48,0,-79752.3856636076,38959.82361061424
7385,718,1,37,7,0.0,2,1,1,55100.09,0,-79748.8433428017,38914.351432015115
7386,676,1,43,2,0.0,1,1,1,55119.53,0,-79747.33399148444,38894.97002153922
7387,711,0,36,8,0.0,2,1,0,55207.41,0,-79740.50890322597,38807.35552740634
7388,758,1,43,10,0.0,2,1,1,55313.44,0,-79732.27409522462,38701.64591375635
7389,567,1,48,3,0.0,1,1,0,55362.45,0,-79728.469748374,38652.78332911717
7390,496,0,29,2,0.0,2,1,0,55389.59,0,-79726.3628122308,38625.725034364754
7391,636,0,42,2,0.0,2,1,1,55470.78,0,-79720.05617361411,38544.78071077637
7392,577,0,29,7,0.0,2,1,1,55473.15,0,-79719.87274328846,38542.417654141165
7393,762,1,19,6,0.0,2,1,0,55500.17,0,-79717.77264514532,38515.4798347504
7394,850,1,32,8,0.0,2,1,1,55593.8,0,-79710.50040751453,38422.132913710695
7395,589,1,21,3,0.0,2,0,1,55601.44,0,-79709.90961487491,38414.5151324596
7396,713,0,46,5,0.0,1,1,1,55701.62,0,-79702.12830043405,38314.63813024703
7397,605,0,32,9,0.0,2,1,1,55724.24,0,-79700.3727208755,38292.08607216583
7398,738,0,54,4,0.0,1,0,1,55725.04,1,-79700.30921790369,38291.28895622237
7399,674,0,18,7,0.0,2,1,1,55753.12,1,-79698.12929584518,38263.293491398894
7400,582,0,20,4,0.0,1,1,1,55763.66,0,-79697.31161821364,38252.78503340536
7401,713,0,41,3,0.0,2,1,0,55772.04,0,-79696.65948188808,38244.43079927499
7402,476,0,37,4,0.0,1,1,1,55775.84,1,-79696.36664393204,38240.64150790428
7403,681,0,34,3,0.0,2,0,0,55816.2,0,-79693.2303368595,38200.40405306862
7404,575,0,36,7,0.0,1,1,1,55868.97,1,-79689.13319738022,38147.79308713739
7405,530,0,44,6,0.0,2,0,0,55893.37,0,-79687.23867821928,38123.46664763141
7406,690,0,36,10,0.0,2,1,0,55902.93,0,-79686.49476164364,38113.9360180708
7407,610,0,41,6,0.0,3,0,0,56118.81,1,-79669.73017831016,37898.707756331074
7408,620,0,32,6,0.0,2,1,0,56139.09,0,-79668.15517070799,37878.489021390524
7409,845,1,28,9,0.0,2,1,1,56185.98,0,-79664.51155464601,37831.741349242686
7410,709,0,39,8,0.0,2,1,0,56214.09,0,-79662.32976413563,37803.715828020606
7411,720,1,38,10,0.0,2,1,1,56229.72,1,-79661.1158329512,37788.13306529418
7412,602,1,63,7,0.0,2,1,1,56323.21,0,-79653.85637066195,37694.92508314661
7413,520,1,38,4,0.0,2,1,0,56388.63,0,-79648.77672417139,37629.70235419358
7414,512,1,46,3,0.0,2,1,1,56408.14,0,-79647.26160876642,37610.25126569669
7415,529,1,35,5,0.0,2,1,0,56518.0,0,-79638.72973056714,37500.723091282605
7416,664,0,57,1,0.0,2,1,1,56562.57,0,-79635.26701826951,37456.28817214249
7417,759,1,33,2,0.0,2,1,0,56583.88,0,-79633.61128370967,37435.042793541455
7418,675,0,35,8,0.0,2,1,1,56642.97,0,-79629.02312573185,37376.13098418443
7419,543,0,42,7,0.0,1,1,1,56650.47,0,-79628.44189340863,37368.65322441124
7420,773,1,23,8,0.0,2,1,0,56759.79,0,-79619.9499640303,37259.66408897398
7421,691,0,41,2,0.0,1,1,1,56850.92,1,-79612.87346416226,37168.809084556415
7422,633,1,42,1,0.0,2,1,0,56865.62,0,-79611.7324071288,37154.15329584456
7423,669,0,57,5,0.0,2,1,1,56875.76,0,-79610.94452065698,37144.044060108354
7424,573,1,36,1,0.0,1,1,1,56905.38,0,-79608.64522698215,37114.51317349093
7425,547,1,51,1,0.0,2,1,1,56908.41,0,-79608.4100965473,37111.492266790476
7426,850,0,35,2,0.0,2,1,1,56991.66,0,-79601.94206139458,37028.49463689641
7427,475,0,39,6,0.0,1,1,1,56999.9,1,-79601.30568920015,37020.27832438023
7428,656,0,63,8,0.0,2,0,1,57014.43,0,-79600.17545407587,37005.792828509955
7429,694,0,60,9,0.0,1,1,1,57088.97,0,-79594.38629998812,36931.47806559494
7430,474,0,37,3,0.0,2,0,0,57175.32,0,-79587.68252717622,36845.38810919586
7431,554,0,46,4,0.0,2,0,1,57320.92,0,-79576.37437418364,36700.22811194794
7432,773,0,52,2,0.0,2,1,0,57337.79,0,-79575.06213024446,36683.40977595235
7433,775,0,30,4,0.0,2,0,1,57461.13,0,-79565.4835842329,36560.44224560367
7434,739,1,27,6,0.0,1,1,1,57572.38,0,-79556.84422283247,36449.528113459004
7435,772,0,43,6,0.0,2,1,1,57675.88,0,-79548.8059884186,36346.34083020233
7436,802,0,38,7,0.0,2,0,1,57764.65,0,-79541.91181526401,36257.83901398241
7437,576,1,50,8,0.0,2,1,1,57802.62,0,-79538.96514692222,36219.982983126974
7438,747,1,40,3,0.0,1,0,0,57817.84,1,-79537.78156848627,36204.80948345469
7439,769,1,27,2,0.0,1,1,1,57876.05,0,-79533.26080969603,36146.77533361836
7440,737,0,44,7,0.0,2,0,0,57898.58,0,-79531.51135220143,36124.31330133518
7441,632,0,50,2,0.0,2,0,0,57942.88,0,-79528.07196647376,36080.146768555685
7442,577,1,33,6,0.0,2,1,0,57975.8,0,-79525.51599196008,36047.325983101175
7443,526,0,38,2,0.0,2,0,0,58010.98,0,-79522.78435984012,36012.25207795312
7444,631,0,33,7,0.0,1,1,1,58043.02,1,-79520.29514466727,35980.30916954904
7445,667,0,42,9,0.0,2,0,1,58137.42,0,-79512.9636254875,35886.194399524094
7446,729,1,42,7,0.0,2,1,0,58268.2,1,-79502.80661006649,35755.80957160329
7447,649,0,20,5,0.0,2,1,1,58309.54,0,-79499.59699375024,35714.59412947739
7448,719,0,69,3,0.0,2,1,1,58320.06,0,-79498.77911128823,35704.10621240246
7449,594,1,38,10,0.0,2,1,0,58332.91,0,-79497.78251328874,35691.29456231761
7450,689,1,55,4,0.0,2,1,1,58442.25,0,-79489.29014164208,35582.28512047836
7451,685,0,33,6,0.0,1,1,0,58458.26,0,-79488.04693759346,35566.32342096522
7452,739,0,31,1,0.0,2,1,1,58469.75,0,-79487.15411543591,35554.86829400967
7453,601,1,44,4,0.0,2,1,0,58561.31,0,-79480.04478633981,35463.58439501026
7454,604,0,28,7,0.0,2,0,0,58595.64,0,-79477.37875304456,35429.35805635831
7455,648,1,44,2,0.0,2,1,1,58652.23,0,-79472.98345689113,35372.93913686287
7456,597,1,46,4,0.0,2,1,0,58667.16,1,-79471.8244638701,35358.054066125245
7457,516,1,33,3,0.0,2,1,1,58685.59,0,-79470.3940149707,35339.67944486466
7458,680,1,43,4,0.0,2,1,1,58761.33,0,-79464.51041136161,35264.1687328635
7459,678,0,31,2,0.0,2,1,1,58803.28,0,-79461.25263241815,35222.34540079545
7460,600,1,38,9,0.0,2,1,1,58855.85,0,-79457.17074033427,35169.93392750997
7461,659,0,35,6,0.0,2,1,1,58879.11,0,-79455.36381073654,35146.744361264886
7462,621,0,39,6,0.0,2,1,1,58883.91,0,-79454.99138402577,35141.95874285853
7463,635,1,58,1,0.0,1,1,1,58907.08,1,-79453.19176533759,35118.858799856134
7464,584,0,33,3,0.0,2,0,1,59103.13,0,-79437.96705543945,34923.40068716663
7465,629,1,33,6,0.0,2,1,1,59129.72,0,-79435.90163963177,34896.89113549061
7466,644,0,18,8,0.0,2,1,0,59172.42,0,-79432.58546963109,34854.32011599727
7467,702,0,44,9,0.0,1,0,0,59207.41,1,-79429.86745700144,34819.436021742695
7468,590,0,32,5,0.0,2,1,0,59249.83,0,-79426.57422738835,34777.14375645736
7469,799,0,38,2,0.0,2,1,1,59297.34,0,-79422.88256432662,34729.77792561523
7470,724,1,28,5,0.0,1,1,0,59351.68,0,-79418.66325886443,34675.60177998487
7471,700,1,43,0,0.0,2,1,0,59475.35,0,-79409.0591593096,34552.30523008198
7472,603,0,46,2,0.0,2,1,1,59563.49,0,-79402.21508442325,34464.4311172036
7473,850,1,81,1,0.0,2,1,1,59568.24,0,-79401.8436833682,34459.69631729947
7474,670,0,36,7,0.0,2,0,0,59571.5,0,-79401.59243614697,34456.445503697774
7475,644,0,18,7,0.0,1,0,1,59645.24,1,-79395.86608797839,34382.92809346324
7476,725,0,31,8,0.0,2,1,1,59650.42,0,-79395.46298002469,34377.76401971698
7477,582,1,32,4,0.0,2,1,0,59668.81,0,-79394.036160057,34359.42910409206
7478,681,1,32,3,0.0,2,1,1,59679.9,0,-79393.17396377044,34348.37291568612
7479,750,1,36,6,0.0,2,1,1,59816.41,0,-79382.5718725241,34212.27542045667
7480,693,0,68,2,0.0,2,1,1,59864.96,0,-79378.80185281509,34163.8719223614
7481,561,1,35,5,0.0,2,1,0,59981.62,0,-79369.74340528021,34047.56376750076
7482,613,0,41,7,0.0,2,1,0,60297.72,0,-79345.19443954062,33732.41860637541
7483,748,0,40,0,0.0,1,0,0,60416.76,0,-79335.94846174597,33613.738557449855
7484,528,0,36,7,0.0,2,1,0,60536.56,0,-79326.64686839072,33494.29965196094
7485,739,0,34,9,0.0,1,1,0,60584.33,0,-79322.93503161607,33446.67459690206
7486,827,1,60,2,0.0,2,0,1,60615.83,0,-79320.4877703991,33415.27006148331
7487,768,0,42,5,0.0,3,0,0,60686.4,0,-79315.00792746381,33344.912969272285
7488,507,1,34,4,0.0,2,1,1,60688.38,0,-79314.85667832619,33342.938098121005
7489,635,0,46,8,0.0,2,1,1,60739.16,0,-79310.91181250084,33292.31189040354
7490,619,1,55,0,0.0,3,0,0,60810.64,1,-79305.36075708167,33221.04773633664
7491,732,0,36,7,0.0,2,1,1,60830.24,0,-79303.83762846529,33201.507258010104
7492,598,1,34,4,0.0,2,0,0,60894.26,0,-79298.86709440482,33137.680173941575
7493,715,1,32,10,0.0,2,1,0,60907.49,0,-79297.83854670486,33124.49049978471
7494,582,1,40,9,0.0,3,1,1,60954.45,0,-79294.19284664997,33077.67191205805
7495,413,0,35,2,0.0,2,1,1,60972.84,0,-79292.76629754089,33059.33690446178
7496,721,0,41,7,0.0,2,0,1,61018.85,0,-79289.19018685934,33013.466857574436
7497,589,1,61,1,0.0,1,1,0,61108.56,1,-79282.22443144563,32924.02740726668
7498,642,0,62,7,0.0,2,1,1,61120.75,0,-79281.27724920242,32911.874391652156
7499,426,1,34,3,0.0,2,1,1,61230.83,0,-79272.73057949031,32802.12610658572
7500,680,0,37,4,0.0,2,1,0,61240.87,0,-79271.94843813563,32792.11724893461
7501,761,1,34,2,0.0,2,1,0,61251.25,0,-79271.14156546372,32781.76885348155
7502,723,1,35,0,0.0,2,0,1,61290.99,0,-79268.05569817686,32742.14875399472
7503,697,1,42,10,0.0,2,1,0,61312.15,0,-79266.41262501515,32721.052584187368
7504,589,0,37,5,0.0,1,1,0,61324.87,0,-79265.42583069207,32708.370647429114
7505,725,1,31,6,0.0,1,0,0,61326.43,0,-79265.30341447482,32706.8157843998
7506,796,0,24,8,0.0,2,1,0,61349.37,0,-79263.52124621756,32683.945280708922
7507,544,0,40,8,0.0,2,1,0,61581.2,0,-79245.51956610612,32452.81465570316
7508,679,1,28,9,0.0,2,0,1,61761.77,0,-79231.49520406211,32272.79041207456
7509,785,0,36,2,0.0,1,0,1,61811.1,0,-79227.6631650341,32223.609752827433
7510,535,1,49,3,0.0,1,0,0,61820.41,1,-79226.94246579414,32214.327089639566
7511,588,0,46,8,0.0,1,1,0,61931.21,0,-79218.33720946425,32103.86188262076
7512,701,0,51,9,0.0,2,0,0,61961.57,0,-79215.97834496843,32073.593944298944
7513,635,1,41,10,0.0,2,1,1,61994.2,0,-79213.44496256018,32041.062261333573
7514,634,0,34,1,0.0,2,1,0,61995.57,0,-79213.33860489927,32039.69638744592
7515,614,1,37,9,0.0,2,1,1,62023.1,0,-79211.20079573682,32012.249469049915
7516,523,0,34,7,0.0,2,1,0,62030.06,0,-79210.66115839478,32005.310192607685
7517,556,1,40,8,0.0,2,1,0,62112.7,0,-79204.24296379523,31922.91989183582
7518,610,0,40,0,0.0,2,1,0,62232.6,0,-79194.93096669528,31803.382182096248
7519,468,1,56,10,0.0,3,0,1,62256.87,1,-79193.04743409182,31779.185047722323
7520,568,1,44,7,0.0,2,0,0,62370.67,1,-79184.20878315387,31665.729039958263
7521,573,0,44,8,0.0,2,0,0,62424.46,0,-79180.03138532216,31612.101508311924
7522,777,1,58,4,0.0,1,1,1,62449.07,1,-79178.11815124987,31587.566515290273
7523,663,0,35,5,0.0,2,1,1,62634.94,0,-79163.68461385979,31402.25745944135
7524,713,1,59,3,0.0,2,1,1,62700.08,0,-79158.62522860631,31337.31439377878
7525,714,1,40,0,0.0,2,1,0,62762.12,0,-79153.80725625147,31275.461733750148
7526,624,0,46,3,0.0,2,1,1,62825.03,0,-79148.92247252715,31212.74145032855
7527,708,1,34,4,0.0,1,1,1,62868.33,0,-79145.55903250593,31169.572470459356
7528,590,0,40,8,0.0,2,1,0,62933.03,0,-79140.53550640363,31105.067502140562
7529,474,1,30,9,0.0,2,0,0,63158.22,0,-79123.04831818881,30880.557214139022
7530,565,0,34,6,0.0,1,1,1,63173.64,0,-79121.84990614885,30865.18408562009
7531,606,0,33,8,0.0,2,1,1,63176.77,0,-79121.60644748453,30862.06366721816
7532,611,0,38,7,0.0,1,1,1,63202.0,0,-79119.64700206714,30836.90989066011
7533,761,0,27,8,0.0,2,1,0,63297.7,0,-79112.21353110668,30741.499378289784
7534,705,1,49,7,0.0,1,1,0,63405.2,1,-79103.86546764668,30634.323901353546
7535,607,1,27,2,0.0,2,1,0,63495.86,0,-79096.82581426657,30543.937354872432
7536,551,0,52,1,0.0,1,0,0,63584.55,1,-79089.93852816577,30455.515074668347
7537,679,0,29,3,0.0,2,1,1,63687.06,0,-79081.97645689435,30353.315037603017
7538,554,1,48,7,0.0,2,1,1,63708.07,0,-79080.34591607867,30332.36812048253
7539,571,0,41,8,0.0,1,1,1,63736.17,0,-79078.16352799533,30304.353028457197
7540,610,1,31,5,0.0,2,0,0,63736.36,0,-79078.14844893035,30304.163710718785
7541,672,0,43,5,0.0,1,0,0,63833.09,0,-79070.63571219558,30207.72606812813
7542,718,0,39,6,0.0,2,0,1,63889.1,0,-79066.28553892815,30151.885365409184
7543,776,0,30,6,0.0,2,0,1,63908.86,0,-79064.75045978182,30132.185213624212
7544,580,0,31,2,0.0,2,0,1,64014.24,0,-79056.56846843586,30027.122848886997
7545,602,0,33,5,0.0,2,0,1,64038.34,0,-79054.69663636408,30003.09570675304
7546,711,0,28,8,0.0,2,1,1,64286.39,0,-79035.43196838898,29755.795189304674
7547,850,0,66,4,0.0,2,0,1,64350.8,0,-79030.42836166694,29691.580230031952
7548,438,1,36,4,0.0,2,1,0,64420.5,0,-79025.01949486378,29622.0893576636
7549,678,0,29,6,0.0,2,1,0,64443.75,0,-79023.21164039276,29598.91033313452
7550,672,0,43,5,0.0,2,1,1,64515.5,0,-79017.63950015548,29527.377032988035
7551,587,0,55,9,0.0,1,1,0,64593.07,0,-79011.6161374996,29450.041050860837
7552,774,1,26,5,0.0,2,1,1,64716.08,0,-79002.06149090009,29327.403107847564
7553,724,1,29,6,0.0,2,0,1,64729.51,0,-79001.01897446884,29314.013512355825
7554,780,0,34,1,0.0,1,1,1,64804.04,0,-78995.23038510421,29239.708793733796
7555,630,0,33,9,0.0,2,1,0,64804.59,0,-78995.18911132422,29239.159967434793
7556,536,0,35,8,0.0,2,1,0,64833.28,0,-78992.96192008836,29210.556317028688
7557,741,0,32,5,0.0,1,1,1,64839.23,0,-78992.49789925653,29204.624941539594
7558,626,0,62,3,0.0,1,1,1,65010.74,0,-78979.17932262906,29033.632607632695
7559,696,1,36,3,0.0,3,1,0,65039.9,0,-78976.91420649171,29004.560852911494
7560,738,0,49,3,0.0,3,1,1,65066.48,1,-78974.84953275895,28978.061285596246
7561,682,1,48,7,0.0,2,1,0,65069.03,0,-78974.65203659526,28975.518803858522
7562,662,0,32,9,0.0,2,0,0,65089.38,0,-78973.07191369067,28955.230170425588
7563,767,0,36,3,0.0,1,0,0,65147.27,0,-78968.57513063162,28897.515352751932
7564,746,1,34,4,0.0,1,0,1,65166.6,0,-78967.07416552938,28878.24366046921
7565,593,1,41,6,0.0,1,1,0,65170.66,0,-78966.76028923134,28874.19544228185
7566,754,0,34,7,0.0,2,1,1,65219.85,0,-78962.93867898491,28825.154506351744
7567,684,0,34,9,0.0,2,1,1,65257.57,0,-78960.00999707144,28787.548199929293
7568,641,0,41,6,0.0,2,1,0,65396.79,0,-78949.19849496405,28648.7485374626
7569,547,1,49,2,0.0,1,0,0,65466.93,1,-78943.7522481313,28578.820083380444
7570,817,0,44,8,0.0,1,0,0,65501.91,1,-78941.03314479563,28543.946582984103
7571,439,1,66,9,0.0,1,1,0,65535.56,0,-78938.42337026537,28510.397034645954
7572,620,1,42,1,0.0,2,0,1,65565.92,0,-78936.06398869336,28480.12926808205
7573,673,0,41,5,0.0,1,1,1,65657.29,0,-78928.96765998038,28389.03538431214
7574,633,0,35,10,0.0,2,1,0,65675.47,0,-78927.55620847255,28370.91014861953
7575,680,1,58,8,0.0,2,1,1,65708.5,0,-78924.99053108647,28337.980095381685
7576,732,1,43,6,0.0,2,1,0,65731.53,0,-78923.20158637982,28315.01979046665
7577,701,1,35,2,0.0,2,1,1,65765.22,0,-78920.58553863043,28281.431426922405
7578,624,0,80,3,0.0,1,1,1,65801.44,0,-78917.77320108059,28245.320647334334
