,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,pca0,pca1
1878,644,0,37,2,186347.97,2,1,0,92809.73,0,108964.87604850842,15790.45194010585
1879,737,0,43,0,80090.93,1,1,0,39920.0,1,-1078.6893886389519,60268.487187072
1880,521,1,39,3,146408.68,1,0,0,72993.67,0,67607.2840250021,32444.96437137413
1881,618,0,42,8,153572.31,2,1,1,76679.6,0,75035.530579531,29326.496840351432
1882,756,0,28,8,179960.2,1,1,0,89938.08,0,102373.38554169073,18157.352933201666
1883,497,0,24,6,111769.14,2,1,0,55859.27,0,31741.69565326922,46837.4966050774
1884,717,1,36,2,164557.95,1,0,1,82336.73,0,86427.32829280102,24539.60130195296
1885,698,1,64,1,169362.43,1,1,0,84760.32,1,91405.51500491258,22496.448548793906
1886,517,0,53,0,109172.88,1,1,0,54676.1,1,29061.391597980393,47815.46687930423
1887,622,0,33,3,96926.12,2,1,0,48553.77,0,16376.156843924964,52968.219015817565
1888,626,0,34,7,113014.7,2,1,1,56646.28,0,33044.6146671839,46149.59456077194
1889,578,0,46,5,113226.47,1,1,0,56770.76,0,33265.41186096312,46041.936511422704
1890,740,0,36,4,172381.8,1,1,1,86480.29,0,94549.33990147474,21016.15856198325
1891,603,0,51,8,186825.57,1,1,0,93739.71,1,109513.25590446676,14900.371082748743
1892,608,1,40,8,121729.42,1,0,0,61164.45,0,42083.897728399344,42321.8583663625
1893,769,0,34,7,115101.5,1,0,0,57841.89,1,35217.96514861576,45119.657580615574
1894,702,1,36,2,105264.88,2,1,1,52909.87,0,25028.029852406115,49272.86646572853
1895,756,0,31,10,122647.32,1,0,0,61666.87,0,43038.04504382191,41892.24065361974
1896,635,1,47,2,125724.95,2,1,0,63236.97,0,46228.31368462423,40565.89209142072
1897,775,1,30,10,191091.74,2,1,1,96170.38,0,113955.3098006602,12808.354882782302
1898,470,0,30,3,101140.76,1,1,1,50906.65,0,20760.79217431108,50949.75503408974
1899,611,1,61,3,131583.59,4,0,1,66238.23,1,52302.338647445504,38028.68039171715
1900,532,0,44,3,148595.55,1,1,0,74838.64,1,69930.83058584557,30775.399599460656
1901,801,1,32,4,75170.54,1,1,1,37898.5,0,-6141.209072862271,61901.762862241405
1902,556,0,33,3,124213.36,2,1,0,62627.55,0,44673.960277043465,41056.08064398441
1903,710,1,36,4,116085.06,1,1,0,58601.61,0,36257.55425897091,44438.61548347556
1904,616,1,45,4,122793.96,1,1,1,62002.04,0,43210.27033506097,41569.47060447762
1905,555,0,55,4,146798.81,1,1,1,74149.77,0,68086.01933719579,31322.65371875012
1906,620,0,39,9,159492.79,1,1,0,80582.34,1,81241.21822749494,25895.330297389788
1907,836,1,32,4,109196.67,2,1,0,55218.02,0,29127.198391171165,47277.03207225458
1908,586,1,43,8,132558.26,1,1,0,67046.83,1,53336.86088139205,37298.21558956482
1909,579,1,59,3,148021.12,1,1,1,74878.22,0,69361.20975138806,30691.328865245814
1910,806,0,30,8,168078.83,1,1,0,85028.36,1,90146.60859287121,22129.533493503477
1911,630,1,40,0,118633.08,1,0,1,60032.46,1,38908.99851858884,43209.96676781434
1912,622,0,59,5,119380.37,1,1,1,60429.43,0,39684.860454571826,42872.230493228126
1913,486,0,37,1,101438.0,1,0,0,51364.56,0,21092.696119126642,50516.311814143475
1914,443,1,54,3,138547.97,1,1,1,70196.23,1,59553.06346512092,34623.489852842235
1915,734,0,33,5,121898.58,1,1,0,61829.89,0,42304.22633049253,41671.56550235972
1916,535,1,30,5,122924.75,1,0,0,62390.59,1,43370.839430143875,41192.250988255844
1917,738,0,31,9,82674.15,1,1,0,41970.72,0,1655.9885857753525,58424.57442924364
1918,833,0,29,1,96462.25,2,0,1,48986.18,0,15947.270903087223,52501.09130328974
1919,646,0,39,6,121681.91,2,0,1,61793.47,0,42085.38149770655,41691.04856346123
1920,608,0,28,4,96679.71,1,1,1,49133.45,0,16175.509044137461,52371.15337713903
1921,662,0,37,5,94901.09,1,1,1,48233.75,0,14332.390220977555,53130.008064865506
1922,724,0,34,2,154485.74,2,0,0,78560.64,0,76092.28514749755,27522.075463908197
1923,592,1,66,5,149950.19,1,1,1,76267.59,0,71392.35286170933,29455.96728808975
1924,476,0,30,3,134366.42,1,1,0,68343.53,0,55240.261107875805,36145.85379489578
1925,602,0,49,0,191808.73,1,0,0,97640.2,0,114784.27961904302,11398.6551195762
1926,598,0,59,8,118210.42,2,0,0,60192.14,1,38500.01559084425,43017.945015044344
1927,824,0,49,8,133231.48,1,1,1,67885.37,0,54073.17129277146,36514.49137813427
1928,682,0,36,5,72373.62,2,1,0,36895.99,0,-9007.538435766332,62684.03492843416
1929,632,0,48,6,126066.26,1,1,0,64345.61,1,46654.690258339644,39487.106578067614
1930,571,1,42,4,108825.34,3,1,0,55558.51,1,28783.429957607827,46908.731935407355
1931,709,1,34,2,111669.68,1,1,0,57029.66,0,31733.43102821516,45662.91793143829
1932,572,0,26,4,118287.01,2,0,0,60427.3,0,38594.63649294923,42789.44309683551
1933,850,0,49,6,128663.9,1,1,0,65769.3,1,49355.051430467174,38269.45069573046
1934,520,0,32,5,110029.77,1,1,0,56246.69,0,30037.66621342554,46316.166628762134
1935,641,1,40,4,101090.27,1,1,1,51703.09,0,20772.30816142122,50151.79987803751
1936,667,1,38,6,144432.04,1,1,1,73963.17,1,65711.9068450836,31324.886251279167
1937,667,0,43,8,190227.46,1,1,0,97508.04,1,113197.52224812083,11407.614156506625
1938,638,1,41,9,144326.09,1,1,0,73979.85,1,65607.57193900035,31300.028421212555
1939,541,0,40,7,95710.11,2,1,0,49063.42,0,15203.3982175238,52365.67218413558
1940,756,0,32,0,109528.16,2,1,1,56176.31,0,29532.107648573994,46347.37961217749
1941,583,0,39,8,102945.01,1,0,0,52861.89,0,22711.4388918376,49140.53921171904
1942,721,0,43,3,88798.34,1,0,0,45610.63,0,8044.359416953089,55271.26426868708
1943,600,0,28,2,116623.31,1,0,1,59905.29,0,36895.42186728595,43180.67309263111
1944,714,1,26,9,89928.99,1,1,0,46203.31,0,9217.622310532432,54768.18088349195
1945,614,0,32,7,99462.8,2,1,1,51117.06,0,19104.24172129225,50609.66996351358
1946,640,0,37,5,158024.38,1,1,0,81298.09,0,79832.8286071116,25067.704747958152
1947,682,1,64,10,128306.7,1,0,1,66040.83,0,49020.01580877073,37970.99995073192
1948,712,0,33,3,153819.58,1,1,0,79176.09,1,75475.93299611425,26856.749927052606
1949,710,0,21,4,109130.96,2,1,1,56191.99,0,29137.324466648857,46300.900099016995
1950,765,0,45,2,91549.78,1,1,1,47139.44,0,10906.218100714548,53960.749471187744
1951,738,0,62,10,83008.31,1,1,1,42766.03,0,2050.9035947657644,57657.617410690735
1952,789,1,43,9,116644.29,2,1,1,60176.1,0,36937.371572518234,42912.31091741954
1953,715,0,37,9,165252.52,1,1,0,85286.3,0,87348.86529084068,21652.879936416935
1954,495,0,47,10,137682.68,1,1,0,71071.47,0,58758.358673924755,33683.69459671528
1955,674,0,46,2,174701.05,1,1,0,90189.72,1,97149.66060822165,17498.04513902079
1956,514,1,46,3,106511.85,1,1,0,55072.32,0,26439.168776942013,47213.786908971684
1957,799,0,70,8,70416.75,1,1,1,36483.52,0,-10990.529740126824,62943.288396877164
1958,695,0,28,5,171069.39,2,1,1,88689.4,0,93412.4533843122,18711.79794629382
1959,562,0,41,5,165445.04,2,1,0,85787.31,0,87579.7110410052,21168.33374253167
1960,727,1,52,1,154733.97,1,1,0,80259.67,1,76471.7128808251,25847.45442710653
1961,690,1,26,3,118097.87,1,1,0,61257.83,0,38470.56811562572,41946.73309996501
1962,711,1,45,1,97486.15,2,1,0,50610.62,0,17094.232123867278,50961.073410853925
1963,559,1,36,1,104356.94,2,0,1,54184.06,0,24221.784656952652,47932.01326413523
1964,496,0,32,4,127845.83,1,1,0,66469.2,0,48593.80315285242,37508.131696320175
1965,769,1,34,7,137239.17,1,1,1,71379.92,1,58340.14502234321,33341.73386136208
1966,639,1,60,5,162039.78,1,1,1,84361.72,1,84074.02433378166,22325.164798757003
1967,620,1,25,8,141825.88,1,1,1,73857.94,1,63105.44507035816,31227.40291151144
1968,772,0,26,7,152400.51,2,1,0,79414.0,0,74079.62548039728,26509.35311851422
1969,717,1,42,5,190305.78,1,1,0,99347.8,1,113418.48263213142,9579.49298642639
1970,529,0,42,1,157498.9,1,1,1,82276.62,0,79384.92759715155,24051.320714668072
1971,753,0,30,1,110824.52,1,1,1,57896.27,0,30958.125175562822,44733.28989818149
1972,573,0,31,0,134644.19,1,1,1,70381.49,0,55675.461870044004,34135.62072997898
1973,850,0,41,8,60880.68,1,1,0,31825.84,0,-20859.51640876436,66846.3269715049
1974,681,0,48,5,139714.4,2,0,0,73066.72,0,60938.89625469088,31852.25523916892
1975,643,0,36,7,161064.64,2,0,1,84294.82,0,83096.63382381941,22316.132985936976
1976,708,1,44,2,161887.81,2,1,0,84870.23,0,83962.00495918767,21806.38871129344
1977,562,1,51,1,124662.54,1,1,1,65390.46,1,45336.35246238691,38336.398522284006
1978,691,1,40,0,115465.98,1,1,1,60622.61,0,35797.295412867694,42375.6411250696
1979,434,0,41,4,108128.52,1,0,1,56784.11,0,28183.893692121652,45632.71766180622
1980,485,0,34,3,133658.24,1,1,0,70209.83,0,54679.1575598759,34230.192771603055
1981,619,0,57,3,137946.39,1,1,1,72467.99,1,59129.72773129904,32311.872500628037
1982,640,0,43,7,132412.38,1,0,0,69584.3,1,53388.48283866847,34757.08015073666
1983,850,0,40,6,124788.18,1,1,0,65612.12,0,45478.82989859378,38125.166116183835
1984,719,0,32,9,146605.27,1,1,1,77119.45,0,68123.69176004465,28346.912626129757
1985,710,0,47,5,158623.14,1,0,0,83499.89,1,80600.77359830996,22919.054631310708
1986,754,0,39,6,170184.99,2,1,0,89593.26,0,92600.91910191615,17741.98509295311
1987,668,1,35,6,102482.76,1,1,1,53994.64,0,22338.55552432749,47975.31202050625
1988,410,0,33,6,125789.69,1,0,0,66333.56,1,46533.338290525484,37483.68117189995
1989,642,0,30,8,117494.27,1,0,0,61977.82,0,37924.70531563853,41182.04161107947
1990,501,0,44,4,142051.07,2,0,1,74940.5,0,63414.02593565416,30165.600372441426
1991,637,0,51,1,104682.83,1,1,0,55266.96,1,24630.78966127902,46877.69277600521
1992,613,0,47,6,146034.74,1,1,1,77146.14,0,67556.95665117048,28275.99534800942
1993,724,1,69,5,117866.92,1,1,1,62280.91,0,38319.76891085459,40908.807452191635
1994,572,0,23,2,126873.52,1,0,1,67040.12,0,47668.768195622295,36863.42621950459
1995,584,1,37,10,134171.8,4,1,1,70927.11,1,55246.87172012618,33554.96262839936
1996,601,1,48,8,120782.7,1,1,0,63940.68,1,41355.6399716575,39480.490297877725
1997,738,0,43,9,121152.05,2,1,0,64166.7,1,41741.4285625402,39283.83719612197
1998,595,0,32,8,131081.66,2,1,1,69428.79,0,52049.704334198854,34808.77611503115
1999,583,0,59,7,127450.14,1,0,1,67552.71,0,48283.45492979377,36397.164926732075
2000,478,0,48,0,83287.05,2,0,1,44147.95,1,2436.1196505433113,56301.517182143325
2001,432,0,38,2,135559.8,2,1,1,71856.3,0,56702.8395923294,32736.371016211022
2002,771,1,38,5,137657.71,2,1,0,72985.61,0,58882.119497577354,31773.397235900997
2003,702,0,43,6,116121.67,1,1,0,61602.42,0,36527.097671076845,41449.71144379941
2004,608,0,66,8,123935.35,1,1,1,65758.19,0,44639.917220923315,37913.305438059535
2005,652,0,35,7,104015.54,2,1,1,55207.88,0,23960.926848682433,46884.772373956344
2006,604,1,39,7,98544.11,1,1,1,52327.57,0,18282.334880219427,49331.470030382705
2007,808,0,47,8,139196.0,1,0,1,74028.36,0,60496.74441497271,30853.26078231337
2008,698,0,57,6,136325.48,2,1,1,72549.27,1,57520.02606861574,32104.95775354096
2009,484,1,50,2,90408.16,2,0,0,48170.57,0,9848.121224799004,52844.074086170294
2010,684,0,27,2,134603.88,1,1,1,71725.73,0,55739.668827841575,32792.31036483854
2011,547,0,25,4,98141.57,2,1,1,52309.8,0,17879.6299686998,49317.92474979149
2012,629,0,40,2,121647.54,2,1,1,64849.74,1,42288.46621295756,38641.33965004271
2013,480,0,40,6,148790.61,1,0,1,79329.7,0,70474.07835809204,26313.051429682477
2014,600,1,50,6,94684.27,1,1,1,50488.91,0,14291.361081228213,50864.820436334376
2015,850,0,38,5,146756.68,1,1,0,78268.61,0,68363.8899536937,27212.9822254648
2016,649,0,39,3,113096.41,1,1,1,60335.24,0,33412.56414886016,42478.1214035601
2017,607,0,47,4,148826.32,1,1,1,79450.61,0,70519.07166737042,26195.28026611457
2018,519,0,38,1,114141.64,1,1,1,60988.21,1,34505.34607460567,41908.295989368016
2019,650,0,33,0,98064.97,1,1,0,52411.99,0,17811.198446618415,49210.09493878589
2020,780,0,76,10,121313.88,1,0,1,64872.33,0,41957.5698590754,38592.906259182186
2021,637,0,30,6,122641.56,2,1,0,65618.01,0,43339.14830736365,37952.58589346694
2022,570,0,32,9,117337.54,2,0,1,62810.91,0,37833.14606080272,40339.29571031158
2023,647,1,33,3,168560.46,2,0,0,90270.16,0,91033.862651168,16940.96745883309
2024,693,0,28,1,145118.83,1,0,1,77742.38,0,66690.11771264744,27610.426382464044
2025,512,0,33,3,176666.62,1,1,0,94670.77,0,99457.29274654732,13183.17483647121
2026,535,1,53,5,141616.55,2,1,1,75888.65,0,63054.45228870527,29186.56904539956
2027,504,0,56,9,104217.3,1,0,0,55857.48,1,24212.52437772232,46252.80256635023
2028,660,1,37,2,133200.09,1,0,0,71433.88,0,54317.45309086543,32974.260026049014
2029,549,0,34,6,204017.4,2,1,0,109538.35,0,127880.09206534988,484.5687125210107
2030,634,1,29,8,130036.21,2,0,1,69849.55,0,51040.08846215614,34308.096946852835
2031,685,1,50,6,94238.75,2,1,1,50664.07,1,13860.79040629892,50655.590465013884
2032,566,1,35,1,123042.0,1,1,0,66245.44,1,43787.10472896599,37358.1489149707
2033,445,1,34,7,131082.17,2,1,1,70618.0,0,52142.56586799271,33623.196809731824
2034,644,1,26,4,153455.72,2,1,1,82696.84,0,75386.59397337337,23318.37530578482
2035,678,0,28,2,109137.12,1,1,1,58814.41,0,29347.123709588348,43686.87844004189
2036,706,1,44,4,129605.99,1,0,0,69865.49,0,50612.40644787291,34258.79430151412
2037,567,0,54,9,96402.96,1,0,0,52035.29,1,16124.952569823457,49456.58470667092
2038,755,0,38,9,148912.44,1,1,0,80416.16,0,70679.9179112307,25239.334918528915
2039,670,0,33,2,141204.65,2,1,0,76257.46,0,62672.43939499786,28786.884990814087
2040,586,1,56,9,100781.75,2,1,1,54448.41,0,20677.92205142671,47390.8111645547
2041,653,0,41,8,102768.42,1,1,0,55663.85,0,22752.984149987184,46333.32767079999
2042,719,1,47,9,116393.59,1,1,0,63051.32,1,36910.718731771965,40026.304775037584
2043,608,0,42,8,131390.75,2,1,0,71178.09,0,52493.71230364558,33088.76332754684
2044,594,1,23,4,104753.84,2,1,0,56756.52,1,24817.264442969346,45398.14591121496
2045,428,1,62,1,107735.93,1,0,1,58381.77,0,27916.564277398593,44009.3941313425
2046,634,0,43,3,212696.32,1,1,0,115268.86,0,136977.83501996097,-4554.625964110974
2047,773,0,25,2,135903.33,1,1,0,73656.38,0,57185.130160081564,30968.407227346728
2048,595,1,41,9,150463.11,2,0,1,81548.38,0,72313.83180582183,24230.959468554127
2049,614,1,35,6,128100.28,1,0,0,69454.24,1,49079.30513770033,34551.86796216324
2050,470,0,39,5,117469.91,2,0,0,63705.9,0,38034.620626659846,39457.28829048212
2051,650,0,61,1,152968.73,1,0,1,82970.69,0,74922.34226292677,23007.532624806994
2052,674,1,38,10,83727.68,1,1,0,45418.12,0,2974.0625831857037,55069.40335508158
2053,625,0,37,1,177069.24,2,1,1,96088.54,0,99968.8024220487,11800.954672086802
2054,667,1,33,4,127076.68,2,1,0,69011.66,0,48024.426104823164,34913.618323795716
2055,589,0,55,7,119961.48,1,1,0,65156.83,1,40631.346742141366,38204.236948582446
2056,542,0,33,8,142871.27,2,0,0,77737.86,0,64448.99318482156,27440.385904244155
2057,528,0,29,3,102787.42,1,1,0,55972.56,0,22795.900058372765,46027.02514133454
2058,787,1,42,10,145988.65,2,1,1,79510.37,0,67694.6144600411,25915.326804759326
2059,470,0,30,4,125385.01,1,1,0,68293.93,0,46282.124098191,35497.804327629485
2060,439,1,32,3,138901.61,1,1,0,75685.97,0,60331.970541550836,29177.79332965875
2061,660,1,23,6,166070.48,2,0,0,90494.72,0,88568.84219692057,16523.712906410175
2062,658,0,36,8,174060.46,1,1,1,94925.62,0,96878.79682863172,12726.699630501855
2063,806,1,37,2,137794.18,2,0,1,75232.02,0,59192.634709155325,29544.370103230176
2064,714,0,28,6,122724.37,1,1,1,67057.27,0,43533.482405201925,36524.10394164357
2065,621,0,40,10,163823.37,1,0,0,89519.47,0,86252.78018539639,17321.506029981767
2066,734,1,52,6,71283.09,2,0,1,38984.37,0,-9932.589957935237,60517.27132997623
2067,405,0,31,5,133299.67,2,1,1,72950.14,0,54534.48320396506,31470.311913600573
2068,714,0,26,3,119545.48,2,1,0,65482.94,0,40241.929992756406,37846.805479276896
2069,500,0,30,2,125495.64,2,1,1,68807.47,0,46432.30197310685,34994.40694776596
2070,730,0,62,5,112181.08,1,0,1,61513.87,0,32591.532284380017,41231.96644644483
2071,678,0,26,5,111128.04,1,1,0,60941.27,1,31497.203608126372,41721.05741266138
2072,718,0,35,3,97560.16,1,1,1,53511.74,0,17393.320687038722,48074.46281159628
2073,680,0,36,3,116275.12,1,1,1,63795.8,0,36850.422700752184,39274.872633495164
2074,594,0,40,0,152092.44,2,1,1,83508.93,0,74090.49805635172,22402.864953680124
2075,726,1,34,0,185734.75,1,1,1,102036.82,0,109070.08807125532,6543.606292438917
2076,816,1,38,5,130878.75,3,1,0,71905.77,1,52039.772469659765,32323.519564567272
2077,706,0,34,0,140641.26,2,1,1,77271.91,0,62189.53381814062,27731.74579984941
2078,751,1,37,3,99773.85,2,1,0,54865.92,0,19705.491505536815,46896.28870726998
2079,565,0,38,0,122447.76,1,0,0,67339.34,0,43279.61209578184,36221.40373481275
2080,537,0,28,3,157842.07,1,1,0,86911.49,0,80087.00692248197,19457.099322712293
2081,570,1,30,10,176173.52,1,1,0,97045.32,1,99150.09094477759,10777.50212779662
2082,671,1,48,6,119769.77,1,0,1,66032.65,0,40508.23298616631,37316.174017883626
2083,597,1,33,6,135703.59,2,0,0,74850.84,0,57078.75396638877,29762.042212371158
2084,716,0,27,1,122552.34,2,1,0,67611.36,0,43405.002808082085,35958.32745645882
2085,766,0,32,6,185714.28,1,1,1,102502.5,0,109085.84514397758,6077.743119863461
2086,645,0,49,4,160133.88,1,0,1,88391.97,0,82486.87111829332,18159.07376291972
2087,524,0,28,1,93577.3,1,1,1,51670.82,0,13279.521020015758,49600.51197199556
2088,596,0,20,3,187294.46,1,1,0,103456.47,0,110735.33679275661,5249.3710331893735
2089,799,1,52,4,161209.66,1,1,1,89081.41,0,83612.94577266349,17555.261935070455
2090,627,0,24,5,102773.2,2,1,0,56793.02,1,22845.441150022692,45207.93901232953
2091,612,1,43,4,139496.35,2,1,1,77128.23,0,61036.92249474713,27786.077442552996
2092,692,0,40,6,163505.16,1,0,0,90424.09,0,86005.78502459922,16394.90602006181
2093,719,0,37,10,145382.61,1,1,0,80408.59,0,67160.16021067233,24972.754024527578
2094,620,1,25,1,137712.01,1,1,1,76197.05,0,59185.65563969086,28575.8726466798
2095,850,1,54,4,120952.74,1,1,0,66963.15,0,41759.894975736875,36480.35472367281
2096,507,0,46,6,92783.68,1,1,1,51424.29,0,12469.152161041988,49784.66456954305
2097,720,0,23,0,187861.18,2,1,1,104120.17,0,111351.88960856246,4631.687582573104
2098,689,1,55,1,76296.81,1,1,0,42364.75,1,-4671.490867934096,57536.467735920036
2099,544,0,30,8,145241.63,1,1,1,80676.83,0,67040.43590939848,24694.37501102642
2100,606,1,32,1,106301.85,2,0,1,59061.25,0,26539.585603701693,43220.59557868419
2101,676,1,26,1,108348.66,1,0,0,60231.74,1,28671.11530860543,42212.59684983856
2102,697,0,43,7,115371.94,2,1,0,64139.1,0,35976.63141491973,38862.46821220749
2103,714,1,55,9,180075.22,1,1,1,100127.71,0,103279.38835706422,8007.429321369443
2104,775,0,40,9,126212.64,1,1,0,70196.57,0,47255.01722886882,33665.18559157359
2105,712,0,35,7,124616.23,1,1,1,69320.97,0,45595.428546049225,34414.16316224081
2106,643,1,34,8,117451.47,1,1,0,65374.86,0,38145.849998095495,37791.93725070745
2107,698,1,39,9,161993.89,1,0,0,90212.38,0,84482.63782574264,16488.61085334733
2108,555,0,48,3,142055.41,2,0,1,79134.78,0,63744.0827101856,25984.324858984524
2109,781,0,38,2,117810.79,1,0,1,65632.33,1,38524.081358364994,37563.150220852745
2110,630,0,39,10,105473.74,1,0,0,58854.88,1,25697.950090161878,43362.03106931812
2111,763,1,32,1,108465.65,2,1,0,60552.44,1,28812.658518551434,41901.95118116022
2112,617,1,51,10,167273.71,1,0,0,93439.75,1,89997.15013938097,13681.020471917282
2113,760,0,38,6,162888.73,1,1,0,91098.76,1,85443.61248408748,15674.401640629196
2114,627,0,23,5,184244.86,1,1,0,103099.22,0,107667.20311301613,5368.7091235579455
2115,566,0,36,1,142120.91,1,1,0,79616.37,0,63846.785403549235,25509.276092162658
2116,628,1,30,9,132351.29,2,1,1,74169.13,0,53683.63676597227,30181.35258660273
2117,666,1,44,2,122314.5,1,0,0,68574.88,1,43242.708043912484,34979.246535435945
2118,649,1,41,2,125785.23,1,1,1,70523.92,0,46854.31899354868,33305.63101062858
2119,599,0,35,6,137102.65,1,0,0,76870.81,0,58630.460281593725,27856.82431063013
2120,644,1,40,9,137285.26,4,1,0,77063.63,1,58827.49369130692,27678.768362914896
2121,649,1,50,5,155393.32,1,1,1,87351.42,1,77679.81875520592,18828.327526452125
2122,608,1,38,9,102406.76,1,0,1,57600.66,0,22542.82935317548,44374.28028299086
2123,841,0,74,9,108131.53,1,0,1,60830.38,0,28501.13346323735,41598.903032320995
2124,705,0,38,1,189443.72,1,0,1,106648.58,0,113126.00732893696,2233.8143271184067
2125,654,0,37,6,83568.55,1,1,0,47046.72,0,2941.89066656259,53433.36377523953
2126,582,1,38,9,135979.01,4,1,1,76582.95,1,57487.858345173525,28056.552583621084
2127,617,0,40,5,190008.32,2,1,1,107047.92,0,113719.91422492919,1879.5271501355774
2128,579,1,39,3,166501.17,2,1,0,93835.64,0,89257.68785618305,13226.330225520936
2129,428,1,40,3,129248.11,2,1,0,72876.43,1,50489.43534789754,31229.153730082082
2130,637,0,33,0,132255.99,2,0,1,74588.41,0,53621.18612993998,29755.937870192553
2131,670,1,57,3,175575.95,2,1,0,99061.75,1,98710.9234663983,8720.754865081582
2132,548,0,32,2,98986.28,1,1,1,55867.38,0,18998.07187220498,45836.68960470119
2133,550,0,49,0,108806.96,3,1,0,61446.92,1,29222.401418743968,41036.67823247261
2134,713,0,45,4,131038.14,1,1,0,74005.04,1,52361.7102409831,30242.967596989372
2135,639,0,27,3,150795.81,1,0,1,85208.93,0,72929.80704717709,20607.302521714264
2136,619,0,58,5,152199.33,1,1,1,86022.09,0,74392.23849945409,19905.596244059136
2137,742,1,28,2,191864.51,1,1,0,108457.99,1,115680.00599576307,617.8685304828432
2138,592,1,40,2,200322.45,1,1,1,113244.73,0,124484.1405799173,-3497.5685917981427
2139,557,1,32,3,123502.53,1,1,1,69826.8,0,44524.373521144786,33823.36997483614
2140,583,0,39,1,129299.28,2,1,0,73107.6,0,50558.4050274429,31002.656271071686
2141,726,1,33,7,99046.31,2,1,1,56053.06,0,19072.342245273117,45656.232904662844
2142,562,0,32,6,161628.66,1,1,0,91482.5,0,84217.14753423083,15193.962432133469
2143,593,0,69,2,187013.13,2,0,1,105898.69,0,110644.52035823233,2792.6787318962915
2144,694,0,42,3,156864.2,2,0,0,88890.75,0,79265.80184087675,17407.875719208438
2145,744,0,36,2,153804.44,1,1,1,87213.33,0,76085.01409437334,18842.60774584725
2146,850,1,62,1,124678.35,1,1,0,70916.0,1,45781.23300342134,32828.775110999035
2147,463,1,41,8,123151.51,2,1,0,70127.93,0,44197.79865609053,33495.88879292165
2148,649,1,56,8,156974.26,1,1,0,89405.26,1,79415.48612160394,16903.466783698568
2149,561,0,28,6,123692.0,1,1,1,70548.96,0,44769.3545304159,33118.10530545174
2150,602,0,35,7,90602.42,2,1,1,51695.41,0,10315.535974125629,49344.96620655699
2151,786,1,32,2,104336.43,2,0,0,59559.81,0,24618.821490820774,42570.906620753696
2152,622,1,28,1,143124.63,2,1,0,81723.8,0,65011.13833377375,23486.160233906736
2153,558,0,40,4,161766.87,1,0,0,92378.54,0,84424.52692327855,14311.362029114649
2154,492,0,51,8,117808.74,2,1,1,67311.12,0,38652.41030981022,35889.27026854233
2155,667,0,36,8,139753.35,1,1,0,79871.16,0,61506.16378034411,25071.39031925421
2156,735,0,43,9,127806.91,1,1,1,73069.59,0,49067.591767983045,30924.65395735945
2157,555,1,44,3,105770.7,3,1,0,60533.96,1,26124.41051936602,41711.08389928164
2158,525,0,35,7,165358.77,1,0,1,94738.54,0,88188.8570685799,12237.437706946097
2159,799,0,31,9,154586.92,1,0,1,88604.89,1,76973.20047090072,17516.01828746809
2160,438,0,31,8,78398.69,1,1,0,44937.01,0,-2376.1986477653018,55135.208222389
2161,704,1,33,0,130499.09,2,1,1,74804.36,0,51886.36358680959,29404.198772746113
2162,637,1,33,9,113913.53,1,0,1,65316.5,0,34614.06270600322,37575.36323515487
2163,683,0,30,1,113257.2,1,1,1,65035.02,0,33937.85549263898,37805.02244333951
2164,740,1,57,3,113386.36,2,1,1,65121.63,1,34073.35224282141,37728.70485909162
2165,601,0,39,3,72647.64,1,1,0,41777.9,1,-8355.215812473913,57838.14916014896
2166,629,1,30,2,34013.63,1,1,0,19570.63,0,-48597.170824658926,76978.01883032401
2167,671,1,38,6,132129.72,1,0,1,76068.95,0,53610.277116252546,28270.06322981355
2168,606,0,37,8,154712.58,2,1,0,89099.18,0,77136.86589524281,17032.97929953138
2169,637,0,35,8,147127.81,2,1,1,84760.7,0,69238.07517811487,20769.320567450748
2170,743,0,43,2,161807.18,2,0,1,93228.86,1,84530.75312397286,13466.741193184387
2171,565,1,38,7,145400.69,2,1,1,83844.79,0,67445.04071753209,21548.3353939109
2172,712,1,29,7,147199.07,1,1,1,84932.4,0,69322.45493906809,20603.67343256831
2173,708,0,46,7,68799.72,1,1,1,39704.14,0,-12352.562530696527,59606.81559308861
2174,534,1,34,7,121551.58,2,1,1,70179.0,0,42606.66740744233,33320.72208676745
2175,621,1,55,7,131033.76,1,0,1,75685.59,1,52487.854777952176,28567.15264027215
2176,627,0,29,5,139541.58,2,1,0,80607.33,0,61352.204174934035,24320.997369525267
2177,850,1,45,5,103909.86,1,1,0,60083.11,1,24234.18013119242,42016.0596954566
2178,567,0,35,8,153137.74,1,1,0,88659.07,0,75532.6026282759,17349.45732141701
2179,697,1,34,2,126558.92,1,1,0,73334.43,0,47843.93803014316,30563.694304394223
2180,718,1,25,4,108691.95,1,1,0,63030.97,0,29230.758167248154,39448.481042156716
2181,748,0,36,4,141573.55,1,1,0,82158.14,0,63498.475037139455,22932.67496256697
2182,688,0,41,2,112871.19,2,0,1,65520.74,0,33590.73258386211,37290.79173341953
2183,546,1,74,8,114888.74,2,1,1,66732.63,1,35696.30395439313,36239.245079814486
2184,564,0,31,0,125175.58,1,1,1,72757.33,0,46419.95681320719,31031.620257546234
2185,741,1,36,0,127675.39,2,1,0,74260.16,0,49028.92911185522,29727.465748589344
2186,631,0,46,9,160736.63,1,0,1,93503.02,0,83484.7266353837,13110.269522124125
