,Gender,IsActiveMember,Exited,CreditScore_sign,Age_log,Age_gtmean,Age_gtq3,Age_pow20,Age_sign,Tenure_log,Balance_log,Balance_sqrt,Balance_gtmean,Balance_pow20,EstimatedSalary_sign,Geography_France,Geography_Germany,Geography_Spain,"AgeBins_(17.999, 31.0]","AgeBins_(31.0, 35.0]","AgeBins_(35.0, 40.0]","AgeBins_(40.0, 46.0]","AgeBins_(46.0, 92.0]"
2301,0,1,0,1,3.6888794541139363,1,0,1600.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2302,0,1,0,1,3.332204510175204,0,0,784.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
2303,1,1,1,1,3.912023005428146,1,1,2500.0,1,1.6094379124341003,11.95371473014878,394.19959411445365,1,24147083900.622402,1.0,0,1,0,0,0,0,0,1
2304,1,1,0,1,3.4011973816621555,0,0,900.0,1,1.6094379124341003,11.519737609536962,317.30669706137627,1,10137175226.931599,1.0,0,0,1,1,0,0,0,0
2305,0,1,0,1,3.7612001156935624,1,0,1849.0,1,2.0794415416798357,11.17381394851208,266.90878591758644,0,5075180344.09,1.0,1,0,0,0,0,0,1,0
2306,0,0,0,1,3.332204510175204,0,0,784.0,1,2.0794415416798357,11.512795256493472,316.2071789191384,1,9997396169.5204,1.0,1,0,0,1,0,0,0,0
2307,1,1,0,1,3.8918202981106265,1,1,2401.0,1,0.0,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1
2308,1,1,0,1,3.1780538303479458,0,0,576.0,1,1.9459101490553132,10.602236513784295,200.56096330043889,0,1618026490.0899997,1.0,0,1,0,1,0,0,0,0
2309,1,1,0,1,3.4657359027997265,0,0,1024.0,1,0.0,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0
2310,1,0,0,1,3.6375861597263857,0,0,1444.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2311,0,0,0,1,3.6109179126442243,0,0,1369.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2312,0,0,1,1,3.9512437185814275,1,1,2704.0,1,1.791759469228055,11.847832620347624,373.87305332157865,1,19538744734.7236,1.0,1,0,0,0,0,0,0,1
2313,1,0,1,1,3.8918202981106265,1,1,2401.0,1,2.1972245773362196,11.48342322212917,311.59728817818683,1,9427025404.836899,1.0,0,1,0,0,0,0,0,1
2314,0,1,0,1,3.258096538021482,0,0,676.0,1,1.9459101490553132,11.663447913576896,340.9459487954066,1,13512700084.3396,1.0,0,1,0,1,0,0,0,0
2315,0,1,0,1,3.4339872044851463,0,0,961.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
2316,1,1,0,1,3.5553480614894135,0,0,1225.0,1,1.6094379124341003,11.732708897402528,352.9598985720616,1,15520348320.8761,1.0,0,0,1,0,1,0,0,0
2317,1,1,0,1,3.1354942159291497,0,0,529.0,1,1.6094379124341003,11.560023245485025,323.7629534088173,1,10987746024.002499,1.0,1,0,0,1,0,0,0,0
2318,0,1,0,1,3.6109179126442243,0,0,1369.0,1,2.0794415416798357,11.76485167274256,358.67828203001085,1,16550850803.0121,1.0,0,0,1,0,0,1,0,0
2319,0,0,0,1,3.5553480614894135,0,0,1225.0,1,2.302585092994046,11.552997642447933,322.62763365837094,1,10834434568.188099,1.0,1,0,0,0,1,0,0,0
2320,0,1,0,1,3.8066624897703196,1,1,2025.0,1,2.1972245773362196,11.225104449532985,273.84225386159824,0,5623437108.5764,1.0,1,0,0,0,0,0,1,0
2321,0,0,1,1,3.7612001156935624,1,0,1849.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0
2322,0,1,0,1,3.5553480614894135,0,0,1225.0,1,1.791759469228055,11.819464865122102,368.60751484471933,1,18461064512.25,1.0,1,0,0,0,1,0,0,0
2323,1,0,0,1,3.6109179126442243,0,0,1369.0,1,1.0986122886681098,11.714270342211673,349.7208172242539,1,14958427411.6225,1.0,0,1,0,0,0,1,0,0
2324,1,1,0,1,4.276666119016055,1,1,5184.0,1,1.9459101490553132,11.851550525459455,374.56871198753373,1,19684572634.9584,1.0,0,0,1,0,0,0,0,1
2325,0,0,0,1,3.5553480614894135,0,0,1225.0,1,2.1972245773362196,11.774117889254978,360.3439329307488,1,16860438180.0625,1.0,0,1,0,0,1,0,0,0
2326,1,1,0,1,3.6888794541139363,1,0,1600.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0
2327,0,0,0,1,3.295836866004329,0,0,729.0,1,0.0,12.191171167953668,443.8939062433725,1,38825470947.24,1.0,1,0,0,1,0,0,0,0
2328,0,0,1,1,3.7376696182833684,1,0,1764.0,1,2.1972245773362196,11.659328437244756,340.24441215103,1,13401826954.387598,1.0,0,1,0,0,0,0,1,0
2329,1,0,0,1,3.6888794541139363,1,0,1600.0,1,1.0986122886681098,11.604852108885686,331.10185743967065,1,12018394856.833601,1.0,0,1,0,0,0,1,0,0
2330,0,1,0,1,4.204692619390966,1,1,4489.0,1,0.6931471805599453,11.453215799453591,306.9263755365446,1,8874355934.44,1.0,1,0,0,0,0,0,0,1
2331,1,1,0,1,3.5263605246161616,0,0,1156.0,1,0.0,11.864650427942516,377.0301712064964,1,20207120028.0625,1.0,1,0,0,0,1,0,0,0
2332,0,0,0,1,3.1354942159291497,0,0,529.0,1,1.6094379124341003,12.124020912783218,429.2375333076081,1,33946168436.419594,1.0,0,1,0,1,0,0,0,0
2333,0,0,1,1,4.02535169073515,1,1,3136.0,1,1.9459101490553132,10.837838414046665,225.6351258115633,0,2591951303.6640997,1.0,0,0,1,0,0,0,0,1
2334,0,0,0,1,3.4011973816621555,0,0,900.0,1,2.302585092994046,11.94453182693805,392.39379454828287,1,23707650854.952103,1.0,1,0,0,1,0,0,0,0
2335,0,0,0,1,3.6109179126442243,0,0,1369.0,1,1.0986122886681098,12.036089101460433,410.7745610429156,1,28471749953.347595,1.0,0,1,0,0,0,1,0,0
2336,0,0,0,1,3.6109179126442243,0,0,1369.0,1,1.9459101490553132,11.450826206411282,306.55987995822284,1,8832044922.6816,1.0,0,1,0,0,0,1,0,0
2337,0,1,0,1,3.5553480614894135,0,0,1225.0,1,2.0794415416798357,11.76915936168793,359.45165182538807,1,16694058646.1401,1.0,1,0,0,0,1,0,0,0
2338,0,1,0,1,3.332204510175204,0,0,784.0,1,0.0,11.885308203023188,380.9446547728423,1,21059474820.568897,1.0,0,0,1,1,0,0,0,0
2339,1,1,1,1,3.58351893845611,0,0,1296.0,1,1.9459101490553132,11.763831876690364,358.4954393015342,1,16517128220.240398,1.0,1,0,0,0,0,1,0,0
2340,1,1,0,1,3.4339872044851463,0,0,961.0,1,1.791759469228055,11.93771334670112,391.05830767290956,1,23386544987.56,1.0,0,0,1,1,0,0,0,0
2341,0,1,0,1,3.7376696182833684,1,0,1764.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
2342,0,1,0,1,3.6888794541139363,1,0,1600.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2343,0,1,0,1,3.912023005428146,1,1,2500.0,1,2.0794415416798357,11.983801151363574,400.17444945923273,1,25644688285.3681,1.0,1,0,0,0,0,0,0,1
2344,1,1,0,1,3.6375861597263857,0,0,1444.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2345,1,0,1,1,3.9889840465642745,1,1,2916.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1
2346,1,0,1,1,4.04305126783455,1,1,3249.0,1,1.0986122886681098,11.527472245647125,318.5361988848363,1,10295209133.3961,1.0,0,1,0,0,0,0,0,1
2347,1,1,0,1,3.6888794541139363,1,0,1600.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2348,0,0,0,1,3.258096538021482,0,0,676.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0
2349,1,1,0,1,4.189654742026425,1,1,4356.0,1,2.1972245773362196,11.661670934360638,340.64315639683707,1,13464761745.817598,1.0,1,0,0,0,0,0,0,1
2350,1,1,1,1,3.7612001156935624,1,0,1849.0,1,1.791759469228055,11.483163849163404,311.55688084200614,1,9422136441.9361,1.0,0,1,0,0,0,0,1,0
2351,1,0,0,1,3.5263605246161616,0,0,1156.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0
2352,1,1,0,1,3.713572066704308,1,0,1681.0,1,1.9459101490553132,11.436245480334021,304.33307411452995,1,8578208770.704399,1.0,0,1,0,0,0,0,1,0
2353,1,1,0,1,3.332204510175204,0,0,784.0,1,1.791759469228055,11.569267045292495,325.26281681126727,1,11192772456.81,1.0,1,0,0,1,0,0,0,0
2354,1,0,1,1,4.007333185232471,1,1,3025.0,1,1.0986122886681098,11.992933940909849,402.00598254254874,1,26117407469.6161,1.0,0,1,0,0,0,0,0,1
2355,1,1,0,1,3.58351893845611,0,0,1296.0,1,2.0794415416798357,11.132370214145782,261.4348484804579,0,4671473709.312399,1.0,1,0,0,0,0,1,0,0
2356,1,1,0,1,3.8066624897703196,1,1,2025.0,1,0.0,12.143356409688408,433.4074180260416,1,35284613207.160095,1.0,1,0,0,0,0,0,1,0
2357,1,1,0,1,3.4657359027997265,0,0,1024.0,1,2.1972245773362196,11.738640427371365,354.0082484914723,1,15705563580.9856,1.0,1,0,0,0,1,0,0,0
2358,0,0,1,1,3.6375861597263857,0,0,1444.0,1,0.0,11.753528351194662,356.6533050456704,1,16180241954.4964,1.0,0,1,0,0,0,1,0,0
2359,0,1,0,1,3.4339872044851463,0,0,961.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0
2360,0,1,0,1,3.6888794541139363,1,0,1600.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2361,0,1,1,1,3.9512437185814275,1,1,2704.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1
2362,0,0,0,1,3.4657359027997265,0,0,1024.0,1,0.6931471805599453,11.69900993312471,347.06253038897756,1,14508780665.759998,1.0,1,0,0,0,1,0,0,0
2363,0,1,0,1,3.5553480614894135,0,0,1225.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0
2364,0,1,0,1,3.258096538021482,0,0,676.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
2365,1,1,0,1,3.8066624897703196,1,1,2025.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
2366,0,1,0,1,3.58351893845611,0,0,1296.0,1,1.0986122886681098,11.704309747591411,347.98343351372347,1,14663386290.700901,1.0,1,0,0,0,0,1,0,0
2367,1,1,0,1,4.30406509320417,1,1,5476.0,1,1.0986122886681098,11.590547028654042,328.74208735724727,1,11679418852.2496,1.0,0,1,0,0,0,0,0,1
2368,0,0,0,1,3.58351893845611,0,0,1296.0,1,0.0,11.113755848603303,259.01291473592585,0,4500758149.5361,1.0,1,0,0,0,0,1,0,0
2369,1,1,0,1,3.1354942159291497,0,0,529.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0
2370,0,0,1,1,3.8066624897703196,1,1,2025.0,1,0.6931471805599453,11.666046386206627,341.38920603908963,1,13583107640.6281,1.0,0,1,0,0,0,0,1,0
2371,1,1,0,1,3.6635616461296463,1,0,1521.0,1,1.9459101490553132,11.420677491821662,301.9733431943952,1,8315233106.409999,1.0,0,0,1,0,0,1,0,0
2372,1,1,0,1,3.4965075614664802,0,0,1089.0,1,2.1972245773362196,11.643194930791376,337.51078501286446,1,12976292317.0609,1.0,1,0,0,0,1,0,0,0
2373,0,1,0,1,4.127134385045092,1,1,3844.0,1,1.0986122886681098,11.87357687228855,378.7167015065483,1,20571115005.7956,1.0,0,1,0,0,0,0,0,1
2374,0,0,0,1,3.4011973816621555,0,0,900.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
2375,0,0,1,1,3.713572066704308,1,0,1681.0,1,2.0794415416798357,11.753557752912934,356.65854819420775,1,16181193436.302402,1.0,0,1,0,0,0,0,1,0
2376,1,0,0,1,3.6375861597263857,0,0,1444.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2377,0,0,1,1,3.4011973816621555,0,0,900.0,1,1.791759469228055,11.706400259198082,348.3473553796555,1,14724822592.974401,1.0,0,0,1,1,0,0,0,0
2378,0,1,0,1,3.6109179126442243,0,0,1369.0,1,1.0986122886681098,11.621176728387786,333.8154729787102,1,12417262229.8729,1.0,0,1,0,0,0,1,0,0
2379,0,0,0,1,3.258096538021482,0,0,676.0,1,2.1972245773362196,11.220993039217397,273.279893149862,0,5577386187.609999,1.0,1,0,0,1,0,0,0,0
2380,0,0,0,1,3.713572066704308,1,0,1681.0,1,0.0,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0
2381,0,0,0,1,3.4657359027997265,0,0,1024.0,1,1.791759469228055,11.993056760829365,402.0306704717937,1,26123823733.3956,1.0,0,0,1,0,1,0,0,0
2382,1,0,0,1,3.784189633918261,1,0,1936.0,1,1.9459101490553132,11.97864894744226,399.14488597500537,1,25381791780.889603,1.0,1,0,0,0,0,0,1,0
2383,1,1,0,1,3.912023005428146,1,1,2500.0,1,2.302585092994046,11.760090262095146,357.82539037916246,1,16393988081.780098,1.0,0,0,1,0,0,0,0,1
2384,1,0,0,1,3.8066624897703196,1,1,2025.0,1,0.0,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0
2385,0,1,0,1,4.060443010546419,1,1,3364.0,1,1.6094379124341003,11.499517782358302,314.11491527783267,1,9735409744.512398,1.0,1,0,0,0,0,0,0,1
2386,1,0,0,1,3.7612001156935624,1,0,1849.0,1,1.6094379124341003,11.940241232443393,391.552895532647,1,23505081408.868904,1.0,1,0,0,0,0,0,1,0
2387,1,1,1,1,3.9512437185814275,1,1,2704.0,1,2.1972245773362196,11.62602171255139,334.6251186028927,1,12538169957.5609,1.0,0,1,0,0,0,0,0,1
2388,0,0,0,1,3.258096538021482,0,0,676.0,1,1.3862943611198906,11.9175879844236,387.14294517658465,1,22463912481.715603,1.0,1,0,0,1,0,0,0,0
2389,0,1,0,1,4.143134726391533,1,1,3969.0,1,0.0,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1
2390,1,1,0,1,3.258096538021482,0,0,676.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0
2391,0,1,0,1,3.332204510175204,0,0,784.0,1,1.0986122886681098,11.737314879873995,353.77369885281183,1,15663981782.988901,1.0,0,1,0,1,0,0,0,0
2392,0,0,0,1,3.1780538303479458,0,0,576.0,1,1.3862943611198906,11.469409741450848,309.42163789883864,1,9166482693.0625,1.0,1,0,0,1,0,0,0,0
2393,0,0,0,1,3.5263605246161616,0,0,1156.0,1,0.0,12.01559150972944,406.58611633945395,1,27328146612.5529,1.0,1,0,0,0,1,0,0,0
2394,1,1,0,1,3.258096538021482,0,0,676.0,1,0.0,11.9284080303914,389.2430731560936,1,22955331613.428905,1.0,1,0,0,1,0,0,0,0
2395,0,1,0,1,3.6109179126442243,0,0,1369.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2396,0,0,0,1,3.6888794541139363,1,0,1600.0,1,1.9459101490553132,11.636989710239632,336.4652433758946,1,12816245982.4996,1.0,1,0,0,0,0,1,0,0
2397,1,0,1,1,4.127134385045092,1,1,3844.0,1,2.0794415416798357,11.8843269393026,380.7577970311311,1,21018185552.25,1.0,1,0,0,0,0,0,0,1
2398,1,1,0,1,4.0943445622221,1,1,3600.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1
2399,0,1,0,1,3.367295829986474,0,0,841.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
2400,1,1,0,1,3.4657359027997265,0,0,1024.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0
2401,0,1,0,1,3.4011973816621555,0,0,900.0,1,1.0986122886681098,11.804431865348935,365.8472632123958,1,17914275227.4084,1.0,1,0,0,1,0,0,0,0
2402,1,0,0,1,3.367295829986474,0,0,841.0,1,2.1972245773362196,11.756427802620994,357.1707294838142,1,16274342181.064898,1.0,0,0,1,1,0,0,0,0
2403,0,1,0,1,4.0943445622221,1,1,3600.0,1,1.9459101490553132,11.711021694792302,349.15321851588305,1,14861553149.5209,1.0,0,0,1,0,0,0,0,1
2404,1,1,0,1,3.4965075614664802,0,0,1089.0,1,2.302585092994046,11.543661535124931,321.12510023353826,1,10634008700.9689,1.0,0,0,1,0,1,0,0,0
2405,0,1,0,1,3.6635616461296463,1,0,1521.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0
2406,0,0,0,1,3.784189633918261,1,0,1936.0,1,1.791759469228055,11.501485679429942,314.4241402946027,1,9773801815.251598,1.0,1,0,0,0,0,0,1,0
2407,0,1,0,1,3.4657359027997265,0,0,1024.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0
2408,0,0,0,1,3.4339872044851463,0,0,961.0,1,0.0,11.663365927588883,340.93197268663437,1,13510484561.8521,1.0,1,0,0,1,0,0,0,0
2409,1,0,0,1,3.4339872044851463,0,0,961.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
2410,0,1,0,1,3.4011973816621555,0,0,900.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
2411,1,1,0,1,3.258096538021482,0,0,676.0,1,2.0794415416798357,11.27583802289713,280.8776067969819,1,6223983954.372899,1.0,1,0,0,1,0,0,0,0
2412,1,1,0,1,3.8066624897703196,1,1,2025.0,1,1.9459101490553132,10.956527693660734,239.43065802022932,0,3286389515.1616,1.0,1,0,0,0,0,0,1,0
2413,0,0,0,1,3.295836866004329,0,0,729.0,1,0.0,11.933498471871973,390.23504455648265,1,23190230869.892105,1.0,1,0,0,1,0,0,0,0
2414,0,1,0,1,3.258096538021482,0,0,676.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
2415,0,1,0,1,3.871201010907891,1,1,2304.0,1,1.6094379124341003,11.374470313371946,295.0766510586698,1,7581224952.252899,1.0,0,0,1,0,0,0,0,1
2416,0,0,1,1,3.6888794541139363,1,0,1600.0,1,1.3862943611198906,11.559658562447028,323.7039233620748,1,10979734856.6929,1.0,0,0,1,0,0,1,0,0
2417,1,0,0,1,3.4339872044851463,0,0,961.0,1,0.6931471805599453,11.386929608740072,296.92061228550637,1,7772511795.422501,1.0,0,0,1,1,0,0,0,0
2418,0,1,0,1,3.4965075614664802,0,0,1089.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0
2419,1,1,0,1,3.6375861597263857,0,0,1444.0,1,1.6094379124341003,12.028977228646069,409.31646680777453,1,28069641547.6009,1.0,1,0,0,0,0,1,0,0
2420,1,1,0,1,3.6635616461296463,1,0,1521.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2421,0,1,0,1,3.58351893845611,0,0,1296.0,1,1.0986122886681098,11.487917865276627,312.29833492991924,1,9512149665.0625,1.0,1,0,0,0,0,1,0,0
2422,1,0,1,1,3.4339872044851463,0,0,961.0,1,2.0794415416798357,12.128534041636781,430.20722913498327,1,34253962324.6276,1.0,0,0,1,1,0,0,0,0
2423,1,0,1,1,3.6888794541139363,1,0,1600.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2424,1,1,0,1,3.4657359027997265,0,0,1024.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0
2425,0,1,0,1,3.6109179126442243,0,0,1369.0,1,1.6094379124341003,11.460590470306558,308.06020515477167,1,9006216883.188099,1.0,0,0,1,0,0,1,0,0
2426,0,0,0,1,3.4011973816621555,0,0,900.0,1,1.9459101490553132,11.259312783441668,278.56638347079854,1,6021640496.592899,1.0,1,0,0,1,0,0,0,0
2427,0,1,0,1,3.367295829986474,0,0,841.0,1,0.0,11.85882144403343,375.93291954815555,1,19972913909.3136,1.0,1,0,0,1,0,0,0,0
2428,1,0,0,1,3.7376696182833684,1,0,1764.0,1,1.791759469228055,11.364052069085893,293.5435572449172,1,7424893203.552402,1.0,1,0,0,0,0,0,1,0
2429,1,1,0,1,3.871201010907891,1,1,2304.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1
2430,1,0,0,1,3.6635616461296463,1,0,1521.0,1,0.0,11.555855923117988,323.089043453968,1,10896547645.440899,1.0,1,0,0,0,0,1,0,0
2431,0,0,0,1,3.6888794541139363,1,0,1600.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2432,0,1,0,1,3.6375861597263857,0,0,1444.0,1,0.0,11.660782725570607,340.49190886128264,1,13440863938.867601,1.0,1,0,0,0,0,1,0,0
2433,0,1,0,1,3.6635616461296463,1,0,1521.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2434,1,0,0,1,3.258096538021482,0,0,676.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0
2435,0,0,0,1,3.295836866004329,0,0,729.0,1,1.791759469228055,11.740482940572251,354.3345311989787,1,15763545764.761602,1.0,0,1,0,1,0,0,0,0
2436,0,0,0,1,3.367295829986474,0,0,841.0,1,1.791759469228055,11.725913947673925,351.76276096255555,1,15310855067.9616,1.0,0,1,0,1,0,0,0,0
2437,0,1,0,1,3.9318256327243257,1,1,2601.0,1,1.791759469228055,11.895508087885144,382.89241308754083,1,21493495163.56,1.0,1,0,0,0,0,0,0,1
2438,0,0,0,1,3.258096538021482,0,0,676.0,1,0.0,11.634525916126668,336.0510080330068,1,12753248140.878399,1.0,0,1,0,1,0,0,0,0
2439,0,1,0,1,3.9889840465642745,1,1,2916.0,1,2.302585092994046,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1
2440,1,1,0,1,3.58351893845611,0,0,1296.0,1,0.6931471805599453,11.611996563644777,332.2867436416927,1,12191357393.670399,1.0,1,0,0,0,0,1,0,0
2441,1,0,1,1,3.7612001156935624,1,0,1849.0,1,2.1972245773362196,11.500928285751455,314.336523490351,1,9762912175.502499,1.0,0,1,0,0,0,0,1,0
2442,0,1,1,1,3.784189633918261,1,0,1936.0,1,1.9459101490553132,11.64573696103139,337.94003906018594,1,13042432560.040901,1.0,0,1,0,0,0,0,1,0
2443,0,1,0,1,3.5263605246161616,0,0,1156.0,1,1.3862943611198906,11.805654032419138,366.07089477312996,1,17958117262.41,1.0,1,0,0,0,1,0,0,0
2444,0,0,0,1,3.1354942159291497,0,0,529.0,1,1.791759469228055,11.43352201959167,303.9189365603927,1,8531610963.5584,1.0,0,1,0,1,0,0,0,0
2445,0,0,1,1,3.6109179126442243,0,0,1369.0,1,1.9459101490553132,11.352128346422504,291.79869773527093,1,7249923056.390399,1.0,1,0,0,0,0,1,0,0
2446,0,0,1,1,3.5553480614894135,0,0,1225.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0
2447,1,1,0,1,3.258096538021482,0,0,676.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0
2448,0,0,1,1,3.828641396489095,1,1,2116.0,1,1.9459101490553132,11.61147058851546,332.1993678500909,1,12178539435.2164,1.0,0,1,0,0,0,0,1,0
2449,0,0,1,1,3.7376696182833684,1,0,1764.0,1,2.1972245773362196,11.935598005702753,390.6449154923177,1,23287812951.902504,1.0,1,0,0,0,0,0,1,0
2450,0,1,0,1,3.828641396489095,1,1,2116.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
2451,0,1,0,1,3.713572066704308,1,0,1681.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
2452,0,1,0,1,3.5263605246161616,0,0,1156.0,1,1.6094379124341003,11.338684809566228,289.84387176547307,1,7057591049.680901,1.0,1,0,0,0,1,0,0,0
2453,0,1,0,1,3.713572066704308,1,0,1681.0,1,1.9459101490553132,11.950552198626786,393.57675236222985,1,23994834075.0756,1.0,0,1,0,0,0,0,1,0
2454,0,0,0,1,3.6635616461296463,1,0,1521.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2455,1,1,0,1,3.58351893845611,0,0,1296.0,1,2.302585092994046,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0
2456,1,0,0,1,3.8501476017100584,1,1,2209.0,1,1.6094379124341003,11.638049754228263,336.64362462402283,1,12843446374.944899,1.0,1,0,0,0,0,0,0,1
2457,1,1,0,1,3.828641396489095,1,1,2116.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0
2458,0,0,0,1,3.295836866004329,0,0,729.0,1,1.9459101490553132,11.914384358908137,386.5233110693325,1,22320440676.072895,1.0,0,0,1,1,0,0,0,0
2459,1,0,0,1,3.713572066704308,1,0,1681.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
2460,0,0,0,1,3.1354942159291497,0,0,529.0,1,2.0794415416798357,11.202507411142813,270.7656551337337,0,5374948461.121599,1.0,0,1,0,1,0,0,0,0
2461,0,0,1,1,3.828641396489095,1,1,2116.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
2462,0,1,0,1,3.5263605246161616,0,0,1156.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0
2463,0,0,0,1,3.4657359027997265,0,0,1024.0,1,2.302585092994046,11.561717819613452,324.03738981790355,1,11025048300.052898,1.0,1,0,0,0,1,0,0,0
2464,1,1,0,1,3.367295829986474,0,0,841.0,1,0.6931471805599453,11.48105825640778,311.2290474875377,1,9382541506.790401,1.0,0,1,0,1,0,0,0,0
2465,0,0,0,1,3.4965075614664802,0,0,1089.0,1,1.0986122886681098,12.082019732709217,420.3172849170017,1,31211094622.2244,1.0,0,0,1,0,1,0,0,0
2466,1,1,0,1,3.4011973816621555,0,0,900.0,1,1.6094379124341003,10.37964843692105,179.437008445861,0,1036688021.5696,1.0,0,1,0,1,0,0,0,0
2467,1,1,1,1,3.7376696182833684,1,0,1764.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0
2468,0,0,1,1,3.6888794541139363,1,0,1600.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0
2469,0,0,0,1,3.6375861597263857,0,0,1444.0,1,1.9459101490553132,11.602273634532137,330.6752636651251,1,11956576145.9769,1.0,1,0,0,0,0,1,0,0
2470,0,1,0,1,3.784189633918261,1,0,1936.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0
2471,0,0,0,1,3.367295829986474,0,0,841.0,1,1.9459101490553132,11.538680927169938,320.3263960400391,1,10528606881.0,1.0,0,1,0,1,0,0,0,0
