,Age,Previously_Insured,Vehicle_Damage,Policy_Sales_Channel,Age30,Age3059,Age1,Age4,AgeResponse,myvariable2,myvariable5,myvariable6,myvariable7,myvariable8,Vehicle_Age_1-2 Year,Vehicle_Age_< 1 Year,Vehicle_Age_> 2 Years,Region_Code_high mid,Region_Code_low,Region_Code_low mid,Region_Code_mid,Region_Code_unknown,Region_Code_very low,pred,prob,real,result,TP,TN,FP,FN
330808,3.713572066704308,0,1,0.2049303496730699,1,True,False,True,0.22111553784860558,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.7592854189755911,0,False,0,0,1,0
324857,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.002310603588179342,0,True,0,1,0,0
232100,3.8066624897703196,1,1,0.2049303496730699,1,True,False,True,0.21357285429141717,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.046464350850491935,0,True,0,1,0,0
176898,3.1354942159291497,0,1,0.02736646630503836,0,False,True,False,0.03440725680325305,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.4044738214509841,0,True,0,1,0,0
359548,3.871201010907891,0,1,0.11884411884411884,1,True,False,True,0.20146137787056367,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.723686655714233,0,False,0,0,1,0
234577,3.784189633918261,1,0,0.2049303496730699,1,True,False,True,0.22980251346499103,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.014071092928886959,0,True,0,1,0,0
190122,3.4339872044851463,0,1,0.02736646630503836,1,True,False,False,0.15244755244755245,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.7078376165031518,1,True,1,0,0,0
33478,3.6375861597263857,0,1,0.2049303496730699,1,True,False,True,0.2369109947643979,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.7670728938190262,0,False,0,0,1,0
312707,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0018688184128021676,0,True,0,1,0,0
131159,4.2626798770413155,0,1,0.2049303496730699,1,False,False,False,0.06048387096774194,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.5842645146494724,0,False,0,0,1,0
88505,4.174387269895637,1,0,0.2049303496730699,1,False,False,False,0.138328530259366,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.009810618430663602,0,True,0,1,0,0
263433,3.7612001156935624,0,1,0.11884411884411884,1,True,False,True,0.2502218278615794,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7830005417847963,0,False,0,0,1,0
374438,3.091042453358316,1,0,0.02736646630503836,0,False,True,False,0.03658094893154654,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0018256853619458197,0,True,0,1,0,0
94070,4.189654742026425,0,1,0.2049303496730699,1,False,False,False,0.082010582010582,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.58424375970668,1,True,1,0,0,0
363434,3.828641396489095,1,0,0.2049303496730699,1,True,False,True,0.23592233009708738,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.010702927456323029,0,True,0,1,0,0
349053,4.007333185232471,0,1,0.2049303496730699,1,True,False,False,0.14912280701754385,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.7165192889422402,1,True,1,0,0,0
71210,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0011690538175605605,0,True,0,1,0,0
54256,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.002033030669533628,0,True,0,1,0,0
254971,3.871201010907891,0,1,0.2049303496730699,1,True,False,True,0.20146137787056367,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7624128248491453,0,False,0,0,1,0
108643,3.044522437723423,0,1,0.02736646630503836,0,False,True,False,0.03551660516605166,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3641150926695415,0,True,0,1,0,0
1588,4.23410650459726,0,1,0.2049303496730699,1,False,False,False,0.08469945355191257,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5726993276793835,0,False,0,0,1,0
218782,3.5263605246161616,1,0,0.2049303496730699,1,True,False,True,0.22063037249283668,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.024969288126929112,0,True,0,1,0,0
250164,2.995732273553991,0,1,0.02736646630503836,0,False,True,False,0.029036004645760744,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.2913258121656373,1,False,0,0,0,1
218107,3.258096538021482,0,1,0.02736646630503836,0,False,True,False,0.044853364002300174,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.45017136158964843,0,True,0,1,0,0
154360,3.1780538303479458,1,0,0.02736646630503836,0,False,True,False,0.036581709145427285,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.002590464246556996,0,True,0,1,0,0
264704,3.4339872044851463,0,1,0.2049303496730699,1,True,False,False,0.15244755244755245,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.7756124956033118,0,False,0,0,1,0
312060,3.1780538303479458,1,0,0.02736646630503836,0,False,True,False,0.036581709145427285,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.001786363571012344,0,True,0,1,0,0
229569,3.1354942159291497,0,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.15838915574652018,0,True,0,1,0,0
132254,3.295836866004329,1,0,0.02736646630503836,0,False,True,False,0.0363232023721275,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.004241631541189457,0,True,0,1,0,0
45960,3.1780538303479458,0,1,0.02736646630503836,0,False,True,False,0.036581709145427285,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.436969690782248,0,True,0,1,0,0
76580,3.6109179126442243,1,0,0.2049303496730699,1,True,False,True,0.20699708454810495,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.015463273134513948,0,True,0,1,0,0
326898,3.871201010907891,0,1,0.2049303496730699,1,True,False,True,0.20146137787056367,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7570696857507039,0,False,0,0,1,0
93434,4.30406509320417,0,1,0.2049303496730699,1,False,False,False,0.08139534883720931,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5668384363207134,0,False,0,0,1,0
177348,3.258096538021482,1,0,0.02736646630503836,0,False,True,False,0.044853364002300174,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0015817271252523003,0,True,0,1,0,0
378100,3.332204510175204,1,0,0.02736646630503836,0,False,False,False,0.07372881355932204,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.004705269845565466,0,True,0,1,0,0
271473,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0014936054835198703,0,True,0,1,0,0
197470,3.367295829986474,1,0,0.02736646630503836,0,False,False,False,0.11088295687885011,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.003562836024841201,0,True,0,1,0,0
129192,3.7612001156935624,0,1,0.2049303496730699,1,True,False,True,0.2502218278615794,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7739329011328163,1,True,1,0,0,0
60615,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0011690538175605605,0,True,0,1,0,0
186203,4.007333185232471,0,1,0.2049303496730699,1,True,False,False,0.14912280701754385,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7219682740151303,0,False,0,0,1,0
248587,3.9889840465642745,0,0,0.11884411884411884,1,True,False,True,0.17804154302670624,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.32561293899374555,0,True,0,1,0,0
161106,3.1354942159291497,1,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0032560384033388672,0,True,0,1,0,0
222083,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0014936054835198703,0,True,0,1,0,0
324040,3.7376696182833684,0,1,0.2049303496730699,1,True,False,True,0.19020172910662825,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7616943558196533,0,False,0,0,1,0
51449,2.995732273553991,0,0,0.02736646630503836,0,False,True,False,0.029036004645760744,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.13440667421004784,0,True,0,1,0,0
283107,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0018688184128021676,0,True,0,1,0,0
88002,3.367295829986474,1,0,0.02736646630503836,0,False,False,False,0.11088295687885011,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.004423670086660834,0,True,0,1,0,0
166077,3.1780538303479458,1,0,0.02736646630503836,0,False,True,False,0.036581709145427285,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0020444551449717826,0,True,0,1,0,0
153445,3.828641396489095,1,0,0.2049303496730699,1,True,False,True,0.23592233009708738,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.010702927456323029,0,True,0,1,0,0
73566,3.091042453358316,1,0,0.02736646630503836,0,False,True,False,0.03658094893154654,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0019201459173087952,0,True,0,1,0,0
50467,4.07753744390572,0,1,0.2049303496730699,1,False,False,False,0.1565040650406504,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.6553873487597583,0,False,0,0,1,0
331724,4.04305126783455,0,1,0.02736646630503836,1,True,False,False,0.13980582524271845,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.6080661870823425,0,False,0,0,1,0
342914,3.091042453358316,1,0,0.02736646630503836,0,False,True,False,0.03658094893154654,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0015394469989249801,0,True,0,1,0,0
22359,3.58351893845611,1,1,0.2049303496730699,1,True,False,True,0.21706586826347304,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.07670830580195749,0,True,0,1,0,0
148280,4.330733340286331,1,0,0.2049303496730699,1,False,False,False,0.0903954802259887,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.008322140659152212,0,True,0,1,0,0
337274,3.912023005428146,1,0,0.2049303496730699,1,True,False,True,0.19757575757575757,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0075397573588728475,0,True,0,1,0,0
67141,3.1780538303479458,1,0,0.02736646630503836,0,False,True,False,0.036581709145427285,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.002590464246556996,0,True,0,1,0,0
16658,3.713572066704308,0,1,0.11884411884411884,1,True,False,True,0.22111553784860558,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7680814300420178,0,False,0,0,1,0
346811,3.1354942159291497,1,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.002967220717325217,0,True,0,1,0,0
145532,3.5553480614894135,1,0,0.2049303496730699,1,True,False,True,0.21850079744816586,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.018008610884105845,0,True,0,1,0,0
31805,3.6635616461296463,0,1,0.2049303496730699,1,True,False,True,0.209919261822376,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7761677263846234,0,False,0,0,1,0
357848,3.4657359027997265,0,1,0.2049303496730699,1,True,False,True,0.1984848484848485,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.7804165852748572,0,False,0,0,1,0
67882,4.276666119016055,1,0,0.11884411884411884,1,False,False,False,0.08914728682170543,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0016266018194846825,0,True,0,1,0,0
279869,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0018688184128021676,0,True,0,1,0,0
20598,3.258096538021482,1,0,0.02736646630503836,0,False,True,False,0.044853364002300174,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.002310603588179342,0,True,0,1,0,0
73857,3.1354942159291497,1,0,0.11884411884411884,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.007496731474386915,0,True,0,1,0,0
16948,4.382026634673881,0,1,0.2049303496730699,1,False,False,False,0.06542056074766354,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.5421814655255182,0,False,0,0,1,0
150870,3.7376696182833684,1,0,0.2049303496730699,1,True,False,True,0.19020172910662825,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.009625370567634527,0,True,0,1,0,0
353033,3.295836866004329,0,1,0.02736646630503836,0,False,True,False,0.0363232023721275,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.537894314764103,0,False,0,0,1,0
283115,4.07753744390572,1,0,0.2049303496730699,1,False,False,False,0.1565040650406504,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0021845940371858635,0,True,0,1,0,0
45844,4.04305126783455,0,1,0.2049303496730699,1,True,False,False,0.13980582524271845,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.71746893646201,1,True,1,0,0,0
300034,3.2188758248682006,1,0,0.02736646630503836,0,False,True,False,0.03684406401190919,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0018688184128021676,0,True,0,1,0,0
8615,3.58351893845611,0,1,0.02736646630503836,1,True,False,True,0.21706586826347304,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.6929433604679852,1,True,1,0,0,0
210507,3.367295829986474,0,1,0.2049303496730699,0,False,False,False,0.11088295687885011,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.7717633398879294,0,False,0,0,1,0
156631,3.1354942159291497,1,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0032560384033388672,0,True,0,1,0,0
117731,3.713572066704308,0,1,0.2049303496730699,1,True,False,True,0.22111553784860558,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7787772907790966,0,False,0,0,1,0
51085,3.6888794541139363,0,1,0.11884411884411884,1,True,False,True,0.2245762711864407,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7738970667934819,1,True,1,0,0,0
52923,4.02535169073515,1,1,0.2049303496730699,1,True,False,False,0.17158671586715868,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.029729305731714686,0,True,0,1,0,0
377548,3.828641396489095,0,1,0.2049303496730699,1,True,False,True,0.23592233009708738,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.787730716001443,0,False,0,0,1,0
294020,4.060443010546419,0,1,0.2049303496730699,1,True,False,False,0.16764132553606237,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7082095702959199,0,False,0,0,1,0
19063,4.04305126783455,1,0,0.11884411884411884,1,True,False,False,0.13980582524271845,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.00522641585643684,0,True,0,1,0,0
178665,3.8501476017100584,0,1,0.2049303496730699,1,True,False,True,0.19796954314720813,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7435409460213335,0,False,0,0,1,0
53266,3.8501476017100584,0,1,0.2049303496730699,1,True,False,True,0.19796954314720813,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7573743554652203,1,True,1,0,0,0
4496,4.31748811353631,0,1,0.11884411884411884,1,False,False,False,0.07103825136612021,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.5182141706588292,0,False,0,0,1,0
296161,3.8501476017100584,0,1,0.2049303496730699,1,True,False,True,0.19796954314720813,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7573743554652203,0,False,0,0,1,0
183244,3.1780538303479458,0,1,0.02736646630503836,0,False,True,False,0.036581709145427285,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.436969690782248,0,True,0,1,0,0
211918,3.713572066704308,0,0,0.2049303496730699,1,True,False,True,0.22111553784860558,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.2100475944281232,0,True,0,1,0,0
226806,3.828641396489095,0,1,0.2049303496730699,1,True,False,True,0.23592233009708738,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7850557837468579,0,False,0,0,1,0
4586,3.1780538303479458,0,0,0.11884411884411884,0,False,True,False,0.036581709145427285,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.16305110930055647,0,True,0,1,0,0
318129,3.912023005428146,0,1,0.2049303496730699,1,True,False,True,0.19757575757575757,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7534807137129432,1,True,1,0,0,0
255302,4.343805421853684,1,0,0.2049303496730699,1,False,False,False,0.05555555555555555,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.010013592961173746,0,True,0,1,0,0
174625,3.6888794541139363,1,0,0.2049303496730699,1,True,False,True,0.2245762711864407,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.011743972350898961,0,True,0,1,0,0
336588,4.174387269895637,0,1,0.11884411884411884,1,False,False,False,0.138328530259366,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.6778905911430111,0,False,0,0,1,0
186216,3.912023005428146,0,1,0.2049303496730699,1,True,False,True,0.19757575757575757,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7534807137129432,1,True,1,0,0,0
33114,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0014936054835198703,0,True,0,1,0,0
136073,3.1780538303479458,0,1,0.2049303496730699,0,False,True,False,0.036581709145427285,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.6037619034434089,0,False,0,0,1,0
250972,3.1354942159291497,0,1,0.02736646630503836,0,False,True,False,0.03440725680325305,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.47836570909467063,0,True,0,1,0,0
170255,3.091042453358316,0,1,0.02736646630503836,0,False,True,False,0.03658094893154654,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.4125200876084256,1,False,0,0,0,1
24140,3.367295829986474,1,0,0.02736646630503836,0,False,False,False,0.11088295687885011,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.004423670086660834,0,True,0,1,0,0
322887,3.4657359027997265,0,1,0.2049303496730699,1,True,False,True,0.1984848484848485,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7672578188650019,1,True,1,0,0,0
95088,3.1354942159291497,1,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0032560384033388672,0,True,0,1,0,0
20489,3.713572066704308,0,1,0.2049303496730699,1,True,False,True,0.22111553784860558,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7787772907790966,0,False,0,0,1,0
80540,3.8066624897703196,0,1,0.11884411884411884,1,True,False,True,0.21357285429141717,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.7746289279270008,1,True,1,0,0,0
90551,3.091042453358316,0,0,0.02736646630503836,0,False,True,False,0.03658094893154654,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.11968726957723912,0,True,0,1,0,0
8901,4.3694478524670215,0,0,0.2049303496730699,1,False,False,False,0.07627118644067797,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.1363233647926392,0,True,0,1,0,0
31927,2.995732273553991,0,0,0.02736646630503836,0,False,True,False,0.029036004645760744,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.13440667421004784,0,True,0,1,0,0
360670,4.189654742026425,0,1,0.2049303496730699,1,False,False,False,0.082010582010582,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.5664567873334702,1,True,1,0,0,0
78152,3.58351893845611,1,0,0.2049303496730699,1,True,False,True,0.21706586826347304,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.019103114259226388,0,True,0,1,0,0
159900,3.6109179126442243,0,1,0.2049303496730699,1,True,False,True,0.20699708454810495,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7457712622392207,1,True,1,0,0,0
314061,3.4339872044851463,0,1,0.02736646630503836,1,True,False,False,0.15244755244755245,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.6706886744615055,0,False,0,0,1,0
367970,3.044522437723423,0,1,0.02736646630503836,0,False,True,False,0.03551660516605166,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3641150926695415,0,True,0,1,0,0
62392,4.189654742026425,0,1,0.2049303496730699,1,False,False,False,0.082010582010582,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.56611165733218,0,False,0,0,1,0
184457,3.5263605246161616,0,1,0.2049303496730699,1,True,False,True,0.22063037249283668,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7703678878573291,0,False,0,0,1,0
308144,3.6375861597263857,0,1,0.2049303496730699,1,True,False,True,0.2369109947643979,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7896902710447972,0,False,0,0,1,0
96690,3.970291913552122,0,1,0.2049303496730699,1,True,False,False,0.166189111747851,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.759819967020332,0,False,0,0,1,0
232267,3.044522437723423,1,0,0.02736646630503836,0,False,True,False,0.03551660516605166,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0023360751863131376,0,True,0,1,0,0
305896,3.970291913552122,0,1,0.2049303496730699,1,True,False,False,0.166189111747851,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7264054674484907,1,True,1,0,0,0
7481,3.1780538303479458,1,0,0.02736646630503836,0,False,True,False,0.036581709145427285,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.00196835791007125,0,True,0,1,0,0
321921,3.784189633918261,1,1,0.02736646630503836,1,True,False,True,0.22980251346499103,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.02827215609103984,0,True,0,1,0,0
351557,3.4965075614664802,0,1,0.2049303496730699,1,True,False,True,0.20087976539589442,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.8216612066011354,1,True,1,0,0,0
271350,4.189654742026425,1,1,0.2049303496730699,1,False,False,False,0.082010582010582,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.017500983533754327,0,True,0,1,0,0
280069,4.343805421853684,1,0,0.2049303496730699,1,False,False,False,0.05555555555555555,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.009819389026072312,0,True,0,1,0,0
90797,3.6109179126442243,0,1,0.2049303496730699,1,True,False,True,0.20699708454810495,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7632262423025687,1,True,1,0,0,0
261584,4.07753744390572,1,0,0.2049303496730699,1,False,False,False,0.1565040650406504,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.008275521943462238,0,True,0,1,0,0
7504,3.091042453358316,1,1,0.02736646630503836,0,False,True,False,0.03658094893154654,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.011600051792158119,0,True,0,1,0,0
247628,3.828641396489095,1,0,0.2049303496730699,1,True,False,True,0.23592233009708738,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.010702927456323029,0,True,0,1,0,0
223199,3.8918202981106265,1,0,0.2049303496730699,1,True,False,True,0.209277238403452,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.008562103478489643,0,True,0,1,0,0
220896,3.4011973816621555,1,0,0.02736646630503836,0,False,False,False,0.13688212927756654,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.012608245403989068,0,True,0,1,0,0
173934,3.091042453358316,0,1,0.02736646630503836,0,False,True,False,0.03658094893154654,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.3860934701810097,0,True,0,1,0,0
376129,3.5263605246161616,0,1,0.2049303496730699,1,True,False,True,0.22063037249283668,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7865433428895404,0,False,0,0,1,0
314734,3.8918202981106265,0,1,0.2049303496730699,1,True,False,True,0.209277238403452,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.7432826018531155,0,False,0,0,1,0
212333,3.784189633918261,1,0,0.2049303496730699,1,True,False,True,0.22980251346499103,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.021839306381697194,0,True,0,1,0,0
351929,3.1780538303479458,1,0,0.02736646630503836,0,False,True,False,0.036581709145427285,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0020444551449717826,0,True,0,1,0,0
223634,3.7612001156935624,0,1,0.2049303496730699,1,True,False,True,0.2502218278615794,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.7625814693231371,0,False,0,0,1,0
10110,3.258096538021482,0,1,0.2049303496730699,0,False,True,False,0.044853364002300174,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.6235736105882033,0,False,0,0,1,0
63584,4.02535169073515,0,0,0.2049303496730699,1,True,False,False,0.17158671586715868,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.17782219912852845,0,True,0,1,0,0
12205,3.332204510175204,1,0,0.02736646630503836,0,False,False,False,0.07372881355932204,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.00526792161668175,0,True,0,1,0,0
322005,3.871201010907891,0,1,0.2049303496730699,1,True,False,True,0.20146137787056367,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.7762050506865402,0,False,0,0,1,0
127200,3.4339872044851463,1,0,0.02736646630503836,1,True,False,False,0.15244755244755245,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0023373764553562913,0,True,0,1,0,0
115945,3.091042453358316,0,1,0.2049303496730699,0,False,True,False,0.03658094893154654,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.5973718954830131,0,False,0,0,1,0
187667,3.258096538021482,1,0,0.02736646630503836,0,False,True,False,0.044853364002300174,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0015817271252523003,0,True,0,1,0,0
330003,3.091042453358316,1,0,0.02736646630503836,0,False,True,False,0.03658094893154654,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.001230302834508504,0,True,0,1,0,0
147995,3.8501476017100584,0,1,0.2049303496730699,1,True,False,True,0.19796954314720813,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.7696830096092279,1,True,1,0,0,0
112550,3.258096538021482,1,0,0.02736646630503836,0,False,True,False,0.044853364002300174,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.0018688184128021676,0,True,0,1,0,0
295231,3.1354942159291497,1,0,0.2049303496730699,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.008175376648049562,0,True,0,1,0,0
148064,3.1354942159291497,1,0,0.02736646630503836,0,False,True,False,0.03440725680325305,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0028532785068788196,0,True,0,1,0,0
133063,4.060443010546419,1,1,0.11884411884411884,1,True,False,False,0.16764132553606237,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.020072155933574243,0,True,0,1,0,0
182557,3.091042453358316,0,1,0.02736646630503836,0,False,True,False,0.03658094893154654,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.5003395949221584,0,False,0,0,1,0
212147,3.091042453358316,1,0,0.02736646630503836,0,False,True,False,0.03658094893154654,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0019201459173087952,0,True,0,1,0,0
