,Gender,IsActiveMember,CreditScore_sign,Age_log,Age_gtmean,Age_gtq3,Age_pow20,Age_sign,Tenure_log,Balance_log,Balance_sqrt,Balance_gtmean,Balance_pow20,EstimatedSalary_sign,Geography_France,Geography_Germany,Geography_Spain,"AgeBins_(17.999, 31.0]","AgeBins_(31.0, 35.0]","AgeBins_(35.0, 40.0]","AgeBins_(40.0, 46.0]","AgeBins_(46.0, 92.0]",pred,real
8789,0,0,1,3.1354942159291497,0,0,529.0,1,1.9459101490553132,11.559283053778234,323.6431522526006,1,10971491981.1121,1.0,0,0,1,1,0,0,0,0,1,0
8718,0,0,1,3.9889840465642745,1,1,2916.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,1,1
8275,1,0,1,3.8918202981106265,1,1,2401.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,1,0
7213,0,1,1,3.713572066704308,1,0,1681.0,1,1.9459101490553132,11.54005140729394,320.545971741964,1,10557504960.0784,1.0,0,0,1,0,0,0,1,0,0,0
7531,0,1,1,4.007333185232471,1,1,3025.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1,0,0
9512,1,1,1,4.204692619390966,1,1,4489.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,0,0
5639,1,0,1,3.9512437185814275,1,1,2704.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,1,1
9875,1,1,1,3.828641396489095,1,1,2116.0,1,1.791759469228055,11.466246770079781,308.93267875056534,1,9108679072.359999,1.0,0,1,0,0,0,0,1,0,0,1
3726,0,1,1,3.6888794541139363,1,0,1600.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0,0,0
8922,1,0,1,3.367295829986474,0,0,841.0,1,1.0986122886681098,11.668268176901975,341.7686644500926,1,13643599585.872402,1.0,0,0,1,1,0,0,0,0,0,0
9768,0,0,1,3.58351893845611,0,0,1296.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
8967,0,1,1,4.060443010546419,1,1,3364.0,1,1.0986122886681098,11.646823202982084,338.12363123567684,1,13070797835.2081,1.0,0,1,0,0,0,0,0,1,0,0
585,1,1,1,3.091042453358316,0,0,484.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
5449,1,0,1,3.6635616461296463,1,0,1521.0,1,1.0986122886681098,11.934675845256761,390.4648383657612,1,23244902334.584103,1.0,1,0,0,0,0,1,0,0,0,0
774,0,1,1,3.6888794541139363,1,0,1600.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
8378,0,0,1,3.4657359027997265,0,0,1024.0,1,1.3862943611198906,11.314889074455747,286.41578168809065,1,6729577156.0,1.0,0,0,1,0,1,0,0,0,0,0
3233,0,0,1,3.6375861597263857,0,0,1444.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
7254,1,0,1,3.6375861597263857,0,0,1444.0,1,2.302585092994046,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0,0,0
5707,0,1,1,4.143134726391533,1,1,3969.0,1,1.3862943611198906,11.549544623937177,322.07109463595145,1,10759869333.4441,1.0,1,0,0,0,0,0,0,1,1,0
1139,0,0,1,3.4657359027997265,0,0,1024.0,1,0.0,11.883631481406576,380.62541953999863,1,20988971348.004097,1.0,1,0,0,0,1,0,0,0,0,0
5209,0,1,1,3.58351893845611,0,0,1296.0,1,1.6094379124341003,11.269338488592798,279.9663015435965,1,6143601540.0769005,1.0,0,0,1,0,0,1,0,0,0,0
2576,1,1,1,4.007333185232471,1,1,3025.0,1,2.1972245773362196,11.609358559524278,331.848745665853,1,12127205074.4881,1.0,1,0,0,0,0,0,0,1,1,1
4523,0,0,1,3.367295829986474,0,0,841.0,1,2.1972245773362196,11.03020840141447,248.41586100730365,0,3808178404.9936004,1.0,0,0,1,1,0,0,0,0,0,0
9669,1,1,1,3.7612001156935624,1,0,1849.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
3278,0,1,1,3.4965075614664802,0,0,1089.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0,0,0
8827,0,1,1,3.4965075614664802,0,0,1089.0,1,0.6931471805599453,11.798407519155559,364.74692596374274,1,17699726745.7024,1.0,1,0,0,0,1,0,0,0,0,0
5227,1,0,1,3.6109179126442243,0,0,1369.0,1,1.791759469228055,11.556119332374735,323.1315985786596,1,10902289660.8409,1.0,0,1,0,0,0,1,0,0,0,0
5545,1,0,1,3.6109179126442243,0,0,1369.0,1,2.302585092994046,11.554595387897562,322.885475052688,1,10869111280.3009,1.0,1,0,0,0,0,1,0,0,0,0
8694,0,0,1,3.5553480614894135,0,0,1225.0,1,1.6094379124341003,11.831249660426653,370.7859085779825,1,18901352567.196102,1.0,1,0,0,0,1,0,0,0,0,0
4855,0,0,1,3.5263605246161616,0,0,1156.0,1,1.6094379124341003,11.896007054144764,382.98795020209184,1,21514954927.252895,1.0,0,0,1,0,1,0,0,0,0,0
6631,0,1,1,3.295836866004329,0,0,729.0,1,0.6931471805599453,12.022918021832323,408.0782768048307,1,27731534817.294403,1.0,0,1,0,1,0,0,0,0,0,0
7459,1,0,1,3.9889840465642745,1,1,2916.0,1,1.791759469228055,11.80303142243781,365.59117877760673,1,17864169590.7481,1.0,0,1,0,0,0,0,0,1,0,1
3649,1,0,1,3.58351893845611,0,0,1296.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0,0,0
6262,0,1,1,3.8501476017100584,1,1,2209.0,1,2.0794415416798357,11.586219234322218,328.0314923905935,1,11578762853.715601,1.0,0,0,1,0,0,0,0,1,0,0
3426,1,1,1,4.02535169073515,1,1,3136.0,1,2.1972245773362196,11.766656337962173,359.0020752029158,1,16610696228.600101,1.0,1,0,0,0,0,0,0,1,0,1
1855,1,0,1,3.6109179126442243,0,0,1369.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
3957,1,1,1,3.258096538021482,0,0,676.0,1,2.0794415416798357,10.662255558955533,206.67092199920143,0,1824389263.6369002,1.0,0,1,0,1,0,0,0,0,0,0
6583,1,1,1,3.828641396489095,1,1,2116.0,1,2.0794415416798357,12.030501850978958,409.62861228190593,1,28155363379.36,1.0,1,0,0,0,0,0,1,0,0,0
4946,0,0,1,3.295836866004329,0,0,729.0,1,1.0986122886681098,11.752019764020185,356.3843851798224,1,16131496916.6289,1.0,1,0,0,1,0,0,0,0,0,0
6826,1,1,1,3.784189633918261,1,0,1936.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
2150,0,1,1,3.8066624897703196,1,1,2025.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
6116,1,0,1,3.4657359027997265,0,0,1024.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
6754,1,0,1,3.367295829986474,0,0,841.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
8312,1,1,1,3.6375861597263857,0,0,1444.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
8582,1,0,1,3.332204510175204,0,0,784.0,1,1.791759469228055,11.892035851616711,382.228243331128,1,21344751248.464897,1.0,0,0,1,1,0,0,0,0,0,1
7958,1,1,1,3.6635616461296463,1,0,1521.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0,0,0
6273,1,1,1,3.970291913552122,1,1,2809.0,1,2.0794415416798357,11.64599707691181,337.9839937038439,1,13049219412.9124,1.0,1,0,0,0,0,0,0,1,0,0
8152,1,1,1,3.2188758248682006,0,0,625.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
1584,0,1,1,4.290459441148391,1,1,5329.0,1,1.791759469228055,11.106056922508618,258.01777070581784,0,4431986963.8489,1.0,1,0,0,0,0,0,0,1,0,0
1573,1,1,1,3.6375861597263857,0,0,1444.0,1,1.6094379124341003,12.185494306447385,442.63573059571235,1,38387150298.432106,1.0,1,0,0,0,0,1,0,0,0,0
3973,0,1,1,3.258096538021482,0,0,676.0,1,1.9459101490553132,11.774040641960356,360.33001540254736,1,16857833534.7984,1.0,1,0,0,1,0,0,0,0,0,0
8451,0,0,1,3.367295829986474,0,0,841.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
7830,1,1,1,3.6635616461296463,1,0,1521.0,1,2.0794415416798357,11.878278881788615,379.60811371729136,1,20765478629.3824,1.0,0,0,1,0,0,1,0,0,0,0
3158,0,1,1,3.044522437723423,0,0,441.0,1,1.3862943611198906,11.834359840460667,371.36296261205155,1,19019292219.202503,1.0,1,0,0,1,0,0,0,0,0,0
1253,0,0,1,3.8066624897703196,1,1,2025.0,1,1.6094379124341003,11.802740336388474,365.537973403585,1,17853772596.360104,1.0,0,0,1,0,0,0,1,0,0,0
2151,1,1,1,3.4339872044851463,0,0,961.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
9212,0,1,1,3.8066624897703196,1,1,2025.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
2325,0,0,1,3.5553480614894135,0,0,1225.0,1,2.1972245773362196,11.774117889254978,360.3439329307488,1,16860438180.0625,1.0,0,1,0,0,1,0,0,0,0,0
3031,1,0,1,3.828641396489095,1,1,2116.0,1,2.1972245773362196,11.106201715104742,258.03645091343196,0,4433270587.496099,1.0,0,0,1,0,0,0,1,0,0,1
2203,0,0,1,3.5553480614894135,0,0,1225.0,1,2.1972245773362196,11.435682908212296,304.2474815014908,1,8568562476.2409,1.0,1,0,0,0,1,0,0,0,0,0
5522,0,0,1,3.6888794541139363,1,0,1600.0,1,2.1972245773362196,11.440542603956258,304.9876554878902,1,8652249725.200901,1.0,1,0,0,0,0,1,0,0,1,0
9723,1,1,1,4.31748811353631,1,1,5625.0,1,2.1972245773362196,11.567500483605386,324.9756452413011,1,11153296788.0889,1.0,0,1,0,0,0,0,0,1,0,0
9939,1,0,1,3.258096538021482,0,0,676.0,1,2.1972245773362196,11.406775637888082,299.88162664624855,1,8087223242.420101,1.0,1,0,0,1,0,0,0,0,0,0
6088,0,1,1,3.295836866004329,0,0,729.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
805,1,1,1,4.060443010546419,1,1,3364.0,1,1.6094379124341003,12.28354226102414,464.8761985733406,1,46703480233.6144,1.0,0,0,1,0,0,0,0,1,0,1
4031,0,1,1,4.02535169073515,1,1,3136.0,1,0.0,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1,1,0
3198,0,1,1,3.4657359027997265,0,0,1024.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
7860,1,1,1,3.4339872044851463,0,0,961.0,1,0.0,11.028289543977772,248.17763799343405,0,3793591709.7796,1.0,0,1,0,1,0,0,0,0,0,0
3047,0,1,1,3.1354942159291497,0,0,529.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
3679,0,1,1,3.713572066704308,1,0,1681.0,1,1.6094379124341003,11.766611489902425,358.9940250199159,1,16609206380.4241,1.0,1,0,0,0,0,0,1,0,0,1
6155,0,1,1,3.58351893845611,0,0,1296.0,1,1.9459101490553132,11.95035476483926,393.5379016054235,1,23985361163.526398,1.0,1,0,0,0,0,1,0,0,0,0
7444,0,1,1,3.332204510175204,0,0,784.0,1,2.1972245773362196,11.486663929764173,312.10259531122136,1,9488324308.4809,1.0,0,0,1,1,0,0,0,0,0,0
502,1,1,1,3.912023005428146,1,1,2500.0,1,1.6094379124341003,11.589510416875148,328.5717425464338,1,11655229889.1721,1.0,0,1,0,0,0,0,0,1,1,1
533,1,1,1,3.7376696182833684,1,0,1764.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
3170,1,0,1,3.7376696182833684,1,0,1764.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
6081,1,1,1,4.3694478524670215,1,1,6241.0,1,1.6094379124341003,11.590613649081222,328.7530380087764,1,11680975131.6736,1.0,0,0,1,0,0,0,0,1,0,0
4152,0,0,1,3.58351893845611,0,0,1296.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
9825,0,1,1,3.5553480614894135,0,0,1225.0,1,1.6094379124341003,11.992824411179658,401.9839673419824,1,26111686831.032097,1.0,0,1,0,0,1,0,0,0,0,0
3523,0,0,1,3.4657359027997265,0,0,1024.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
6987,0,0,1,3.9318256327243257,1,1,2601.0,1,0.0,11.587241715432517,328.199238268464,1,11602465213.267601,1.0,0,1,0,0,0,0,0,1,0,1
9433,0,0,1,3.6888794541139363,1,0,1600.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
3070,1,1,1,4.02535169073515,1,1,3136.0,1,2.0794415416798357,12.069714977033694,417.73927275275423,1,30452378937.210003,1.0,0,0,1,0,0,0,0,1,0,1
5017,1,0,1,3.4965075614664802,0,0,1089.0,1,0.0,11.8622874845397,376.58498376860433,1,20111848764.0625,1.0,0,1,0,0,1,0,0,0,1,1
7359,1,0,1,3.58351893845611,0,0,1296.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
7710,0,1,1,3.6635616461296463,1,0,1521.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0,0,0
8054,1,1,1,3.4657359027997265,0,0,1024.0,1,1.3862943611198906,11.411147302792873,300.53783455664944,1,8158242522.540101,1.0,0,1,0,0,1,0,0,0,0,0
4097,1,0,1,3.784189633918261,1,0,1936.0,1,1.0986122886681098,11.845334959821269,373.40644075859217,1,19441385803.8169,1.0,0,0,1,0,0,0,1,0,0,0
8010,0,1,1,3.5263605246161616,0,0,1156.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
4489,1,0,1,3.1780538303479458,0,0,576.0,1,1.9459101490553132,12.066594003021818,417.0879044038559,1,30262888779.782402,1.0,0,0,1,1,0,0,0,0,0,1
7520,0,1,1,3.6109179126442243,0,0,1369.0,1,2.302585092994046,11.876425355883605,379.25646995140374,1,20688642430.1209,1.0,1,0,0,0,0,1,0,0,1,0
5946,1,1,1,3.5553480614894135,0,0,1225.0,1,0.6931471805599453,12.120366815942539,428.45401153449365,1,33698987585.6656,1.0,1,0,0,0,1,0,0,0,0,1
1309,1,1,1,3.970291913552122,1,1,2809.0,1,1.6094379124341003,11.49546226707392,313.47861171059185,1,9656764914.945599,1.0,0,1,0,0,0,0,0,1,0,1
6748,0,1,1,3.4965075614664802,0,0,1089.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
6263,0,0,1,3.4657359027997265,0,0,1024.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
8667,0,1,1,3.091042453358316,0,0,484.0,1,1.0986122886681098,11.104706368113906,257.84359600346875,0,4420031838.222401,1.0,0,0,1,1,0,0,0,0,0,0
5991,1,0,1,3.713572066704308,1,0,1681.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
9236,0,1,1,3.6888794541139363,1,0,1600.0,1,1.6094379124341003,11.954114345722763,394.27836613235576,1,24166390716.484898,1.0,0,0,1,0,0,1,0,0,0,0
2467,1,1,1,3.7376696182833684,1,0,1764.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,1
572,0,0,1,3.4965075614664802,0,0,1089.0,1,1.0986122886681098,11.943535636143139,392.19839367340603,1,23660463191.376396,1.0,1,0,0,0,1,0,0,0,0,1
6515,0,0,1,3.332204510175204,0,0,784.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
9152,0,1,1,4.204692619390966,1,1,4489.0,1,1.791759469228055,11.930707606031905,389.69087749137776,1,23061149806.640404,1.0,0,0,1,0,0,0,0,1,0,0
1812,0,1,1,3.912023005428146,1,1,2500.0,1,1.9459101490553132,11.748853900250872,355.8206992292607,1,16029679354.056898,1.0,0,1,0,0,0,0,0,1,0,1
7676,1,0,1,3.4011973816621555,0,0,900.0,1,2.302585092994046,12.079224697422035,419.73029435579224,1,31037109149.190395,1.0,1,0,0,1,0,0,0,0,0,1
9395,1,1,1,3.4965075614664802,0,0,1089.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0,0,0
9782,1,0,1,4.0943445622221,1,1,3600.0,1,1.0986122886681098,11.660697760369843,340.47744418683595,1,13438580121.5121,1.0,0,1,0,0,0,0,0,1,1,1
9092,1,1,1,4.2626798770413155,1,1,5041.0,1,0.0,11.555110721825976,322.96868269230066,1,10880319498.9129,1.0,1,0,0,0,0,0,0,1,0,0
9240,1,0,1,3.4339872044851463,0,0,961.0,1,2.0794415416798357,11.832743501364575,371.06295961736737,1,18957908238.7984,1.0,1,0,0,1,0,0,0,0,0,0
3373,0,1,1,3.713572066704308,1,0,1681.0,1,2.302585092994046,11.345951095311555,290.8988312111274,1,7160904885.7369,1.0,0,1,0,0,0,0,1,0,0,0
2311,0,0,1,3.6109179126442243,0,0,1369.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
6182,1,1,1,3.784189633918261,1,0,1936.0,1,0.0,11.692227551080638,345.8875684380692,1,14313301292.0041,1.0,0,1,0,0,0,0,1,0,0,1
3843,0,0,1,3.6109179126442243,0,0,1369.0,1,1.0986122886681098,11.56706321006943,324.9046013832368,1,11143546969.0,1.0,1,0,0,0,0,1,0,0,0,0
3898,0,0,1,3.6109179126442243,0,0,1369.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
5238,0,1,1,3.7376696182833684,1,0,1764.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
8083,0,0,1,3.58351893845611,0,0,1296.0,1,2.1972245773362196,11.41377319377632,300.9326835024737,1,8201200537.8303995,1.0,0,1,0,0,0,1,0,0,0,0
1143,0,1,1,3.6375861597263857,0,0,1444.0,1,1.3862943611198906,11.65461042672305,339.4427197628489,1,13275961800.2496,1.0,1,0,0,0,0,1,0,0,0,0
416,0,1,1,3.58351893845611,0,0,1296.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0,0,0
2882,0,0,1,3.4657359027997265,0,0,1024.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,0,0,1,0,1,0,0,0,0,0
1110,1,0,1,3.6375861597263857,0,0,1444.0,1,1.6094379124341003,11.782026601057469,361.77168214220416,1,17129247201.5625,1.0,0,1,0,0,0,1,0,0,0,1
6042,1,0,1,3.1780538303479458,0,0,576.0,1,1.9459101490553132,11.543446619536176,321.090594692526,1,10629438854.6889,1.0,0,1,0,1,0,0,0,0,1,0
6908,0,1,1,3.367295829986474,0,0,841.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
3316,1,0,1,4.007333185232471,1,1,3025.0,1,1.9459101490553132,11.757621092793723,357.38389723097487,1,16313228590.5625,1.0,0,1,0,0,0,0,0,1,0,1
1595,0,1,1,3.7376696182833684,1,0,1764.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,1,0,0,0
8928,0,0,1,3.8918202981106265,1,1,2401.0,1,1.791759469228055,11.640436496534175,337.04560522279473,1,12904900928.0676,1.0,0,1,0,0,0,0,0,1,0,1
9962,1,1,1,4.1588830833596715,1,1,4096.0,1,0.6931471805599453,11.56870372683845,325.17121643835577,1,11180169367.1424,1.0,0,1,0,0,0,0,0,1,1,1
8449,0,1,1,3.7612001156935624,1,0,1849.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
8479,1,1,1,3.6888794541139363,1,0,1600.0,1,1.6094379124341003,11.843160001815244,373.0005898118661,1,19357001074.7136,1.0,0,0,1,0,0,1,0,0,0,0
3981,1,0,1,3.828641396489095,1,1,2116.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,1,0
6132,0,0,1,3.5553480614894135,0,0,1225.0,1,1.791759469228055,11.216827948456983,272.71136756651714,0,5531118524.820101,1.0,0,0,1,0,1,0,0,0,0,0
8839,1,0,1,3.5263605246161616,0,0,1156.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,0,1,0,0,0,0,0
5452,1,0,1,3.332204510175204,0,0,784.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
1428,1,0,1,3.5263605246161616,0,0,1156.0,1,0.6931471805599453,11.748463249463175,355.75120519823963,1,16017160231.566399,1.0,1,0,0,0,1,0,0,0,1,0
2433,0,1,1,3.6635616461296463,1,0,1521.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
7714,1,0,1,3.367295829986474,0,0,841.0,1,1.9459101490553132,11.891439979833999,382.1143807814618,1,21319328929.96,1.0,1,0,0,1,0,0,0,0,0,0
7775,0,0,1,3.6888794541139363,1,0,1600.0,1,1.791759469228055,11.734373018893582,353.253704863799,1,15572089867.712399,1.0,1,0,0,0,0,1,0,0,0,0
6257,1,1,1,4.0943445622221,1,1,3600.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,0,1,0,1
9112,1,0,1,4.007333185232471,1,1,3025.0,1,1.791759469228055,0.0,0.0,0,0.0,1.0,0,0,1,0,0,0,0,1,1,1
7766,0,1,1,3.1354942159291497,0,0,529.0,1,1.9459101490553132,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
4030,0,1,1,3.1354942159291497,0,0,529.0,1,2.0794415416798357,12.194586582543845,444.6525947298632,1,39091588975.7649,1.0,0,1,0,1,0,0,0,0,0,0
1612,0,1,1,3.367295829986474,0,0,841.0,1,0.0,0.0,0.0,0,0.0,1.0,1,0,0,1,0,0,0,0,0,0
7206,0,1,1,3.367295829986474,0,0,841.0,1,1.9459101490553132,11.527685596304224,318.5701806509831,1,10299603050.041601,1.0,1,0,0,1,0,0,0,0,0,0
1189,0,1,1,3.6888794541139363,1,0,1600.0,1,1.3862943611198906,11.461646170484679,308.2228576857985,1,9025252701.7689,1.0,0,1,0,0,0,1,0,0,0,0
5681,1,1,1,3.8501476017100584,1,1,2209.0,1,0.6931471805599453,11.754192116316919,356.7716917021304,1,16201735978.881598,1.0,1,0,0,0,0,0,0,1,0,1
6550,0,1,1,3.9889840465642745,1,1,2916.0,1,2.1972245773362196,11.959964924507199,395.4334330832435,1,24450826329.760002,1.0,0,1,0,0,0,0,0,1,1,0
7978,1,0,1,3.6375861597263857,0,0,1444.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,1,0,0,0,0
5869,1,0,1,4.060443010546419,1,1,3364.0,1,1.9459101490553132,11.669264462967492,341.9389565404913,1,13670812545.0625,1.0,0,1,0,0,0,0,0,1,0,1
15,1,0,1,3.713572066704308,1,0,1681.0,1,0.0,11.547911937905946,321.8082814347698,1,10724791658.724901,1.0,0,1,0,0,0,0,1,0,1,1
3104,0,0,1,3.4657359027997265,0,0,1024.0,1,1.6094379124341003,11.803396694105658,365.65795492509113,1,17877224908.947598,1.0,0,0,1,0,1,0,0,0,1,0
8061,0,1,1,3.7376696182833684,1,0,1764.0,1,2.302585092994046,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
3235,0,0,1,3.7612001156935624,1,0,1849.0,1,1.6094379124341003,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
8605,0,1,1,3.5263605246161616,0,0,1156.0,1,1.0986122886681098,11.884702240049311,380.8292530780691,1,21033967756.046402,1.0,1,0,0,0,1,0,0,0,0,0
6836,1,1,1,3.5263605246161616,0,0,1156.0,1,1.0986122886681098,11.720219513883812,350.7626405420053,1,15137470965.424898,1.0,1,0,0,0,1,0,0,0,0,0
9697,1,0,1,3.6635616461296463,1,0,1521.0,1,1.9459101490553132,10.811196163131369,222.6493431384876,0,2457455559.6529,1.0,1,0,0,0,0,1,0,0,0,1
9711,0,1,1,3.828641396489095,1,1,2116.0,1,0.6931471805599453,0.0,0.0,0,0.0,1.0,1,0,0,0,0,0,1,0,0,0
2592,1,0,1,3.332204510175204,0,0,784.0,1,1.3862943611198906,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
7880,1,1,1,3.1354942159291497,0,0,529.0,1,2.0794415416798357,0.0,0.0,0,0.0,1.0,0,0,1,1,0,0,0,0,0,0
4720,0,1,1,3.6635616461296463,1,0,1521.0,1,2.1972245773362196,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0,0,0
8346,0,1,1,3.784189633918261,1,0,1936.0,1,2.1972245773362196,11.620611384778831,333.72112609183137,1,12403230124.644098,1.0,0,1,0,0,0,0,1,0,0,0
4992,1,0,1,3.828641396489095,1,1,2116.0,1,2.0794415416798357,11.120820363208866,259.92943273127037,0,4564800858.156099,1.0,0,0,1,0,0,0,1,0,0,1
5368,0,0,1,3.713572066704308,1,0,1681.0,1,1.3862943611198906,11.5477604208886,321.78390264275185,1,10721542174.214401,1.0,1,0,0,0,0,0,1,0,0,0
3569,0,0,1,3.828641396489095,1,1,2116.0,1,0.6931471805599453,11.282067357844134,281.75381097688813,1,6302011566.744101,1.0,0,0,1,0,0,0,1,0,0,0
3730,0,0,1,3.7612001156935624,1,0,1849.0,1,0.0,11.56929937116451,325.2680740558471,1,11193496112.462402,1.0,1,0,0,0,0,0,1,0,1,1
9934,1,1,1,3.4339872044851463,0,0,961.0,1,0.0,11.404102740556315,299.4811179356722,1,8044105958.323601,1.0,1,0,0,1,0,0,0,0,0,0
8049,1,1,1,4.0943445622221,1,1,3600.0,1,1.791759469228055,11.709564781697438,348.89896818420084,1,14818312195.6401,1.0,1,0,0,0,0,0,0,1,0,0
7065,1,1,1,3.332204510175204,0,0,784.0,1,0.6931471805599453,11.72644671002532,351.8564764218502,1,15327177856.8804,1.0,0,1,0,1,0,0,0,0,1,0
4004,0,1,1,3.784189633918261,1,0,1936.0,1,1.0986122886681098,11.57186292314971,325.6852621780728,1,11251033705.3921,1.0,0,0,1,0,0,0,1,0,1,0
5458,1,0,1,3.367295829986474,0,0,841.0,1,0.6931471805599453,12.025334394645636,408.5716093905694,1,27865878634.177605,1.0,0,0,1,1,0,0,0,0,0,0
4178,0,0,1,3.6109179126442243,0,0,1369.0,1,1.3862943611198906,11.9523880534861,393.9381931217129,1,24083098081.289997,1.0,0,0,1,0,0,1,0,0,0,0
3780,0,1,1,3.6635616461296463,1,0,1521.0,1,1.0986122886681098,0.0,0.0,0,0.0,1.0,0,0,1,0,0,1,0,0,0,0
