rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
51,356,50,1,1,0,0,0,0,244,3,3,0,0,0,15,0,82,0,47,0,64,0,0,0,0,27,0,95,0,70,9,8,1,4,91,0,149,0,14,0,16,0,3,82,64,0,1,0,52,1,1,N,A,N,6449,13069,2621,2347,12934,6371,47,259,127,274,144,50,351,175,52,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,60,2,2,WCMB,0,0,O,5,S,S,2,M,6,2,C,A,0,N,U,U,Y,U,U,Y,591,1000853
90,169,95,0,17,4,4,0,0,-132,-5,3,0,0,0,14,0,83,0,14,0,67,0,0,0,0,6,0,75,0,23,29,27,9,19,55,0,62,0,23,0,36,0,3,83,67,0,0,0,45,4,4,N,A,N,3204,6950,2426,2058,6811,3142,62,206,95,213,106,92,176,89,95,T,GREAT LAKES AREA,Y,N,150,7,5,WCMB,1,0,O,11,M,M,2,M,9,3,I,A,0,N,U,U,U,U,U,Y,228,1000861
102,1155,110,0,0,0,0,0,0,-117,-2,14,0,1,0,59,0,350,0,129,0,277,0,0,0,0,63,0,585,0,334,35,41,11,17,261,0,561,0,123,0,319,0,15,350,277,0,6,0,52,3,3,N,A,N,14341,37731,3828,3513,37324,14162,90,957,363,1194,396,103,1194,390,103,S,PHILADELPHIA AREA,Y,N,80,4,4,WCMB,0,0,O,2,S,M,3,M,9,2,B,A,0,N,U,U,Y,Y,Y,Y,631,1000862
40,112,40,0,0,0,0,0,0,-40,0,9,0,0,0,13,0,59,0,27,0,38,0,0,0,0,15,0,50,0,27,0,0,0,0,48,0,69,0,4,0,8,0,9,59,38,0,0,1,51,1,1,N,A,N,2239,4779,2072,2008,4726,2226,40,94,44,125,68,40,120,63,40,R,NORTHWEST/ROCKY MOUNTAIN AREA,N,N,80,2,2,WC,0,0,O,15,S,M,3,M,5,2,C,B,0,N,U,U,U,U,U,Y,809,1000876
52,353,53,2,8,3,3,0,0,-57,-15,11,0,1,0,10,0,111,0,46,0,94,0,0,0,0,24,2,138,0,70,29,29,1,0,111,0,179,0,17,0,29,0,12,111,94,0,1,0,49,1,1,N,A,N,7708,18038,3481,3417,17967,7672,71,374,160,372,155,57,447,206,84,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,130,3,2,WCMB,0,0,O,9,S,U,2,M,9,2,C,A,0,N,U,U,U,Y,U,Y,309,1000877
34,68,40,0,0,0,0,0,0,-9,0,1,0,0,0,3,0,44,0,15,0,40,0,0,0,0,12,0,24,0,9,2,2,4,4,41,0,26,0,9,0,7,0,1,44,40,0,0,0,45,1,1,Y,A,N,3372,7595,839,808,7351,3292,18,167,75,71,53,35,81,56,37,U,CALIFORNIA NORTH AREA,Y,N,150,4,2,WCMB,0,0,O,1,S,M,2,M,4,1,C,A,0,N,U,U,U,U,U,Y,149,1000880
64,586,50,1,33,10,10,0,0,-38,-9,3,0,4,0,31,0,191,0,62,0,154,0,2,7,6,31,0,311,0,137,22,58,5,8,149,0,289,0,66,0,159,0,7,191,154,0,1,1,47,2,2,N,BA,N,8790,19929,2697,2623,19749,8722,57,429,190,599,244,67,572,225,63,S,DALLAS AREA,Y,R,30,4,4,WCMB,1,1,O,5,S,M,2,M,7,1,C,A,0,Z,U,U,U,U,Y,Y,325,1000881
20,9,30,0,1,0,0,0,0,27,1,1,0,0,0,0,0,5,1,1,0,4,1,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,3,0,4,0,1,5,4,0,0,0,49,1,1,N,A,N,8544,16132,2404,2342,16082,8517,49,335,177,0,0,20,28,20,29,U,NEW YORK CITY AREA,T,R,60,7,6,WCMB,1,0,O,5,M,S,5,M,5,1,C,B,0,U,U,U,U,U,Y,Y,24,1000883
84,695,85,2,30,8,8,0,0,-474,-9,15,0,1,0,27,0,246,0,69,0,206,0,0,0,0,40,0,295,0,85,82,87,8,17,236,0,354,0,21,0,26,0,16,246,206,0,7,1,49,3,3,Y,A,N,10321,23000,3404,3360,22990,10316,70,479,215,853,350,87,992,396,98,S,PHILADELPHIA AREA,Y,N,150,4,3,WCMB,0,0,O,6,S,M,2,M,9,1,C,A,0,U,Y,Y,U,U,U,Y,218,1000886
80,532,80,8,0,0,0,0,2,-152,-6,4,0,0,0,8,0,112,0,82,0,101,0,0,0,0,52,0,201,0,121,21,41,2,4,126,0,282,0,23,0,40,0,4,112,101,0,0,0,45,1,1,U,A,N,10895,26120,3838,3789,26056,10856,86,592,247,582,212,82,490,179,78,U,CALIFORNIA NORTH AREA,Y,N,130,4,3,WCMB,0,0,O,4,S,S,1,M,9,2,C,A,0,N,U,U,U,U,U,Y,445,1000889
122,1238,95,2,112,39,39,0,0,-420,-38,9,0,13,0,32,0,373,0,81,0,322,0,0,0,0,19,0,739,0,330,105,137,6,23,325,0,876,0,75,0,193,0,22,373,322,0,7,1,47,2,2,N,A,N,17090,42835,5242,5238,42815,17081,114,931,371,1379,414,135,1329,405,132,T,TENNESSEE AREA,Y,N,150,3,2,WCMB,1,1,O,1,S,M,2,M,6,1,C,A,0,N,Y,U,U,U,U,Y,371,1000890
82,600,48,0,92,37,37,0,3,189,-29,6,0,0,0,17,0,75,0,46,0,56,0,2,3,2,12,0,168,0,262,4,2,1,3,74,0,244,0,19,0,186,0,6,75,56,0,1,0,47,1,1,N,A,N,1009,4270,1263,1242,4267,1007,27,93,22,537,97,91,478,90,77,S,NEW ENGLAND AREA,Y,N,150,2,2,WCMB,1,1,O,3,S,M,3,M,6,1,I,A,0,I,Y,U,Y,U,U,Y,160,1000892
46,34,32,1,0,0,0,0,0,5,-13,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,18,0,0,1,0,0,0,2,0,2,0,7,0,15,0,0,9,9,0,0,1,45,1,1,Y,A,N,1355,2791,1058,1012,2733,1328,36,98,47,24,9,35,61,24,35,S,MIDWEST AREA,T,N,100,2,2,WCMB,0,0,O,15,S,A,2,M,5,1,C,A,0,S,U,U,U,U,U,Y,69,1000893
54,329,60,3,3,1,0,1,0,-35,1,4,0,2,0,24,0,116,0,26,0,87,0,0,0,0,8,0,161,0,62,11,14,0,0,71,0,137,0,42,0,86,0,5,116,87,0,1,0,47,1,1,U,A,N,6781,16033,2730,2682,16005,6767,58,348,147,340,128,54,384,154,69,C,SOUTH FLORIDA AREA,Y,N,150,3,2,WCMB,0,0,O,7,S,A,4,M,8,1,C,B,0,U,U,U,U,U,U,Y,139,1000894
47,607,45,0,3,1,1,0,0,-148,-1,2,0,3,0,20,0,96,0,96,0,72,0,0,0,0,33,0,86,0,251,20,22,13,37,130,0,253,0,37,0,84,0,5,96,72,0,0,0,49,2,2,N,C,N,18760,32318,2941,2869,32302,18751,60,673,391,657,330,47,520,266,39,S,DALLAS AREA,N,N,30,3,3,WCMB,1,1,O,2,S,S,1,M,8,1,C,A,0,S,U,U,U,U,U,Y,241,1000897
63,592,45,0,58,23,23,0,0,-130,-13,4,0,3,0,46,0,185,0,89,0,134,0,7,11,7,42,1,225,0,224,22,23,9,19,84,0,196,0,137,0,252,0,7,185,134,0,2,0,47,1,1,N,C,Y,2940,6356,892,838,6316,2925,56,421,195,636,222,67,492,199,64,U,HOUSTON AREA,N,N,130,2,2,WCMB,0,0,O,2,M,S,1,M,1,1,B,B,0,H,U,U,U,U,U,Y,198,1000898
74,526,58,0,29,8,8,0,0,-26,-20,5,0,8,0,20,0,177,0,76,0,146,0,2,3,2,25,1,169,0,209,34,58,7,20,142,0,227,0,79,0,152,0,13,177,146,0,2,0,45,1,1,U,A,N,9147,21662,3456,3412,21629,9124,78,492,207,534,239,80,675,294,111,U,SOUTH FLORIDA AREA,Y,R,100,3,3,WCMB,0,0,O,3,S,U,2,M,4,1,C,A,0,F,U,U,U,U,U,Y,63,1000903
10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1,N,BA,N,9216,21068,3006,2964,20983,9182,62,437,191,0,0,10,1,0,20,R,DALLAS AREA,Y,N,150,3,3,WCMB,1,1,O,1,S,S,3,M,6,2,C,A,0,S,U,U,U,U,Y,Y,409,1000905
61,550,50,0,40,10,10,0,1,-20,-8,24,0,2,0,9,0,304,0,29,0,269,0,2,3,2,19,0,269,0,33,26,25,2,2,236,0,242,0,57,0,60,0,27,304,269,0,0,1,49,1,1,U,A,N,13574,26589,3657,3570,26068,13317,76,555,283,556,315,64,557,312,57,S,NEW YORK CITY AREA,Y,N,130,3,3,WCMB,1,1,O,6,S,M,2,M,9,2,B,A,0,N,U,Y,Y,U,U,Y,483,1000912
37,295,30,0,11,4,4,0,0,-153,-6,7,0,0,0,3,0,71,0,40,0,64,0,0,0,0,20,0,125,0,65,21,32,4,9,73,0,153,0,20,0,38,0,7,71,64,0,1,1,47,1,1,N,A,N,7432,19610,2528,2452,19476,7364,56,443,167,346,139,39,398,150,54,C,SOUTHWEST AREA,Y,R,40,4,4,WCMB,0,0,O,3,M,B,1,M,6,1,C,O,0,Z,U,U,U,U,U,Y,538,1000915
73,611,64,2,18,7,7,0,0,83,26,5,0,0,0,14,0,97,1,58,0,79,1,1,5,5,31,0,234,3,248,19,25,7,23,68,0,280,0,55,1,203,3,6,98,80,0,0,0,49,1,1,N,A,N,7768,26751,6607,6270,26470,7644,133,563,163,584,125,65,456,106,114,T,SOUTHWEST AREA,T,N,200,6,6,WCMB,0,0,O,6,S,S,3,M,7,1,C,A,1,U,U,U,U,U,U,Y,82,1000921
128,1714,75,2,187,47,47,0,0,-854,-48,23,0,0,0,10,0,562,0,279,0,534,0,2,3,2,182,0,838,0,334,99,101,28,31,591,0,894,0,216,0,277,0,23,562,534,0,33,0,47,3,2,N,A,N,33340,67667,6909,6514,67364,33221,145,1497,738,1998,1011,144,1899,929,128,S,NEW YORK CITY AREA,N,N,130,5,4,WCMB,1,1,O,5,S,M,2,M,9,1,C,A,0,D,U,U,U,U,U,Y,405,1000923
61,83,25,0,52,26,26,0,0,68,19,2,0,0,0,6,0,47,0,10,0,39,0,1,6,5,7,0,43,0,8,3,1,0,0,39,0,46,0,6,0,5,0,3,47,39,0,0,0,45,1,1,Y,A,N,777,1353,1323,1269,1314,756,30,31,18,60,37,54,35,22,40,S,NEW YORK CITY AREA,Y,N,150,2,2,WCMB,0,0,O,8,S,M,3,M,9,2,I,A,0,N,U,U,Y,U,U,Y,89,1000933
92,612,35,10,46,18,18,0,7,-82,-17,3,0,0,0,11,0,144,0,39,0,131,0,0,1,1,24,0,346,0,52,25,17,0,0,124,0,313,0,37,0,85,0,4,144,131,0,0,1,51,1,1,N,A,N,7975,21508,3762,3465,21379,7913,71,436,162,639,179,98,640,208,101,S,CALIFORNIA NORTH AREA,Y,R,10,3,2,WC,0,0,O,2,M,M,1,M,7,1,C,E,0,N,U,U,U,U,U,Y,715,1000935
75,632,55,9,53,13,13,0,0,83,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,1,Y,A,N,12196,27906,3939,3867,27703,12082,81,577,252,604,301,70,823,371,112,S,NEW YORK CITY AREA,T,N,200,3,3,WCMB,0,0,O,6,S,M,3,M,9,2,I,A,0,H,U,U,U,Y,U,Y,169,1000940
151,1441,160,0,0,0,0,0,0,-855,-151,43,0,5,0,121,0,558,0,174,0,407,0,17,59,49,72,1,678,0,264,92,139,11,22,403,0,656,0,141,0,285,0,48,558,407,0,12,1,45,3,2,N,A,N,31945,64482,5780,5668,64131,31696,132,1491,737,1726,686,201,1565,606,178,S,PHILADELPHIA AREA,T,N,100,10,6,WCMB,0,0,O,15,S,M,4,M,7,2,C,A,0,N,U,U,U,U,Y,Y,80,1000945
33,198,30,0,11,3,3,0,0,113,8,0,0,5,0,19,0,78,0,35,0,54,0,0,0,0,23,0,60,0,39,8,6,4,4,62,0,61,0,26,0,39,0,5,78,54,0,0,1,45,1,1,Y,A,N,5656,9979,1475,1400,9869,5576,33,230,130,160,100,31,227,143,31,S,DALLAS AREA,N,N,80,2,2,WC,1,0,O,0,M,U,2,M,7,1,C,B,0,O,U,U,U,U,U,Y,800,1000948
40,328,45,0,13,4,4,0,1,18,-5,3,0,0,0,15,0,85,0,38,0,67,0,3,6,4,31,0,159,0,31,25,28,7,20,55,0,116,0,33,0,74,0,4,85,67,0,0,1,51,1,1,Y,C,N,6446,14696,2542,2458,14498,6364,50,296,130,323,102,42,407,140,44,U,NEW YORK CITY AREA,Y,N,200,7,6,WCMB,0,0,R,9,M,S,4,M,6,1,C,M,0,Z,U,U,U,U,U,Y,579,1000956
60,656,65,0,0,0,0,0,0,-74,-1,12,0,1,0,29,0,211,0,80,0,170,0,0,0,0,36,0,322,0,134,37,29,12,28,166,0,299,0,74,0,156,0,13,211,170,0,5,1,47,1,1,Y,B,N,11656,32563,4568,4505,32424,11579,100,720,257,681,250,61,698,245,72,S,NEW ENGLAND AREA,Y,N,200,10,5,WCMB,0,0,O,1,S,S,2,M,4,1,A,A,0,N,U,U,U,U,U,Y,391,1000958
120,1285,85,0,164,41,41,0,0,-322,-42,70,0,5,0,33,0,373,0,348,0,295,0,1,14,14,237,0,449,0,257,155,175,51,72,379,0,569,0,93,0,137,0,75,373,295,0,2,0,45,3,2,Y,A,N,28335,57488,5497,5373,57334,28250,125,1333,657,1393,596,134,2115,841,182,S,NEW YORK CITY AREA,Y,R,30,6,5,WCMB,0,0,O,3,S,A,3,M,9,2,C,A,0,J,U,U,U,U,U,Y,341,1000959
66,490,55,0,2,1,0,1,0,67,-13,1,0,3,0,27,1,132,2,104,0,103,0,1,2,1,53,0,150,1,162,19,25,2,1,118,0,180,0,88,0,132,1,4,134,103,0,0,1,47,1,1,Y,A,N,10793,23130,3053,2967,22895,10684,66,509,237,468,272,71,435,268,71,U,HOUSTON AREA,Y,N,150,5,5,WCMB,0,0,O,7,S,S,6,M,9,2,C,A,0,Z,U,U,U,Y,U,Y,123,1000965
128,1179,70,0,178,54,54,0,2,-346,-68,7,0,5,0,35,0,302,0,112,0,258,0,0,0,0,41,0,573,0,262,76,119,36,79,270,0,614,0,96,0,221,0,12,302,258,0,13,0,51,2,2,Y,A,N,18405,49790,5612,5528,49541,18285,113,1011,373,1294,429,150,1303,439,158,U,DALLAS AREA,Y,N,30,4,3,WC,0,0,O,8,S,S,1,M,6,2,C,A,0,N,U,U,U,U,U,Y,71,1000966
31,70,30,0,0,0,0,0,1,8,3,1,0,0,0,11,0,26,0,4,0,14,0,0,0,0,1,0,41,0,21,4,6,0,0,13,0,50,0,5,0,12,0,1,26,14,0,0,0,45,1,1,U,A,N,2207,8803,2184,2169,8793,2195,50,204,51,68,19,31,57,17,31,U,GREAT LAKES AREA,Y,R,40,2,2,WCMB,1,0,O,10,S,S,2,M,3,1,I,A,0,N,U,U,U,U,U,N,448,1000968
35,892,45,0,0,0,0,0,0,2,0,8,0,5,0,23,0,128,0,107,0,94,0,3,3,2,67,0,463,0,209,8,7,2,4,100,0,128,0,98,0,544,0,13,128,94,0,2,0,49,1,1,N,A,N,4548,14051,1760,1528,14029,4539,32,298,97,892,201,35,755,187,35,S,SOUTH FLORIDA AREA,Y,N,200,2,2,WCMB,0,0,O,14,S,M,1,M,6,1,C,A,0,J,U,U,U,U,U,Y,411,1000971
23,128,30,0,0,0,0,0,0,-128,-68,16,0,2,0,7,0,77,0,38,0,56,0,0,0,0,26,0,90,0,24,5,3,2,2,44,0,55,0,26,0,59,0,19,77,56,0,0,1,51,1,1,N,B,N,35626,66808,6326,6256,66576,35449,128,1359,723,170,73,45,337,160,49,S,NEW YORK CITY AREA,N,R,30,19,6,WC,1,0,O,14,S,U,5,M,8,2,C,A,0,U,U,U,U,U,U,Y,382,1000972
44,491,40,2,6,2,2,0,0,186,10,3,0,0,0,23,0,160,0,75,0,135,0,0,0,0,45,0,184,0,122,17,13,8,25,91,0,183,0,96,0,123,0,4,160,135,0,0,1,51,1,1,Y,A,N,4383,11689,2258,2189,11516,4292,45,235,88,429,170,41,363,144,40,U,NEW YORK CITY AREA,Y,N,200,3,3,WCMB,0,0,O,14,S,S,4,M,4,2,C,A,0,R,U,U,U,U,U,Y,361,1000973
192,615,50,0,63,22,16,6,0,54,-130,8,1,0,0,199,0,413,50,150,3,208,49,9,53,48,124,2,286,78,60,34,28,7,7,130,23,197,33,134,27,149,44,9,463,257,0,0,0,47,2,1,N,B,N,10681,23141,3580,3510,23021,10586,78,512,235,597,315,235,418,219,137,S,NEW YORK CITY AREA,Y,N,500,6,6,WCMB,0,0,O,15,S,S,3,M,4,1,C,A,1,H,U,U,Y,U,U,Y,32,1000976
40,566,50,0,0,0,0,0,0,-60,1,8,0,4,0,17,0,156,0,9,0,128,0,0,0,0,3,0,392,0,30,28,44,1,10,60,0,98,0,76,0,323,0,12,156,128,0,2,1,49,1,1,N,A,N,8093,29803,2556,2490,29611,8044,53,630,171,586,146,40,557,171,41,S,CENTRAL/SOUTH TEXAS AREA,Y,R,80,3,3,WCMB,1,1,O,4,S,M,1,M,6,2,C,A,0,H,U,U,U,U,U,Y,342,1000978
55,107,70,0,0,0,0,0,0,-107,-55,1,0,1,0,8,0,41,0,9,0,32,0,0,0,0,5,0,81,0,12,3,4,2,5,28,0,82,0,9,0,11,0,2,41,32,0,0,1,45,2,2,Y,BA,N,2673,7013,2110,2010,6855,2588,47,159,60,143,49,73,167,63,65,S,CALIFORNIA NORTH AREA,N,R,40,2,2,WC,0,0,O,6,S,M,2,M,7,2,I,A,0,N,U,U,U,U,U,Y,94,1000981
80,1288,75,0,26,6,6,0,0,10,12,31,0,1,0,37,0,359,0,361,0,303,0,5,5,4,192,0,426,0,455,70,72,16,25,541,0,785,0,69,0,96,0,32,359,303,0,0,0,51,2,2,N,B,N,31167,56079,4637,4535,55792,31034,93,1139,633,1284,756,76,1225,704,76,U,NEW YORK CITY AREA,N,R,30,14,6,WC,0,0,R,4,M,M,1,M,9,1,C,L,1,J,Y,Y,Y,U,U,Y,746,1000982
85,881,75,4,14,6,6,0,1,66,-5,6,0,0,0,2,0,223,0,72,0,217,0,7,10,7,19,1,403,0,263,36,34,2,11,274,0,647,0,12,0,19,0,6,223,217,0,1,0,49,1,1,Y,A,N,7238,19008,3040,2972,18852,7176,63,401,153,859,284,87,760,271,90,U,NEW YORK CITY AREA,Y,N,60,2,2,WCMB,1,0,O,15,S,A,2,M,6,1,C,A,0,S,U,U,Y,Y,U,Y,407,1000985
63,1175,85,5,0,0,0,0,0,-161,18,9,0,1,0,59,0,365,0,175,0,299,0,2,29,28,82,1,514,0,363,155,256,105,254,346,0,670,0,110,0,206,0,10,365,299,0,11,1,51,3,3,N,BA,N,17002,42435,3959,3859,42194,16900,79,861,345,1228,455,57,1247,469,67,S,PHILADELPHIA AREA,Y,N,200,5,3,WCMB,0,0,O,13,S,M,3,M,9,2,I,A,0,I,U,U,Y,U,U,Y,124,1000987
30,107,40,0,0,0,0,0,0,-29,0,3,0,1,0,8,0,67,0,1,0,55,0,0,0,0,0,0,70,0,2,3,2,0,0,35,0,48,0,21,0,23,0,4,67,55,0,0,0,47,1,1,N,A,N,4143,8418,1878,1814,8332,4086,40,185,91,116,60,30,135,62,31,S,MIDWEST AREA,Y,N,200,3,3,WCMB,1,1,O,4,M,S,6,M,9,1,C,B,0,N,U,U,U,U,U,Y,263,1000993
133,994,50,1,327,85,85,0,0,34,-54,1,0,2,0,19,0,168,0,68,0,147,0,0,0,0,25,0,382,0,351,55,83,20,97,117,0,415,0,97,0,317,0,2,168,147,0,3,0,51,1,1,Y,B,N,9998,30768,3590,3482,30114,9766,71,615,199,982,301,151,756,243,104,S,CENTRAL/SOUTH TEXAS AREA,Y,N,30,3,2,WC,1,1,O,10,S,B,1,M,6,2,C,A,0,N,U,U,U,U,U,Y,466,1001000
60,939,70,2,40,13,13,0,0,-147,-9,47,0,18,0,81,0,410,0,282,0,278,0,20,60,50,163,0,367,0,329,26,42,7,7,309,0,395,0,236,0,302,0,66,410,278,0,13,0,47,1,1,N,A,N,17483,28669,2782,2718,28549,17408,62,649,396,988,514,63,927,482,69,U,SOUTH FLORIDA AREA,N,N,130,3,3,WCMB,0,0,O,3,M,U,3,M,2,1,C,A,0,U,U,U,U,U,U,Y,54,1001003
82,811,48,0,126,32,32,0,0,-89,-30,1,0,4,0,58,0,227,0,73,0,165,0,0,0,0,32,0,400,0,164,15,20,11,27,124,0,298,0,113,0,266,0,4,227,165,0,1,0,45,1,1,Y,B,N,8701,26553,2987,2925,26253,8630,68,610,201,840,300,92,752,250,83,C,CENTRAL/SOUTH TEXAS AREA,N,N,30,2,2,WCMB,0,0,O,6,S,M,3,M,6,3,C,A,0,H,U,U,U,U,U,Y,627,1001005
11,111,10,1,0,0,0,0,0,12,1,0,0,0,0,4,0,29,0,17,0,25,0,0,0,0,8,0,29,0,41,7,4,11,38,37,0,65,0,2,0,5,0,0,29,25,0,0,0,51,2,2,N,A,N,3232,11670,3102,3020,11396,3166,62,233,65,107,42,10,114,50,34,C,CALIFORNIA NORTH AREA,Y,N,130,3,3,WCMB,0,0,O,9,S,M,2,M,9,2,C,A,0,N,Y,Y,Y,U,U,Y,80,1001009
28,49,17,0,0,0,0,0,8,13,-11,2,0,0,0,4,0,18,0,4,0,12,0,0,0,0,2,0,15,0,7,3,2,0,0,10,0,13,0,6,0,8,0,2,18,12,0,0,1,44,1,1,N,A,N,233,509,809,784,504,230,18,12,5,45,14,31,24,8,24,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,60,4,3,WCMB,1,1,O,4,S,M,3,M,9,1,C,A,0,N,U,U,U,U,U,Y,677,1001010
155,1431,95,2,362,90,90,0,0,-95,1,13,0,0,0,32,0,509,0,36,0,465,0,0,0,0,18,0,1179,0,64,16,17,2,5,472,0,1179,0,26,0,65,0,13,509,465,0,5,0,44,1,1,N,B,N,14240,40078,4281,4156,39583,14062,97,920,327,1463,468,155,1278,424,122,C,NEW YORK CITY AREA,N,R,30,5,3,WC,0,0,O,15,S,M,4,M,9,2,C,A,0,J,U,U,U,U,Y,Y,306,1001011
178,2433,86,7,418,85,85,0,0,20,-27,26,0,16,0,120,0,755,0,468,0,604,0,0,0,0,202,0,804,0,915,118,80,67,93,1019,0,1670,0,42,0,48,0,42,755,604,0,40,1,44,1,1,N,A,N,40112,68219,5106,5055,68156,40074,118,1585,932,2426,1371,187,2381,1341,177,R,TENNESSEE AREA,Y,N,30,7,5,WC,1,0,O,3,S,U,2,M,6,2,I,A,0,F,U,U,U,U,U,Y,10,1001012
30,85,30,0,0,0,0,0,0,-51,0,2,0,0,0,6,0,39,0,5,0,30,0,0,0,0,2,0,30,0,36,2,2,0,0,29,0,61,0,6,0,5,0,2,39,30,0,0,1,50,2,1,U,A,N,12958,44420,6168,6003,43904,12833,122,896,262,102,43,31,77,36,30,U,CALIFORNIA NORTH AREA,Y,N,80,4,3,WCMB,0,0,O,5,S,M,2,M,7,1,C,A,0,N,U,U,Y,Y,U,Y,754,1001013
31,2,40,0,0,0,0,0,1,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1,1,N,A,N,1702,4849,1439,1393,4764,1670,40,136,48,2,1,31,74,29,32,T,SOUTH FLORIDA AREA,Y,N,60,3,2,WCMB,1,1,O,2,S,M,4,M,9,2,C,A,0,U,U,U,U,U,U,Y,697,1001020
34,280,36,0,0,0,0,0,0,-6,0,0,0,2,0,9,0,80,0,31,0,69,0,0,0,0,15,0,141,0,87,8,4,1,3,92,0,218,0,9,0,11,0,2,80,69,0,0,0,50,2,1,N,B,N,3902,9583,2023,1742,9562,3890,36,195,79,283,92,34,230,84,34,T,DALLAS AREA,Y,N,150,5,3,WCMB,1,1,O,2,S,M,4,M,7,1,C,A,1,N,U,Y,Y,U,U,Y,111,1001022
87,915,75,1,0,0,0,0,0,6,-11,17,0,11,0,71,0,356,0,120,0,265,0,1,1,1,49,0,341,0,202,69,33,35,51,304,0,449,0,73,0,94,0,28,356,265,0,15,1,44,2,2,N,A,N,16753,29521,3420,3342,29395,16688,78,684,388,913,425,90,934,431,84,R,HOUSTON AREA,Y,R,130,5,4,WCMB,1,1,O,3,S,M,2,M,6,1,I,A,0,S,U,U,U,U,U,Y,52,1001029
36,143,30,0,0,0,0,0,0,176,10,2,0,1,0,7,0,42,0,3,0,31,0,0,0,0,2,0,63,0,5,2,2,1,1,9,0,14,0,24,0,54,0,3,42,31,0,0,1,44,1,1,Y,B,N,15296,23536,2487,2435,23480,15256,57,546,355,84,32,33,78,29,33,U,PHILADELPHIA AREA,N,N,30,4,4,WC,0,0,O,10,S,S,5,M,1,2,I,A,0,Z,U,U,U,U,U,Y,679,1001030
73,559,50,0,75,22,22,0,0,-97,-23,2,0,5,0,23,0,171,0,27,0,142,0,0,3,3,7,0,346,0,107,28,51,3,9,156,0,434,0,12,0,19,0,7,171,142,0,3,0,44,1,1,N,A,N,3752,11075,2136,2084,11020,3729,48,256,87,591,194,81,535,167,67,S,DALLAS AREA,Y,N,150,3,2,WCMB,1,1,O,5,S,M,2,M,7,1,I,A,0,S,Y,U,U,U,U,Y,485,1001031
37,148,30,0,0,0,0,0,8,-80,-7,0,0,3,0,2,0,81,0,10,0,76,0,0,0,0,5,0,87,0,24,16,8,0,0,65,0,83,0,21,0,28,0,3,81,76,0,0,1,50,1,1,N,A,N,5000,11245,2375,2311,11207,4979,47,229,102,174,88,39,204,103,36,S,DALLAS AREA,Y,N,60,3,2,WCMB,0,0,O,8,S,U,3,M,9,1,C,A,0,J,U,U,U,U,U,Y,781,1001034
101,911,65,0,114,46,46,0,0,-516,-46,9,0,36,0,13,0,236,0,28,0,179,0,0,1,0,10,0,959,0,123,24,30,3,36,156,0,669,0,51,0,414,0,45,236,179,0,2,0,50,1,1,Y,G,N,9609,49162,3940,3703,49147,9604,76,1003,196,1083,182,116,976,190,86,T,DALLAS AREA,N,N,60,2,2,WC,0,0,R,1,M,M,2,M,3,2,H,N,0,N,U,U,U,U,U,Y,970,1001035
