datetime,temperature,var1,pressure,windspeed,electricity_consumption
2014-08-05 19:00:00,-5,-10.7,996,14.85,354
2014-08-05 20:00:00,-7.1,-10.7,979,15.74,348
2014-08-05 21:00:00,-5,-12.1,981,2.075,420
2014-08-05 22:00:00,-6.4,-13.6,979,2.39,486
2014-08-05 23:00:00,-6.4,-12.9,982,2.015,483
2014-08-06 00:00:00,-7.9,-9.3,986,1.64,501
2014-08-06 01:00:00,-7.9,-11.4,989,4.305,486
2014-08-06 02:00:00,-9.3,-13.6,988,2.015,474
2014-08-06 03:00:00,-8.6,-11.4,982,4.055,510
2014-08-06 04:00:00,-7.1,-12.9,998,6.81,507
2014-08-06 05:00:00,-5,-13.6,999,15.235,408
2014-08-06 06:00:00,-7.1,-16.4,984,25.315,204
2014-08-06 07:00:00,-5.7,-19.3,994,33.755,192
2014-08-06 08:00:00,-6.4,-16.4,1005,44.435,207
2014-08-06 09:00:00,-5.7,-17.1,988,60.135,195
2014-08-06 10:00:00,-4.3,-16.4,1006,72.595,213
2014-08-06 11:00:00,-6.4,-17.9,1007,88.545,195
2014-08-06 12:00:00,-4.3,-20,992,100.24,183
2014-08-06 13:00:00,-5,-20,1000,112.81,213
2014-08-06 14:00:00,-5.7,-22.9,987,125.52,198
2014-08-06 15:00:00,-6.4,-22.9,991,138.355,228
2014-08-06 16:00:00,-5.7,-25,995,154.195,216
2014-08-06 17:00:00,-8.6,-25,991,167.14,216
2014-08-06 18:00:00,-8.6,-24.3,1006,176.08,192
2014-08-06 19:00:00,-9.3,-21.4,996,188.815,207
2014-08-06 20:00:00,-10,-21.4,1010,201.135,237
2014-08-06 21:00:00,-8.6,-21.4,1009,214.97,249
2014-08-06 22:00:00,-9.3,-23.6,1009,225.15,258
2014-08-06 23:00:00,-10,-21.4,999,234.59,261
2014-08-07 00:00:00,-10.7,-20.7,995,240.025,396
2014-08-07 01:00:00,-10.7,-24.3,995,253.485,210
2014-08-07 02:00:00,-12.1,-24.3,996,267.47,198
2014-08-07 03:00:00,-10,-25,1012,279.665,210
2014-08-07 04:00:00,-12.1,-22.1,998,284.475,189
2014-08-07 05:00:00,-12.1,-23.6,1005,295.43,198
2014-08-07 06:00:00,-12.9,-22.9,1012,302.205,210
2014-08-07 07:00:00,-12.1,-20.7,999,306.1,198
2014-08-07 08:00:00,-11.4,-20.7,1005,1.765,213
2014-08-07 09:00:00,-10,-20,1004,9.025,198
2014-08-07 10:00:00,-10,-22.9,1007,14.925,219
2014-08-07 11:00:00,-9.3,-20,1005,22.825,186
2014-08-07 12:00:00,-8.6,-20,996,32.265,198
2014-08-07 13:00:00,-5,-20,990,40.58,201
2014-08-07 14:00:00,-5,-20.7,1001,48.105,210
2014-08-07 15:00:00,-4.3,-18.6,990,56.03,183
2014-08-07 16:00:00,-5.7,-20,995,60.965,195
2014-08-07 17:00:00,-5,-19.3,998,67.775,204
2014-08-07 18:00:00,-7.9,-21.4,1003,72.695,198
2014-08-07 19:00:00,-8.6,-20,989,77.365,186
2014-08-07 20:00:00,-9.3,-19.3,993,84.265,210
2014-08-07 21:00:00,-9.3,-18.6,1006,89.185,192
2014-08-07 22:00:00,-8.6,-18.6,998,94.605,192
2014-08-07 23:00:00,-10.7,-22.1,1000,99.415,201
2014-08-08 00:00:00,-7.9,-20,1000,107.565,201
2014-08-08 01:00:00,-7.9,-20.7,1008,114.84,183
2014-08-08 02:00:00,-9.3,-21.4,997,120.4,180
2014-08-08 03:00:00,-10.7,-20,1005,126.46,198
2014-08-08 04:00:00,-10,-20,1002,130.63,216
2014-08-08 05:00:00,-9.3,-22.1,989,132.795,204
2014-08-08 06:00:00,-10.7,-22.1,1007,135.925,210
2014-08-08 07:00:00,-12.1,-20,1008,138.09,207
2014-08-08 08:00:00,-10,-19.3,993,3.04,204
2014-08-08 09:00:00,-7.9,-19.3,997,3.755,216
2014-08-08 10:00:00,-6.4,-17.1,994,8.65,198
2014-08-08 11:00:00,-5.7,-18.6,1002,16.84,207
2014-08-08 12:00:00,-2.9,-20.7,993,27.045,222
2014-08-08 13:00:00,-3.6,-19.3,988,37.5,210
2014-08-08 14:00:00,-2.9,-18.6,997,45.55,198
2014-08-08 15:00:00,-1.4,-19.3,996,50.235,180
2014-08-08 16:00:00,-2.9,-21.4,990,58.635,195
2014-08-08 17:00:00,-3.6,-17.9,995,65.285,195
2014-08-08 18:00:00,-6.4,-20,1000,3.29,210
2014-08-08 19:00:00,-6.4,-16.4,1001,4.255,216
2014-08-08 20:00:00,-7.9,-19.3,994,3.665,204
2014-08-08 21:00:00,-6.4,-20,997,3.755,204
2014-08-08 22:00:00,-7.1,-16.4,1002,1.515,198
2014-08-08 23:00:00,-9.3,-17.1,999,3.88,198
2014-08-09 00:00:00,-7.9,-15.7,997,5.545,210
2014-08-09 01:00:00,-8.6,-17.9,1001,1.515,216
2014-08-09 02:00:00,-10,-17.1,986,1.2,228
2014-08-09 03:00:00,-12.1,-17.1,1003,1.65,222
2014-08-09 04:00:00,-12.1,-18.6,1005,2.64,204
2014-08-09 05:00:00,-14.3,-19.3,990,5.77,237
2014-08-09 06:00:00,-12.9,-17.9,1001,7.435,228
2014-08-09 07:00:00,-12.9,-19.3,1000,2.64,231
2014-08-09 08:00:00,-9.3,-15,1007,4.005,261
2014-08-09 09:00:00,-7.1,-14.3,989,7.885,300
2014-08-09 10:00:00,-7.1,-15,988,3.665,282
2014-08-09 11:00:00,-5.7,-16.4,997,2.915,264
2014-08-09 12:00:00,-2.9,-16.4,995,4.955,240
2014-08-09 13:00:00,-4.3,-20,991,6.745,231
2014-08-09 14:00:00,-1.4,-17.9,1003,4.895,225
2014-08-09 15:00:00,-1.4,-19.3,986,10.19,234
2014-08-09 16:00:00,-2.1,-16.4,985,16.625,249
2014-08-09 17:00:00,-2.9,-20,1001,21.42,234
2014-08-09 18:00:00,-4.3,-19.3,998,24.94,261
2014-08-09 19:00:00,-5,-19.3,991,29.735,270
2014-08-09 20:00:00,-4.3,-16.4,1003,4.13,258
2014-08-09 21:00:00,-4.3,-16.4,999,7.385,261
2014-08-09 22:00:00,-7.1,-15,998,11.14,246
2014-08-09 23:00:00,-3.6,-19.3,989,18.44,192
2014-08-10 00:00:00,-5,-17.1,989,30.12,186
2014-08-10 01:00:00,-7.1,-17.9,1005,38.545,192
2014-08-10 02:00:00,-4.3,-16.4,989,47.11,192
2014-08-10 03:00:00,-5,-16.4,1003,54.01,183
2014-08-10 04:00:00,-5.7,-17.9,1002,56.515,189
2014-08-10 05:00:00,-8.6,-18.6,999,58.805,210
2014-08-10 06:00:00,-7.1,-18.6,1004,61.095,186
2014-08-10 07:00:00,-9.3,-15.7,1009,2.64,192
2014-08-10 08:00:00,-5.7,-15.7,1007,3.155,222
2014-08-10 09:00:00,-5,-18.6,1003,3.29,222
2014-08-10 10:00:00,-2.9,-19.3,1009,4.13,210
2014-08-10 11:00:00,-3.6,-17.9,1007,2.39,210
2014-08-10 12:00:00,-2.9,-18.6,1008,4.055,204
2014-08-10 13:00:00,-2.1,-19.3,1008,4.695,225
2014-08-10 14:00:00,-2.1,-20,1000,4.88,207
2014-08-10 15:00:00,-2.1,-20,988,9.8,222
2014-08-10 16:00:00,-2.9,-17.9,1004,15.11,201
2014-08-10 17:00:00,-3.6,-19.3,988,20.03,228
2014-08-10 18:00:00,-2.1,-20,988,25.075,198
2014-08-10 19:00:00,-2.9,-17.1,990,29.095,225
2014-08-10 20:00:00,-5,-16.4,994,34.015,237
2014-08-10 21:00:00,-5,-18.6,1005,38.935,252
2014-08-10 22:00:00,-5,-16.4,993,42.83,258
2014-08-10 23:00:00,-5,-15.7,989,44.62,282
2014-08-11 00:00:00,-5.7,-18.6,1003,46.91,282
2014-08-11 01:00:00,-6.4,-18.6,994,48.325,291
2014-08-11 02:00:00,-9.3,-15.7,1002,49.865,312
2014-08-11 03:00:00,-7.9,-18.6,988,51.155,339
2014-08-11 04:00:00,-10,-18.6,991,2.415,342
2014-08-11 05:00:00,-10.7,-15,988,3.805,318
2014-08-11 06:00:00,-10.7,-16.4,989,2.015,321
2014-08-11 07:00:00,-10.7,-13.6,1003,2.415,348
2014-08-11 08:00:00,-10,-15.7,1001,5.205,348
2014-08-11 09:00:00,-5.7,-15,1004,8.585,324
2014-08-11 10:00:00,-4.3,-14.3,994,10.59,339
2014-08-11 11:00:00,-3.6,-16.4,1004,4.645,312
2014-08-11 12:00:00,-2.9,-20.7,994,8.275,282
2014-08-11 13:00:00,1.4,-20.7,1002,3.755,258
2014-08-11 14:00:00,-0.7,-20.7,997,5.77,222
2014-08-11 15:00:00,0.7,-18.6,993,7.9,246
2014-08-11 16:00:00,-1.4,-21.4,1002,10.565,234
2014-08-11 17:00:00,0,-17.9,1003,12.48,231
2014-08-11 18:00:00,-3.6,-21.4,989,1.89,222
2014-08-11 19:00:00,-5.7,-15.7,1000,3.305,240
2014-08-11 20:00:00,-5.7,-15.7,1008,5.445,267
2014-08-11 21:00:00,-5,-17.9,1005,6.335,282
2014-08-11 22:00:00,-5,-15.7,1002,9.23,327
2014-08-11 23:00:00,-5.7,-10.7,1010,13.125,366
2014-08-12 00:00:00,-8.6,-9.3,1001,17.52,402
2014-08-12 01:00:00,-7.1,-11.4,1004,20.525,303
2014-08-12 02:00:00,-7.1,-10.7,996,22.065,291
2014-08-12 03:00:00,-7.9,-12.1,1006,1.765,291
2014-08-12 04:00:00,-10,-11.4,1008,2.515,288
2014-08-12 05:00:00,-8.6,-11.4,1005,2.765,282
2014-08-12 06:00:00,-11.4,-13.6,995,3.665,285
2014-08-12 07:00:00,-11.4,-10.7,1000,3.415,261
2014-08-12 08:00:00,-6.4,-9.3,1003,6.045,270
2014-08-12 09:00:00,-5.7,-7.1,1010,8.675,267
2014-08-12 10:00:00,-5.7,-10,990,11.215,288
2014-08-12 11:00:00,-3.6,-8.6,1007,3.54,324
2014-08-12 12:00:00,-2.9,-10.7,1000,3.29,312
2014-08-12 13:00:00,-2.9,-7.1,1005,2.415,336
2014-08-12 14:00:00,-2.9,-7.9,996,2.79,312
2014-08-12 15:00:00,-4.3,-7.9,998,1.64,315
2014-08-12 16:00:00,-4.3,-8.6,1002,3.53,315
2014-08-12 17:00:00,-5,-9.3,998,3.295,294
2014-08-12 18:00:00,-3.6,-10.7,998,2.915,336
2014-08-12 19:00:00,-5.7,-10,995,1.515,345
2014-08-12 20:00:00,-5.7,-7.9,989,2.265,336
2014-08-12 21:00:00,-7.1,-9.3,993,1.64,342
2014-08-12 22:00:00,-8.6,-9.3,994,1.89,357
2014-08-12 23:00:00,-7.9,-8.6,994,3.03,369
2014-08-13 00:00:00,-10,-10.7,984,4.63,399
2014-08-13 01:00:00,-7.9,-8.6,993,1.89,420
2014-08-13 02:00:00,-8.6,-10,998,2.405,405
2014-08-13 03:00:00,-9.3,-11.4,999,2.415,354
2014-08-13 04:00:00,-8.6,-9.3,993,5.33,342
2014-08-13 05:00:00,-7.1,-11.4,997,6.745,357
2014-08-13 06:00:00,-9.3,-10,1001,7.76,390
2014-08-13 07:00:00,-7.1,-10.7,989,10.015,375
2014-08-13 08:00:00,-7.1,-7.9,999,12.43,381
2014-08-13 09:00:00,-5.7,-10.7,998,14.345,402
2014-08-13 10:00:00,-3.6,-10.7,1002,2.415,336
2014-08-13 11:00:00,-3.6,-9.3,994,3.04,348
2014-08-13 12:00:00,-2.9,-12.1,1003,2.14,396
2014-08-13 13:00:00,-2.1,-10,992,2.905,372
2014-08-13 14:00:00,-2.1,-11.4,1002,4.255,408
2014-08-13 15:00:00,-2.1,-10.7,1001,7.51,462
2014-08-13 16:00:00,-1.4,-9.3,999,10.765,453
2014-08-13 17:00:00,-2.1,-10,981,1.765,456
2014-08-13 18:00:00,-3.6,-9.3,1001,2.515,453
2014-08-13 19:00:00,-4.3,-7.9,989,2.655,492
2014-08-13 20:00:00,-6.4,-10.7,991,3.545,528
2014-08-13 21:00:00,-3.6,-7.1,982,1.64,552
2014-08-13 22:00:00,-7.9,-9.3,994,2.905,600
2014-08-13 23:00:00,-7.1,-10.7,1000,4.295,606
2014-08-14 00:00:00,-7.1,-12.1,996,1.89,642
2014-08-14 01:00:00,-7.9,-10,992,1.765,630
2014-08-14 02:00:00,-9.3,-8.6,993,5.005,585
2014-08-14 03:00:00,-7.1,-11.4,1001,7.9,564
2014-08-14 04:00:00,-6.4,-7.9,987,13.045,498
2014-08-14 05:00:00,-5.7,-9.3,984,17.98,474
2014-08-14 06:00:00,-4.3,-12.1,991,22.875,462
2014-08-14 07:00:00,-7.1,-12.9,988,25.895,363
2014-08-14 08:00:00,-5.7,-15.7,1006,5.27,210
2014-08-14 09:00:00,-5.7,-16.4,991,8.9,210
2014-08-14 10:00:00,-4.3,-15,1003,5.545,204
2014-08-14 11:00:00,-1.4,-15.7,999,9.815,204
2014-08-14 12:00:00,0,-17.1,990,6.56,192
2014-08-14 13:00:00,-0.7,-23.6,1003,13.585,222
2014-08-14 14:00:00,-1.4,-22.1,988,5.895,198
2014-08-14 15:00:00,-0.7,-20.7,990,6.81,231
2014-08-14 16:00:00,-1.4,-22.1,1005,3.165,222
2014-08-14 17:00:00,-2.1,-22.1,993,4.455,231
2014-08-14 18:00:00,-5,-20,996,5.97,201
2014-08-14 19:00:00,-4.3,-17.1,1003,2.14,216
2014-08-14 20:00:00,-7.9,-20,1008,4.055,234
2014-08-14 21:00:00,-4.3,-17.9,999,3.88,246
2014-08-14 22:00:00,-5.7,-16.4,1007,3.665,249
2014-08-14 23:00:00,-7.9,-13.6,995,5.005,282
2014-08-15 00:00:00,-9.3,-12.1,1010,5.67,270
2014-08-15 01:00:00,-9.3,-10,997,8.335,327
2014-08-15 02:00:00,-8.6,-11.4,998,11.34,369
2014-08-15 03:00:00,-7.1,-8.6,1011,13.97,351
2014-08-15 04:00:00,-7.9,-12.1,999,15.76,288
2014-08-15 05:00:00,-9.3,-12.1,999,16.9,273
2014-08-15 06:00:00,-11.4,-14.3,1007,1.765,273
2014-08-15 07:00:00,-11.4,-12.1,998,2.78,297
2014-08-15 08:00:00,-11.4,-10,996,2.515,294
2014-08-15 09:00:00,-8.6,-10,991,2.265,282
2014-08-15 10:00:00,-5.7,-9.3,1010,1.515,273
2014-08-15 11:00:00,-5.7,-7.9,998,2.655,303
2014-08-15 12:00:00,-2.9,-9.3,1005,5.32,327
2014-08-15 13:00:00,-2.1,-11.4,986,3.165,369
2014-08-15 14:00:00,-2.1,-10.7,1000,3.54,393
2014-08-15 15:00:00,-3.6,-10.7,998,5.895,345
2014-08-15 16:00:00,-1.4,-11.4,988,9.29,330
2014-08-15 17:00:00,-2.9,-11.4,1003,2.415,330
2014-08-15 18:00:00,-4.3,-10,993,3.93,336
2014-08-15 19:00:00,-4.3,-10,993,2.415,321
2014-08-15 20:00:00,-5.7,-9.3,1002,3.415,336
2014-08-15 21:00:00,-6.4,-7.9,996,4.505,366
2014-08-15 22:00:00,-6.4,-18.6,991,10.44,390
2014-08-15 23:00:00,-4.3,-17.1,994,16.715,204
2014-08-16 00:00:00,-7.1,-18.6,1001,21.36,198
2014-08-16 01:00:00,-6.4,-18.6,1006,26.905,180
2014-08-16 02:00:00,-7.1,-17.9,1006,29.785,180
2014-08-16 03:00:00,-5.7,-19.3,1001,33.955,183
2014-08-16 04:00:00,-7.9,-18.6,994,37.21,204
2014-08-16 05:00:00,-10,-17.1,993,39.875,183
2014-08-16 06:00:00,-7.1,-17.1,1004,42.88,186
2014-08-16 07:00:00,-7.9,-17.1,1009,45.76,195
2014-08-16 08:00:00,-4.3,-16.4,994,50.18,201
2014-08-16 09:00:00,-5,-17.1,1000,55.85,189
2014-08-16 10:00:00,-4.3,-18.6,997,62.5,204
2014-08-16 11:00:00,-2.1,-17.9,992,67.42,204
2014-08-16 12:00:00,-1.4,-20.7,1006,73.855,213
2014-08-16 13:00:00,-2.9,-18.6,1008,78.275,210
2014-08-16 14:00:00,-2.9,-17.1,1005,82.545,210
2014-08-16 15:00:00,-1.4,-17.9,988,89.07,222
2014-08-16 16:00:00,-2.9,-18.6,1008,96.095,213
2014-08-16 17:00:00,-3.6,-18.6,995,102.995,195
2014-08-16 18:00:00,-4.3,-15,1004,111.145,219
2014-08-16 19:00:00,-5,-18.6,1006,116.455,198
2014-08-16 20:00:00,-6.4,-17.1,1010,121.75,204
2014-08-16 21:00:00,-8.6,-19.3,1010,126.42,186
2014-08-16 22:00:00,-6.4,-18.6,993,131.34,186
2014-08-16 23:00:00,-7.9,-16.4,1009,135.095,201
2014-08-17 00:00:00,-5.7,-17.1,1006,137.475,204
2014-08-17 01:00:00,-10.7,-19.3,1002,140.995,183
2014-08-17 02:00:00,-10,-16.4,1006,145.915,192
2014-08-17 03:00:00,-7.9,-16.4,993,151.835,192
2014-08-17 04:00:00,-8.6,-17.9,992,156.645,189
2014-08-17 05:00:00,-10,-18.6,1009,163.705,186
2014-08-17 06:00:00,-9.3,-20,1007,171.52,192
2014-08-17 07:00:00,-9.3,-17.9,1013,179.82,204
2014-08-17 08:00:00,-10,-17.9,1000,189.65,216
2014-08-17 09:00:00,-8.6,-20.7,1006,202.485,216
2014-08-17 10:00:00,-5,-19.3,1008,213.415,219
2014-08-17 11:00:00,-4.3,-17.9,1014,225.72,198
2014-08-17 12:00:00,-3.6,-20.7,999,236.65,207
2014-08-17 13:00:00,-2.9,-20.7,993,247.205,219
2014-08-17 14:00:00,-2.9,-19.3,1007,258.635,210
2014-08-17 15:00:00,-2.9,-21.4,995,269.815,201
2014-08-17 16:00:00,-5,-19.3,995,279.38,204
2014-08-17 17:00:00,-5.7,-18.6,996,288.445,186
2014-08-17 18:00:00,-6.4,-20,1002,296.37,213
2014-08-17 19:00:00,-5,-17.9,996,303.795,198
2014-08-17 20:00:00,-6.4,-18.6,1008,309.09,213
2014-08-17 21:00:00,-6.4,-19.3,1006,314.775,207
2014-08-17 22:00:00,-7.1,-17.9,1008,323.34,201
2014-08-17 23:00:00,-6.4,-16.4,1003,332.655,198
2014-08-18 00:00:00,-7.1,-17.1,1007,340.055,192
2014-08-18 01:00:00,-7.9,-17.1,1006,344.99,207
2014-08-18 02:00:00,-8.6,-20,1008,1.64,204
2014-08-18 03:00:00,-10.7,-21.4,995,4.255,192
2014-08-18 04:00:00,-9.3,-17.9,1001,7.385,210
2014-08-18 05:00:00,-10,-19.3,1009,8.675,201
2014-08-18 06:00:00,-10.7,-18.6,1005,13.57,198
2014-08-18 07:00:00,-10,-20.7,1000,16.965,207
2014-08-18 08:00:00,-9.3,-19.3,1009,22.26,195
2014-08-18 09:00:00,-7.9,-17.1,1010,26.805,234
2014-08-18 10:00:00,-5.7,-17.1,998,5.77,222
2014-08-18 11:00:00,-2.9,-17.1,1003,7.06,216
2014-08-18 12:00:00,-2.1,-21.4,992,13.12,204
2014-08-18 13:00:00,-2.1,-19.3,1002,19.52,219
2014-08-18 14:00:00,-1.4,-17.9,989,25.455,234
2014-08-18 15:00:00,0,-19.3,1002,31.39,231
2014-08-18 16:00:00,-0.7,-17.9,1005,37.95,252
2014-08-18 17:00:00,-0.7,-20,991,42.87,258
2014-08-18 18:00:00,-3.6,-17.9,1002,5.27,240
2014-08-18 19:00:00,-3.6,-18.6,989,8.4,252
2014-08-18 20:00:00,-3.6,-16.4,987,5.005,249
2014-08-18 21:00:00,-7.1,-15,992,1.64,264
2014-08-18 22:00:00,-7.9,-17.1,990,3.03,264
2014-08-18 23:00:00,-5,-15,1007,3.795,276
2014-08-19 00:00:00,-5.7,-14.3,989,2.915,324
2014-08-19 01:00:00,-9.3,-16.4,1003,8.335,321
2014-08-19 02:00:00,-7.9,-18.6,1006,1.64,297
2014-08-19 03:00:00,-10.7,-17.9,997,3.54,282
2014-08-19 04:00:00,-12.1,-16.4,1001,1.515,315
2014-08-19 05:00:00,-12.1,-19.3,996,2.915,309
2014-08-19 06:00:00,-10,-18.6,1000,4.33,306
2014-08-19 07:00:00,-10.7,-17.1,997,7.335,273
2014-08-19 08:00:00,-8.6,-13.6,1000,9.625,288
2014-08-19 09:00:00,-7.9,-17.1,1000,3.29,300
2014-08-19 10:00:00,-4.3,-16.4,991,2.015,294
2014-08-19 11:00:00,-2.1,-17.9,1002,3.415,300
2014-08-19 12:00:00,-0.7,-19.3,1005,4.205,276
2014-08-19 13:00:00,1.4,-18.6,984,3.54,231
2014-08-19 14:00:00,1.4,-18.6,982,4.33,237
2014-08-19 15:00:00,1.4,-17.9,991,6.995,231
2014-08-19 16:00:00,1.4,-17.9,984,5.27,234
2014-08-19 17:00:00,0,-19.3,991,9.79,207
2014-08-19 18:00:00,0,-20.7,991,12.81,213
2014-08-19 19:00:00,-2.1,-20,993,14.475,231
2014-08-19 20:00:00,-1.4,-20,994,18.355,234
2014-08-19 21:00:00,-5.7,-15.7,995,2.265,252
2014-08-19 22:00:00,-5,-17.1,997,3.655,249
2014-08-19 23:00:00,-8.6,-17.9,1002,3.795,252
2014-08-20 00:00:00,-6.4,-16.4,982,4.935,267
2014-08-20 01:00:00,-10,-15.7,989,3.04,264
2014-08-20 02:00:00,-10.7,-15,986,4.055,318
2014-08-20 03:00:00,-11.4,-15.7,989,3.165,396
2014-08-20 04:00:00,-10,-14.3,986,4.055,378
2014-08-20 05:00:00,-9.3,-16.4,998,7.685,351
2014-08-20 06:00:00,-9.3,-17.9,994,10.19,354
2014-08-20 07:00:00,-11.4,-16.4,995,12.105,300
2014-08-20 08:00:00,-8.6,-12.9,983,14.27,294
2014-08-20 09:00:00,-3.6,-12.9,997,1.64,306
2014-08-20 10:00:00,-3.6,-18.6,992,4.18,279
2014-08-20 11:00:00,-1.4,-17.9,986,5.22,309
2014-08-20 12:00:00,0,-18.6,986,3.29,363
2014-08-20 13:00:00,0.7,-17.9,1000,2.015,336
2014-08-20 14:00:00,2.9,-16.4,997,3.415,330
2014-08-20 15:00:00,0.7,-17.9,999,5.08,348
2014-08-20 16:00:00,2.1,-15,987,6.37,345
2014-08-20 17:00:00,1.4,-12.9,995,8.035,342
2014-08-20 18:00:00,-2.1,-13.6,981,9.175,390
2014-08-20 19:00:00,-2.9,-12.9,983,10.19,486
2014-08-20 20:00:00,-6.4,-13.6,995,11.605,495
2014-08-20 21:00:00,-3.6,-8.6,982,14.02,498
2014-08-20 22:00:00,-4.3,-7.9,998,19.205,432
2014-08-20 23:00:00,-3.6,-9.3,992,24.125,366
2014-08-21 00:00:00,-4.3,-10,1001,1.765,285
2014-08-21 01:00:00,-5,-10,984,2.09,264
2014-08-21 02:00:00,-7.1,-11.4,994,3.48,276
2014-08-21 03:00:00,-7.9,-10.7,989,4.87,276
2014-08-21 04:00:00,-9.3,-12.9,992,2.515,270
2014-08-21 05:00:00,-8.6,-10.7,1001,2.015,267
2014-08-21 06:00:00,-7.9,-13.6,982,3.28,276
2014-08-21 07:00:00,-5,-10,992,3.665,306
2014-08-21 08:00:00,-6.4,-10,1001,4.955,312
2014-08-21 09:00:00,-5.7,-10,983,6.87,336
2014-08-21 10:00:00,-2.9,-10.7,988,7.785,291
2014-08-21 11:00:00,-2.9,-13.6,1001,2.515,297
2014-08-21 12:00:00,-1.4,-11.4,980,4.555,339
2014-08-21 13:00:00,-0.7,-10,995,3.04,339
2014-08-21 14:00:00,-2.1,-12.9,996,5.33,345
2014-08-21 15:00:00,-2.1,-11.4,985,8.585,372
2014-08-21 16:00:00,-1.4,-10.7,996,11.465,354
2014-08-21 17:00:00,-1.4,-12.9,978,13.38,375
2014-08-21 18:00:00,-3.6,-11.4,980,15.295,366
2014-08-21 19:00:00,-5,-8.6,983,2.39,360
2014-08-21 20:00:00,-5,-10,979,2.84,351
2014-08-21 21:00:00,-5,-8.6,992,3.165,369
2014-08-21 22:00:00,-5,-6.4,989,6.67,402
2014-08-21 23:00:00,-6.4,-6.4,985,6.81,372
2014-08-22 00:00:00,-7.1,-5.7,994,2.64,369
2014-08-22 01:00:00,-6.4,-8.6,995,4.555,372
2014-08-22 02:00:00,-6.4,-6.4,989,5.07,342
2014-08-22 03:00:00,-5.7,-8.6,990,2.765,372
2014-08-22 04:00:00,-5.7,-3.6,977,2.405,384
2014-08-22 05:00:00,-4.3,-5,989,3.04,378
2014-08-22 06:00:00,-5.7,-5.7,975,6.545,393
2014-08-22 07:00:00,-4.3,-7.1,977,2.14,378
2014-08-22 08:00:00,-4.3,-5.7,992,1.89,390
2014-08-22 09:00:00,-5,-3.6,984,2.075,384
2014-08-22 10:00:00,-4.3,-5,981,2.415,426
2014-08-22 11:00:00,-4.3,-4.3,979,5.005,423
2014-08-22 12:00:00,-4.3,-5.7,979,2.915,435
2014-08-22 13:00:00,-2.1,-3.6,979,3.165,441
2014-08-22 14:00:00,-1.4,-5,972,3.805,420
2014-08-22 15:00:00,-1.4,-5.7,978,5.07,456
2014-08-22 16:00:00,-1.4,-5.7,975,3.29,462
2014-08-22 17:00:00,-1.4,-6.4,988,4.205,468
2014-08-22 18:00:00,-2.1,-7.1,976,7.585,486
2014-08-22 19:00:00,0,-10.7,983,5.645,486
2014-08-22 20:00:00,-1.4,-14.3,994,8.275,366
2014-08-22 21:00:00,-1.4,-12.1,991,14.085,204
2014-08-22 22:00:00,-2.1,-15,991,18.355,201
2014-08-22 23:00:00,-4.3,-15,987,22,204
2014-08-23 00:00:00,-4.3,-12.1,999,24.755,219
2014-08-23 01:00:00,-3.6,-15,998,30.425,210
2014-08-23 02:00:00,-5.7,-15,1000,3.29,192
2014-08-23 03:00:00,-10,-15,987,6.17,207
2014-08-23 04:00:00,-6.4,-13.6,994,11.715,186
2014-08-23 05:00:00,-7.1,-15,1005,6.17,201
2014-08-23 06:00:00,-5.7,-14.3,1001,10.59,186
2014-08-23 07:00:00,-5,-12.9,997,16.635,198
2014-08-23 08:00:00,-6.4,-15.7,996,21.305,195
2014-08-23 09:00:00,-4.3,-15,1009,27.24,210
2014-08-23 10:00:00,-2.1,-14.3,1000,32.16,216
2014-08-23 11:00:00,-2.1,-16.4,990,34.665,222
2014-08-23 12:00:00,-0.7,-15,1003,37.545,189
2014-08-23 13:00:00,0.7,-15.7,996,2.915,216
2014-08-23 14:00:00,0.7,-15,988,2.54,210
2014-08-23 15:00:00,0,-17.1,986,4.455,222
2014-08-23 16:00:00,-0.7,-19.3,997,5.395,210
2014-08-23 17:00:00,-0.7,-19.3,986,8.915,219
2014-08-23 18:00:00,-1.4,-15.7,999,12.545,225
2014-08-23 19:00:00,-3.6,-16.4,995,13.71,213
2014-08-23 20:00:00,-4.3,-15,1003,18.73,228
2014-08-23 21:00:00,-6.4,-15,995,19.52,246
2014-08-23 22:00:00,-6.4,-11.4,1003,23.525,276
2014-08-23 23:00:00,-4.3,-11.4,990,25.19,291
2014-09-01 00:00:00,-4.3,-3.6,992,2.715,348
2014-09-01 01:00:00,-3.6,-2.1,999,2.64,288
2014-09-01 02:00:00,-5.7,-7.1,1001,4.43,288
2014-09-01 03:00:00,-2.9,-5.7,998,5.22,282
2014-09-01 04:00:00,-2.9,-8.6,990,8.725,282
2014-09-01 05:00:00,-5,-7.1,1007,12.245,288
2014-09-01 06:00:00,-5.7,-5.7,994,16.25,273
2014-09-01 07:00:00,-3.6,-8.6,1008,17.415,288
2014-09-01 08:00:00,-5.7,-5.7,1005,18.955,270
2014-09-01 09:00:00,-5,-7.9,1009,22.96,312
2014-09-01 10:00:00,-3.6,-8.6,991,26.23,300
2014-09-01 11:00:00,-4.3,-5,1003,30.75,285
2014-09-01 12:00:00,-1.4,-9.3,994,33.505,297
2014-09-01 13:00:00,-0.7,-6.4,1005,36.385,288
2014-09-01 14:00:00,-2.1,-8.6,1001,38.55,315
2014-09-01 15:00:00,-2.9,-6.4,995,41.555,300
2014-09-01 16:00:00,-2.9,-8.6,1004,44.685,303
